college02,num_weight,experience02,parentrelations,height_total_inches,sex,married02,cocaine,urbanrural,race,y_arrestedafter2002,nshot_summary_text
"not enrolled, no high school degree, no GED",199,3,"biological mother, marital status unknown",69,male,"never married, not cohabiting",False,Unknown,hispanic,False,"current education status is not enrolled, no high school degree, no GED, and weight in pounds is 199, and number of jobs held in past year is 3, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and height in inches is 69, and sex is male, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is False, and grew up at age 12 in area is Unknown, and race is hispanic"
"not enrolled, no high school degree, no GED",240,0,"biological mother, marital status unknown",70,male,"never married, not cohabiting",False,Unknown,black,False,"current education status is not enrolled, no high school degree, no GED, and weight in pounds is 240, and number of jobs held in past year is 0, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and height in inches is 70, and sex is male, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is False, and grew up at age 12 in area is Unknown, and race is black"
"not enrolled, high school degree",162,1,both biological parents,71,male,"never married, cohabiting",False,urban,hispanic,False,"current education status is not enrolled, high school degree, and weight in pounds is 162, and number of jobs held in past year is 1, and relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and height in inches is 71, and sex is male, and current marriage status is never married, cohabiting, and used cocaine past 3 years is False, and grew up at age 12 in area is urban, and race is hispanic"
"not enrolled, high school degree",155,1,"biological mother, marital status unknown",67,male,"never married, cohabiting",False,Unknown,black,False,"current education status is not enrolled, high school degree, and weight in pounds is 155, and number of jobs held in past year is 1, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and height in inches is 67, and sex is male, and current marriage status is never married, cohabiting, and used cocaine past 3 years is False, and grew up at age 12 in area is Unknown, and race is black"
"not enrolled, high school degree",170,2,"biological mother, marital status unknown",74,male,"never married, not cohabiting",False,urban,black,False,"current education status is not enrolled, high school degree, and weight in pounds is 170, and number of jobs held in past year is 2, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and height in inches is 74, and sex is male, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is False, and grew up at age 12 in area is urban, and race is black"
"not enrolled, no high school degree, no GED",187,1,"biological mother, marital status unknown",72,male,"never married, not cohabiting",False,urban,black,False,"current education status is not enrolled, no high school degree, no GED, and weight in pounds is 187, and number of jobs held in past year is 1, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and height in inches is 72, and sex is male, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is False, and grew up at age 12 in area is urban, and race is black"
"not enrolled, no high school degree, no GED",162,0,"biological mother, marital status unknown",68,male,"never married, cohabiting",False,urban,black,False,"current education status is not enrolled, no high school degree, no GED, and weight in pounds is 162, and number of jobs held in past year is 0, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and height in inches is 68, and sex is male, and current marriage status is never married, cohabiting, and used cocaine past 3 years is False, and grew up at age 12 in area is urban, and race is black"
"not enrolled, some college",212,2,"biological mother, marital status unknown",71,male,"never married, not cohabiting",False,urban,black,True,"current education status is not enrolled, some college, and weight in pounds is 212, and number of jobs held in past year is 2, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and height in inches is 71, and sex is male, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is False, and grew up at age 12 in area is urban, and race is black"
"not enrolled, no high school degree, no GED",250,1,"biological mother, marital status unknown",66,female,"married, spouse absent",False,urban,black,False,"current education status is not enrolled, no high school degree, no GED, and weight in pounds is 250, and number of jobs held in past year is 1, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and height in inches is 66, and sex is female, and current marriage status is married, spouse absent, and used cocaine past 3 years is False, and grew up at age 12 in area is urban, and race is black"
"not enrolled, no high school degree, no GED",146,0,"biological mother, marital status unknown",67,female,"never married, not cohabiting",True,urban,black,True,"current education status is not enrolled, no high school degree, no GED, and weight in pounds is 146, and number of jobs held in past year is 0, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and height in inches is 67, and sex is female, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is True, and grew up at age 12 in area is urban, and race is black"
"not enrolled, high school degree",137,1,"biological mother, marital status unknown",67,male,"never married, not cohabiting",True,urban,black,True,"current education status is not enrolled, high school degree, and weight in pounds is 137, and number of jobs held in past year is 1, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and height in inches is 67, and sex is male, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is True, and grew up at age 12 in area is urban, and race is black"
"enrolled in grades 1-12, not a high school graduate",138,0,"biological mother, marital status unknown",67,female,"never married, not cohabiting",False,urban,black,False,"current education status is enrolled in grades 1-12, not a high school graduate, and weight in pounds is 138, and number of jobs held in past year is 0, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and height in inches is 67, and sex is female, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is False, and grew up at age 12 in area is urban, and race is black"
"not enrolled, no high school degree, no GED",130,0,"biological mother, marital status unknown",38,male,"never married, not cohabiting",False,urban,black,False,"current education status is not enrolled, no high school degree, no GED, and weight in pounds is 130, and number of jobs held in past year is 0, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and height in inches is 38, and sex is male, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is False, and grew up at age 12 in area is urban, and race is black"
"not enrolled, some college",130,0,"biological mother, marital status unknown",61,female,"never married, not cohabiting",True,Unknown,black,False,"current education status is not enrolled, some college, and weight in pounds is 130, and number of jobs held in past year is 0, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and height in inches is 61, and sex is female, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is True, and grew up at age 12 in area is Unknown, and race is black"
"not enrolled, no high school degree, no GED",170,0,"biological mother, marital status unknown",72,male,"never married, not cohabiting",True,urban,black,True,"current education status is not enrolled, no high school degree, no GED, and weight in pounds is 170, and number of jobs held in past year is 0, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and height in inches is 72, and sex is male, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is True, and grew up at age 12 in area is urban, and race is black"
"not enrolled, high school degree",124,1,both biological parents,63,female,"never married, not cohabiting",False,urban,hispanic,False,"current education status is not enrolled, high school degree, and weight in pounds is 124, and number of jobs held in past year is 1, and relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and height in inches is 63, and sex is female, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is False, and grew up at age 12 in area is urban, and race is hispanic"
"not enrolled, high school degree",130,1,"biological father, other parent present",63,male,"never married, not cohabiting",False,urban,hispanic,True,"current education status is not enrolled, high school degree, and weight in pounds is 130, and number of jobs held in past year is 1, and relationship at age 12 with parent figure(s) or guardian(s) is biological father, other parent present, and height in inches is 63, and sex is male, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is False, and grew up at age 12 in area is urban, and race is hispanic"
"not enrolled, no high school degree, no GED",155,0,"biological mother, marital status unknown",67,male,"never married, not cohabiting",False,urban,black,False,"current education status is not enrolled, no high school degree, no GED, and weight in pounds is 155, and number of jobs held in past year is 0, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and height in inches is 67, and sex is male, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is False, and grew up at age 12 in area is urban, and race is black"
"not enrolled, no high school degree, no GED",170,1,Unknown,65,male,"never married, not cohabiting",True,Unknown,hispanic,False,"current education status is not enrolled, no high school degree, no GED, and weight in pounds is 170, and number of jobs held in past year is 1, and relationship at age 12 with parent figure(s) or guardian(s) is Unknown, and height in inches is 65, and sex is male, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is True, and grew up at age 12 in area is Unknown, and race is hispanic"
"not enrolled, no high school degree, no GED",190,2,"biological mother, marital status unknown",75,male,"never married, cohabiting",False,urban,hispanic,True,"current education status is not enrolled, no high school degree, no GED, and weight in pounds is 190, and number of jobs held in past year is 2, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and height in inches is 75, and sex is male, and current marriage status is never married, cohabiting, and used cocaine past 3 years is False, and grew up at age 12 in area is urban, and race is hispanic"
"not enrolled, GED",300,1,"biological mother, marital status unknown",75,male,"never married, not cohabiting",True,urban,black,False,"current education status is not enrolled, GED, and weight in pounds is 300, and number of jobs held in past year is 1, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and height in inches is 75, and sex is male, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is True, and grew up at age 12 in area is urban, and race is black"
"not enrolled, no high school degree, no GED",140,0,"biological mother, marital status unknown",69,male,"never married, not cohabiting",False,urban,hispanic,False,"current education status is not enrolled, no high school degree, no GED, and weight in pounds is 140, and number of jobs held in past year is 0, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and height in inches is 69, and sex is male, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is False, and grew up at age 12 in area is urban, and race is hispanic"
enrolled in a 2-year college,160,2,"biological mother, marital status unknown",70,male,"never married, cohabiting",False,urban,black,False,"current education status is enrolled in a 2-year college, and weight in pounds is 160, and number of jobs held in past year is 2, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and height in inches is 70, and sex is male, and current marriage status is never married, cohabiting, and used cocaine past 3 years is False, and grew up at age 12 in area is urban, and race is black"
"not enrolled, GED",140,1,"biological mother, marital status unknown",67,male,"never married, not cohabiting",False,urban,hispanic,False,"current education status is not enrolled, GED, and weight in pounds is 140, and number of jobs held in past year is 1, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and height in inches is 67, and sex is male, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is False, and grew up at age 12 in area is urban, and race is hispanic"
"not enrolled, no high school degree, no GED",212,2,Unknown,74,male,"never married, not cohabiting",False,Unknown,black,False,"current education status is not enrolled, no high school degree, no GED, and weight in pounds is 212, and number of jobs held in past year is 2, and relationship at age 12 with parent figure(s) or guardian(s) is Unknown, and height in inches is 74, and sex is male, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is False, and grew up at age 12 in area is Unknown, and race is black"
"not enrolled, no high school degree, no GED",285,1,both biological parents,72,male,"never married, not cohabiting",False,urban,hispanic,True,"current education status is not enrolled, no high school degree, no GED, and weight in pounds is 285, and number of jobs held in past year is 1, and relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and height in inches is 72, and sex is male, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is False, and grew up at age 12 in area is urban, and race is hispanic"
"not enrolled, GED",180,0,"biological mother, marital status unknown",71,male,"never married, not cohabiting",False,urban,black,True,"current education status is not enrolled, GED, and weight in pounds is 180, and number of jobs held in past year is 0, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and height in inches is 71, and sex is male, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is False, and grew up at age 12 in area is urban, and race is black"
"not enrolled, no high school degree, no GED",160,0,"biological mother, marital status unknown",72,male,"never married, not cohabiting",False,urban,hispanic,True,"current education status is not enrolled, no high school degree, no GED, and weight in pounds is 160, and number of jobs held in past year is 0, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and height in inches is 72, and sex is male, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is False, and grew up at age 12 in area is urban, and race is hispanic"
enrolled in a 4-year college,210,1,"biological mother, marital status unknown",76,male,"never married, not cohabiting",False,urban,black,True,"current education status is enrolled in a 4-year college, and weight in pounds is 210, and number of jobs held in past year is 1, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and height in inches is 76, and sex is male, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is False, and grew up at age 12 in area is urban, and race is black"
enrolled in a 2-year college,185,1,"biological mother, marital status unknown",72,male,"never married, not cohabiting",False,urban,black,False,"current education status is enrolled in a 2-year college, and weight in pounds is 185, and number of jobs held in past year is 1, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and height in inches is 72, and sex is male, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is False, and grew up at age 12 in area is urban, and race is black"
"not enrolled, no high school degree, no GED",160,0,Unknown,70,male,"never married, not cohabiting",True,Unknown,black,False,"current education status is not enrolled, no high school degree, no GED, and weight in pounds is 160, and number of jobs held in past year is 0, and relationship at age 12 with parent figure(s) or guardian(s) is Unknown, and height in inches is 70, and sex is male, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is True, and grew up at age 12 in area is Unknown, and race is black"
"not enrolled, GED",212,0,Unknown,71,male,"never married, not cohabiting",False,Unknown,black,False,"current education status is not enrolled, GED, and weight in pounds is 212, and number of jobs held in past year is 0, and relationship at age 12 with parent figure(s) or guardian(s) is Unknown, and height in inches is 71, and sex is male, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is False, and grew up at age 12 in area is Unknown, and race is black"
"not enrolled, high school degree",152,3,"biological mother, marital status unknown",64,female,"never married, not cohabiting",False,urban,black,False,"current education status is not enrolled, high school degree, and weight in pounds is 152, and number of jobs held in past year is 3, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and height in inches is 64, and sex is female, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is False, and grew up at age 12 in area is urban, and race is black"
"not enrolled, no high school degree, no GED",136,0,both biological parents,70,male,"never married, not cohabiting",False,urban,black,False,"current education status is not enrolled, no high school degree, no GED, and weight in pounds is 136, and number of jobs held in past year is 0, and relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and height in inches is 70, and sex is male, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is False, and grew up at age 12 in area is urban, and race is black"
"not enrolled, no high school degree, no GED",207,0,"biological mother, marital status unknown",65,male,"never married, not cohabiting",False,urban,black,False,"current education status is not enrolled, no high school degree, no GED, and weight in pounds is 207, and number of jobs held in past year is 0, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and height in inches is 65, and sex is male, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is False, and grew up at age 12 in area is urban, and race is black"
"not enrolled, no high school degree, no GED",148,2,Unknown,65,male,"never married, not cohabiting",False,Unknown,hispanic,False,"current education status is not enrolled, no high school degree, no GED, and weight in pounds is 148, and number of jobs held in past year is 2, and relationship at age 12 with parent figure(s) or guardian(s) is Unknown, and height in inches is 65, and sex is male, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is False, and grew up at age 12 in area is Unknown, and race is hispanic"
"not enrolled, some college",160,3,"biological mother, marital status unknown",71,male,"never married, not cohabiting",False,urban,black,False,"current education status is not enrolled, some college, and weight in pounds is 160, and number of jobs held in past year is 3, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and height in inches is 71, and sex is male, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is False, and grew up at age 12 in area is urban, and race is black"
enrolled in a 2-year college,115,2,Unknown,63,female,"never married, not cohabiting",False,Unknown,black,False,"current education status is enrolled in a 2-year college, and weight in pounds is 115, and number of jobs held in past year is 2, and relationship at age 12 with parent figure(s) or guardian(s) is Unknown, and height in inches is 63, and sex is female, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is False, and grew up at age 12 in area is Unknown, and race is black"
"not enrolled, no high school degree, no GED",220,1,"biological mother, marital status unknown",72,male,"never married, not cohabiting",True,Unknown,hispanic,False,"current education status is not enrolled, no high school degree, no GED, and weight in pounds is 220, and number of jobs held in past year is 1, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and height in inches is 72, and sex is male, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is True, and grew up at age 12 in area is Unknown, and race is hispanic"
"not enrolled, no high school degree, no GED",162,0,"biological mother, marital status unknown",71,male,"never married, not cohabiting",False,urban,black,True,"current education status is not enrolled, no high school degree, no GED, and weight in pounds is 162, and number of jobs held in past year is 0, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and height in inches is 71, and sex is male, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is False, and grew up at age 12 in area is urban, and race is black"
"not enrolled, no high school degree, no GED",180,0,"biological mother, marital status unknown",71,male,"never married, not cohabiting",True,Unknown,black,False,"current education status is not enrolled, no high school degree, no GED, and weight in pounds is 180, and number of jobs held in past year is 0, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and height in inches is 71, and sex is male, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is True, and grew up at age 12 in area is Unknown, and race is black"
"not enrolled, GED",162,2,"biological mother, marital status unknown",73,male,"never married, cohabiting",False,urban,black,False,"current education status is not enrolled, GED, and weight in pounds is 162, and number of jobs held in past year is 2, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and height in inches is 73, and sex is male, and current marriage status is never married, cohabiting, and used cocaine past 3 years is False, and grew up at age 12 in area is urban, and race is black"
"not enrolled, no high school degree, no GED",187,0,"biological mother, marital status unknown",71,male,"never married, not cohabiting",False,Unknown,black,True,"current education status is not enrolled, no high school degree, no GED, and weight in pounds is 187, and number of jobs held in past year is 0, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and height in inches is 71, and sex is male, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is False, and grew up at age 12 in area is Unknown, and race is black"
"not enrolled, some college",185,0,both biological parents,67,male,"separated, not cohabiting",False,urban,hispanic,False,"current education status is not enrolled, some college, and weight in pounds is 185, and number of jobs held in past year is 0, and relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and height in inches is 67, and sex is male, and current marriage status is separated, not cohabiting, and used cocaine past 3 years is False, and grew up at age 12 in area is urban, and race is hispanic"
"not enrolled, high school degree",85,3,both biological parents,61,female,"never married, not cohabiting",False,urban,hispanic,False,"current education status is not enrolled, high school degree, and weight in pounds is 85, and number of jobs held in past year is 3, and relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and height in inches is 61, and sex is female, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is False, and grew up at age 12 in area is urban, and race is hispanic"
enrolled in a 2-year college,137,2,both biological parents,68,male,"never married, not cohabiting",False,urban,hispanic,False,"current education status is enrolled in a 2-year college, and weight in pounds is 137, and number of jobs held in past year is 2, and relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and height in inches is 68, and sex is male, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is False, and grew up at age 12 in area is urban, and race is hispanic"
"enrolled in grades 1-12, not a high school graduate",130,2,"biological mother, marital status unknown",66,male,"never married, not cohabiting",False,urban,hispanic,False,"current education status is enrolled in grades 1-12, not a high school graduate, and weight in pounds is 130, and number of jobs held in past year is 2, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and height in inches is 66, and sex is male, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is False, and grew up at age 12 in area is urban, and race is hispanic"
"not enrolled, GED",155,1,"biological father, other parent present",66,male,"never married, cohabiting",True,urban,hispanic,False,"current education status is not enrolled, GED, and weight in pounds is 155, and number of jobs held in past year is 1, and relationship at age 12 with parent figure(s) or guardian(s) is biological father, other parent present, and height in inches is 66, and sex is male, and current marriage status is never married, cohabiting, and used cocaine past 3 years is True, and grew up at age 12 in area is urban, and race is hispanic"
"not enrolled, no high school degree, no GED",162,2,adoptive parent(s),65,male,"never married, not cohabiting",True,urban,black,True,"current education status is not enrolled, no high school degree, no GED, and weight in pounds is 162, and number of jobs held in past year is 2, and relationship at age 12 with parent figure(s) or guardian(s) is adoptive parent(s), and height in inches is 65, and sex is male, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is True, and grew up at age 12 in area is urban, and race is black"
"not enrolled, no high school degree, no GED",135,0,"biological mother, other parent present",69,male,"never married, not cohabiting",False,urban,black,False,"current education status is not enrolled, no high school degree, no GED, and weight in pounds is 135, and number of jobs held in past year is 0, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, other parent present, and height in inches is 69, and sex is male, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is False, and grew up at age 12 in area is urban, and race is black"
"not enrolled, GED",162,2,"biological mother, marital status unknown",67,male,"married, spouse present",False,urban,hispanic,False,"current education status is not enrolled, GED, and weight in pounds is 162, and number of jobs held in past year is 2, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and height in inches is 67, and sex is male, and current marriage status is married, spouse present, and used cocaine past 3 years is False, and grew up at age 12 in area is urban, and race is hispanic"
"not enrolled, high school degree",170,3,Unknown,68,male,"never married, not cohabiting",True,Unknown,hispanic,True,"current education status is not enrolled, high school degree, and weight in pounds is 170, and number of jobs held in past year is 3, and relationship at age 12 with parent figure(s) or guardian(s) is Unknown, and height in inches is 68, and sex is male, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is True, and grew up at age 12 in area is Unknown, and race is hispanic"
"not enrolled, high school degree",142,2,both biological parents,66,male,"never married, cohabiting",True,urban,hispanic,True,"current education status is not enrolled, high school degree, and weight in pounds is 142, and number of jobs held in past year is 2, and relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and height in inches is 66, and sex is male, and current marriage status is never married, cohabiting, and used cocaine past 3 years is True, and grew up at age 12 in area is urban, and race is hispanic"
enrolled in a 2-year college,145,4,"biological mother, marital status unknown",64,female,"never married, cohabiting",False,urban,hispanic,False,"current education status is enrolled in a 2-year college, and weight in pounds is 145, and number of jobs held in past year is 4, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and height in inches is 64, and sex is female, and current marriage status is never married, cohabiting, and used cocaine past 3 years is False, and grew up at age 12 in area is urban, and race is hispanic"
"not enrolled, high school degree",135,2,"biological mother, other parent present",67,female,"never married, not cohabiting",True,Unknown,hispanic,False,"current education status is not enrolled, high school degree, and weight in pounds is 135, and number of jobs held in past year is 2, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, other parent present, and height in inches is 67, and sex is female, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is True, and grew up at age 12 in area is Unknown, and race is hispanic"
"not enrolled, GED",280,5,both biological parents,68,male,"married, spouse present",True,urban,hispanic,False,"current education status is not enrolled, GED, and weight in pounds is 280, and number of jobs held in past year is 5, and relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and height in inches is 68, and sex is male, and current marriage status is married, spouse present, and used cocaine past 3 years is True, and grew up at age 12 in area is urban, and race is hispanic"
"not enrolled, no high school degree, no GED",235,2,"biological mother, marital status unknown",70,male,"never married, not cohabiting",False,urban,black,True,"current education status is not enrolled, no high school degree, no GED, and weight in pounds is 235, and number of jobs held in past year is 2, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and height in inches is 70, and sex is male, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is False, and grew up at age 12 in area is urban, and race is black"
"not enrolled, no high school degree, no GED",210,1,"biological mother, marital status unknown",75,male,"never married, not cohabiting",False,urban,black,True,"current education status is not enrolled, no high school degree, no GED, and weight in pounds is 210, and number of jobs held in past year is 1, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and height in inches is 75, and sex is male, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is False, and grew up at age 12 in area is urban, and race is black"
"not enrolled, GED",155,0,"biological mother, marital status unknown",65,male,"never married, not cohabiting",True,urban,black,True,"current education status is not enrolled, GED, and weight in pounds is 155, and number of jobs held in past year is 0, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and height in inches is 65, and sex is male, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is True, and grew up at age 12 in area is urban, and race is black"
"not enrolled, no high school degree, no GED",162,0,Unknown,73,male,"never married, cohabiting",False,Unknown,black,False,"current education status is not enrolled, no high school degree, no GED, and weight in pounds is 162, and number of jobs held in past year is 0, and relationship at age 12 with parent figure(s) or guardian(s) is Unknown, and height in inches is 73, and sex is male, and current marriage status is never married, cohabiting, and used cocaine past 3 years is False, and grew up at age 12 in area is Unknown, and race is black"
"not enrolled, GED",140,2,Unknown,67,male,"never married, not cohabiting",False,Unknown,black,False,"current education status is not enrolled, GED, and weight in pounds is 140, and number of jobs held in past year is 2, and relationship at age 12 with parent figure(s) or guardian(s) is Unknown, and height in inches is 67, and sex is male, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is False, and grew up at age 12 in area is Unknown, and race is black"
enrolled in a 4-year college,195,2,both biological parents,72,male,"never married, not cohabiting",True,urban,black,False,"current education status is enrolled in a 4-year college, and weight in pounds is 195, and number of jobs held in past year is 2, and relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and height in inches is 72, and sex is male, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is True, and grew up at age 12 in area is urban, and race is black"
enrolled in a 4-year college,212,0,both biological parents,71,male,"never married, not cohabiting",True,urban,black,False,"current education status is enrolled in a 4-year college, and weight in pounds is 212, and number of jobs held in past year is 0, and relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and height in inches is 71, and sex is male, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is True, and grew up at age 12 in area is urban, and race is black"
"not enrolled, no high school degree, no GED",180,1,"biological mother, marital status unknown",69,male,"never married, not cohabiting",False,Unknown,black,False,"current education status is not enrolled, no high school degree, no GED, and weight in pounds is 180, and number of jobs held in past year is 1, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and height in inches is 69, and sex is male, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is False, and grew up at age 12 in area is Unknown, and race is black"
"not enrolled, some college",137,0,"biological mother, marital status unknown",64,male,"never married, not cohabiting",False,rural,black,False,"current education status is not enrolled, some college, and weight in pounds is 137, and number of jobs held in past year is 0, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and height in inches is 64, and sex is male, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is False, and grew up at age 12 in area is rural, and race is black"
"not enrolled, no high school degree, no GED",161,0,"biological mother, marital status unknown",68,male,"never married, not cohabiting",True,urban,black,False,"current education status is not enrolled, no high school degree, no GED, and weight in pounds is 161, and number of jobs held in past year is 0, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and height in inches is 68, and sex is male, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is True, and grew up at age 12 in area is urban, and race is black"
"not enrolled, no high school degree, no GED",130,2,"biological mother, marital status unknown",69,male,"never married, cohabiting",False,urban,black,False,"current education status is not enrolled, no high school degree, no GED, and weight in pounds is 130, and number of jobs held in past year is 2, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and height in inches is 69, and sex is male, and current marriage status is never married, cohabiting, and used cocaine past 3 years is False, and grew up at age 12 in area is urban, and race is black"
"not enrolled, no high school degree, no GED",140,0,Unknown,74,male,"never married, not cohabiting",True,Unknown,black,False,"current education status is not enrolled, no high school degree, no GED, and weight in pounds is 140, and number of jobs held in past year is 0, and relationship at age 12 with parent figure(s) or guardian(s) is Unknown, and height in inches is 74, and sex is male, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is True, and grew up at age 12 in area is Unknown, and race is black"
enrolled in a 4-year college,187,0,"biological mother, other parent present",71,male,"never married, not cohabiting",False,urban,black,False,"current education status is enrolled in a 4-year college, and weight in pounds is 187, and number of jobs held in past year is 0, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, other parent present, and height in inches is 71, and sex is male, and current marriage status is never married, not cohabiting, and used cocaine past 3 years is False, and grew up at age 12 in area is urban, and race is black"
