college02,parentrelations,married02,urbanrural,faminjail,y_arrestedafter2002,nshot_summary_text
"not enrolled, high school degree","biological mother, marital status unknown","never married, not cohabiting",urban,False,False,"current education status is not enrolled, high school degree, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, GED",Unknown,"never married, not cohabiting",Unknown,False,False,"current education status is not enrolled, GED, and relationship at age 12 with parent figure(s) or guardian(s) is Unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is Unknown, and other adult family member in jail past 5 years is False"
"not enrolled, no high school degree, no GED","biological mother, marital status unknown","never married, not cohabiting",urban,False,False,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, high school degree",both biological parents,"never married, not cohabiting",urban,False,False,"current education status is not enrolled, high school degree, and relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, GED","biological mother, marital status unknown","never married, not cohabiting",urban,False,True,"current education status is not enrolled, GED, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, GED","biological mother, marital status unknown","never married, not cohabiting",urban,False,True,"current education status is not enrolled, GED, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, high school degree","biological mother, marital status unknown","never married, not cohabiting",urban,False,False,"current education status is not enrolled, high school degree, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
enrolled in a 4-year college,both biological parents,"never married, not cohabiting",urban,False,False,"current education status is enrolled in a 4-year college, and relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, high school degree","biological mother, marital status unknown","never married, not cohabiting",urban,False,False,"current education status is not enrolled, high school degree, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, no high school degree, no GED","biological mother, marital status unknown","never married, not cohabiting",urban,False,False,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, high school degree","biological mother, marital status unknown","never married, not cohabiting",urban,False,False,"current education status is not enrolled, high school degree, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, GED","biological mother, marital status unknown","never married, not cohabiting",urban,False,False,"current education status is not enrolled, GED, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, no high school degree, no GED","biological mother, marital status unknown","never married, not cohabiting",urban,True,False,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is True"
"not enrolled, no high school degree, no GED","biological mother, marital status unknown","never married, not cohabiting",urban,True,False,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is True"
enrolled in a 4-year college,both biological parents,"never married, not cohabiting",urban,False,False,"current education status is enrolled in a 4-year college, and relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, no high school degree, no GED",Unknown,"never married, cohabiting",Unknown,False,False,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is Unknown, and current marriage status is never married, cohabiting, and grew up at age 12 in area is Unknown, and other adult family member in jail past 5 years is False"
"enrolled in grades 1-12, not a high school graduate",both biological parents,"never married, not cohabiting",urban,False,False,"current education status is enrolled in grades 1-12, not a high school graduate, and relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, no high school degree, no GED",both biological parents,"never married, not cohabiting",urban,False,True,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, high school degree","biological mother, marital status unknown","never married, not cohabiting",urban,False,False,"current education status is not enrolled, high school degree, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, no high school degree, no GED",both biological parents,"never married, not cohabiting",urban,False,False,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, GED",both biological parents,"never married, not cohabiting",urban,False,False,"current education status is not enrolled, GED, and relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, GED",Unknown,"married, spouse present",Unknown,False,False,"current education status is not enrolled, GED, and relationship at age 12 with parent figure(s) or guardian(s) is Unknown, and current marriage status is married, spouse present, and grew up at age 12 in area is Unknown, and other adult family member in jail past 5 years is False"
"not enrolled, high school degree",both biological parents,"married, spouse absent",urban,False,False,"current education status is not enrolled, high school degree, and relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and current marriage status is married, spouse absent, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, GED",Unknown,"never married, not cohabiting",Unknown,False,False,"current education status is not enrolled, GED, and relationship at age 12 with parent figure(s) or guardian(s) is Unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is Unknown, and other adult family member in jail past 5 years is False"
"not enrolled, no high school degree, no GED",Unknown,"never married, not cohabiting",Unknown,False,False,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is Unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is Unknown, and other adult family member in jail past 5 years is False"
"not enrolled, no high school degree, no GED",both biological parents,"never married, not cohabiting",rural,False,True,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is rural, and other adult family member in jail past 5 years is False"
"not enrolled, high school degree","biological mother, marital status unknown","never married, not cohabiting",urban,True,True,"current education status is not enrolled, high school degree, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is True"
"not enrolled, no high school degree, no GED","biological mother, marital status unknown","never married, cohabiting",urban,False,False,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, no high school degree, no GED","biological mother, marital status unknown","married, spouse present",urban,False,False,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is married, spouse present, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, no high school degree, no GED","biological mother, marital status unknown","never married, cohabiting",urban,False,False,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, no high school degree, no GED","biological mother, marital status unknown","never married, not cohabiting",urban,False,False,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"enrolled in grades 1-12, not a high school graduate",both biological parents,"never married, not cohabiting",urban,False,True,"current education status is enrolled in grades 1-12, not a high school graduate, and relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
enrolled in a 4-year college,both biological parents,"never married, not cohabiting",urban,False,False,"current education status is enrolled in a 4-year college, and relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, some college","biological mother, marital status unknown","never married, not cohabiting",urban,False,True,"current education status is not enrolled, some college, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
enrolled in a 2-year college,"biological mother, marital status unknown","never married, cohabiting",Unknown,True,False,"current education status is enrolled in a 2-year college, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, cohabiting, and grew up at age 12 in area is Unknown, and other adult family member in jail past 5 years is True"
enrolled in a 4-year college,"biological mother, marital status unknown","never married, not cohabiting",urban,False,False,"current education status is enrolled in a 4-year college, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, high school degree","biological mother, marital status unknown","never married, cohabiting",urban,False,False,"current education status is not enrolled, high school degree, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, high school degree","other adults, biological parent status unknown, not group quarters","never married, not cohabiting",urban,False,False,"current education status is not enrolled, high school degree, and relationship at age 12 with parent figure(s) or guardian(s) is other adults, biological parent status unknown, not group quarters, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, high school degree","other adults, biological parent status unknown, not group quarters","never married, cohabiting",urban,False,True,"current education status is not enrolled, high school degree, and relationship at age 12 with parent figure(s) or guardian(s) is other adults, biological parent status unknown, not group quarters, and current marriage status is never married, cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, no high school degree, no GED","biological mother, marital status unknown","never married, cohabiting",urban,False,True,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, high school degree",both biological parents,"married, spouse present",urban,False,False,"current education status is not enrolled, high school degree, and relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and current marriage status is married, spouse present, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, some college","biological mother, marital status unknown","never married, not cohabiting",Unknown,False,True,"current education status is not enrolled, some college, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is Unknown, and other adult family member in jail past 5 years is False"
"not enrolled, high school degree",adoptive parent(s),"never married, not cohabiting",urban,False,False,"current education status is not enrolled, high school degree, and relationship at age 12 with parent figure(s) or guardian(s) is adoptive parent(s), and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, no high school degree, no GED",both biological parents,"never married, not cohabiting",urban,False,False,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"enrolled in grades 1-12, not a high school graduate","biological dad, marital status unknown","never married, cohabiting",urban,False,False,"current education status is enrolled in grades 1-12, not a high school graduate, and relationship at age 12 with parent figure(s) or guardian(s) is biological dad, marital status unknown, and current marriage status is never married, cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, no high school degree, no GED","biological mother, marital status unknown","never married, cohabiting",urban,False,False,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, no high school degree, no GED","biological mother, marital status unknown","never married, not cohabiting",urban,False,True,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, high school degree",adoptive parent(s),"never married, not cohabiting",urban,False,False,"current education status is not enrolled, high school degree, and relationship at age 12 with parent figure(s) or guardian(s) is adoptive parent(s), and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, GED",Unknown,"never married, not cohabiting",Unknown,True,False,"current education status is not enrolled, GED, and relationship at age 12 with parent figure(s) or guardian(s) is Unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is Unknown, and other adult family member in jail past 5 years is True"
"enrolled in grades 1-12, not a high school graduate","biological mother, marital status unknown","never married, not cohabiting",urban,False,False,"current education status is enrolled in grades 1-12, not a high school graduate, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, no high school degree, no GED",Unknown,"never married, not cohabiting",Unknown,False,True,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is Unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is Unknown, and other adult family member in jail past 5 years is False"
"not enrolled, high school degree","biological mother, marital status unknown","never married, cohabiting",urban,True,False,"current education status is not enrolled, high school degree, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is True"
"not enrolled, no high school degree, no GED","biological mother, marital status unknown","never married, not cohabiting",urban,False,True,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, no high school degree, no GED","biological mother, marital status unknown","never married, cohabiting",urban,True,False,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is True"
"not enrolled, no high school degree, no GED","biological mother, other parent present","never married, not cohabiting",urban,True,True,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, other parent present, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is True"
"not enrolled, high school degree",Unknown,"married, spouse present",Unknown,False,False,"current education status is not enrolled, high school degree, and relationship at age 12 with parent figure(s) or guardian(s) is Unknown, and current marriage status is married, spouse present, and grew up at age 12 in area is Unknown, and other adult family member in jail past 5 years is False"
"not enrolled, no high school degree, no GED","biological mother, other parent present","never married, not cohabiting",Unknown,False,False,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, other parent present, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is Unknown, and other adult family member in jail past 5 years is False"
"not enrolled, no high school degree, no GED","biological mother, marital status unknown","never married, not cohabiting",urban,False,False,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, high school degree","biological mother, marital status unknown","never married, not cohabiting",urban,True,True,"current education status is not enrolled, high school degree, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is True"
"not enrolled, GED","other adults, biological parent status unknown, not group quarters","never married, not cohabiting",urban,False,False,"current education status is not enrolled, GED, and relationship at age 12 with parent figure(s) or guardian(s) is other adults, biological parent status unknown, not group quarters, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
enrolled in a 4-year college,"biological mother, marital status unknown","never married, not cohabiting",urban,True,False,"current education status is enrolled in a 4-year college, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is True"
"not enrolled, GED","biological mother, marital status unknown","never married, not cohabiting",urban,False,False,"current education status is not enrolled, GED, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, no high school degree, no GED","biological mother, marital status unknown","never married, not cohabiting",Unknown,True,False,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is Unknown, and other adult family member in jail past 5 years is True"
"not enrolled, no high school degree, no GED","biological mother, marital status unknown","never married, not cohabiting",urban,False,False,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, no high school degree, no GED","biological mother, marital status unknown","never married, not cohabiting",urban,False,False,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, no high school degree, no GED","biological mother, marital status unknown","never married, not cohabiting",urban,False,True,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, no high school degree, no GED",both biological parents,"never married, cohabiting",rural,False,True,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and current marriage status is never married, cohabiting, and grew up at age 12 in area is rural, and other adult family member in jail past 5 years is False"
"not enrolled, high school degree","biological mother, marital status unknown","never married, not cohabiting",urban,False,True,"current education status is not enrolled, high school degree, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, GED","biological mother, marital status unknown","married, spouse present",urban,True,False,"current education status is not enrolled, GED, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is married, spouse present, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is True"
"not enrolled, no high school degree, no GED","biological mother, marital status unknown","never married, not cohabiting",urban,False,True,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, no high school degree, no GED","biological mother, marital status unknown","never married, not cohabiting",urban,False,False,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, 4-year college graduate","biological mother, marital status unknown","never married, not cohabiting",urban,False,False,"current education status is not enrolled, 4-year college graduate, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, some college",Unknown,"never married, not cohabiting",Unknown,False,False,"current education status is not enrolled, some college, and relationship at age 12 with parent figure(s) or guardian(s) is Unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is Unknown, and other adult family member in jail past 5 years is False"
"not enrolled, no high school degree, no GED","biological mother, marital status unknown","never married, not cohabiting",urban,False,False,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, high school degree",Unknown,"never married, not cohabiting",urban,False,False,"current education status is not enrolled, high school degree, and relationship at age 12 with parent figure(s) or guardian(s) is Unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, no high school degree, no GED","other adults, biological parent status unknown, not group quarters","never married, cohabiting",urban,False,True,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is other adults, biological parent status unknown, not group quarters, and current marriage status is never married, cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, no high school degree, no GED",both biological parents,"never married, not cohabiting",urban,True,True,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is True"
"not enrolled, no high school degree, no GED","biological mother, marital status unknown","never married, cohabiting",urban,False,False,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
enrolled in a 2-year college,"biological mother, marital status unknown","never married, cohabiting",Unknown,False,False,"current education status is enrolled in a 2-year college, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, cohabiting, and grew up at age 12 in area is Unknown, and other adult family member in jail past 5 years is False"
"not enrolled, no high school degree, no GED","biological mother, marital status unknown","never married, not cohabiting",urban,False,True,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, GED","biological mother, marital status unknown","married, spouse present",urban,False,False,"current education status is not enrolled, GED, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is married, spouse present, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, high school degree","biological mother, marital status unknown","never married, not cohabiting",urban,False,False,"current education status is not enrolled, high school degree, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"enrolled in grades 1-12, not a high school graduate",both biological parents,"never married, not cohabiting",urban,False,False,"current education status is enrolled in grades 1-12, not a high school graduate, and relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, no high school degree, no GED","biological mother, marital status unknown","never married, not cohabiting",urban,True,False,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is True"
"not enrolled, no high school degree, no GED","biological mother, marital status unknown","never married, not cohabiting",urban,True,True,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is True"
"not enrolled, GED","biological mother, marital status unknown","never married, cohabiting",urban,False,True,"current education status is not enrolled, GED, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, no high school degree, no GED","biological mother, marital status unknown","never married, cohabiting",urban,True,True,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is True"
enrolled in a 2-year college,Unknown,"never married, not cohabiting",Unknown,False,False,"current education status is enrolled in a 2-year college, and relationship at age 12 with parent figure(s) or guardian(s) is Unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is Unknown, and other adult family member in jail past 5 years is False"
"not enrolled, no high school degree, no GED","biological mother, marital status unknown","never married, not cohabiting",urban,True,True,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is True"
enrolled in a 2-year college,"biological mother, marital status unknown","never married, not cohabiting",urban,False,False,"current education status is enrolled in a 2-year college, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, no high school degree, no GED","other adults, biological parent status unknown, not group quarters","never married, not cohabiting",urban,False,False,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is other adults, biological parent status unknown, not group quarters, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, high school degree","biological mother, marital status unknown","never married, not cohabiting",Unknown,False,False,"current education status is not enrolled, high school degree, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is Unknown, and other adult family member in jail past 5 years is False"
"not enrolled, high school degree","biological mother, marital status unknown","never married, not cohabiting",urban,False,False,"current education status is not enrolled, high school degree, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, no high school degree, no GED","biological mother, marital status unknown","never married, not cohabiting",urban,False,False,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
"not enrolled, some college","biological mother, marital status unknown","never married, not cohabiting",urban,False,False,"current education status is not enrolled, some college, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False"
