college02,parentrelations,married02,urbanrural,faminjail,experience02,homelessness,askgod,sex,foodstamp,hhsize97,cocaine,depression,convictedby2002,marijuana_anydrug,victim,num_weight,numberofarrestsby2002,race,height_total_inches,godhasnothingtodo,age,y_arrestedafter2002,nshot_summary_text
"not enrolled, no high school degree, no GED","biological mother, marital status unknown","never married, cohabiting",rural,False,0,False,True,male,True,5,False,most of the time,True,marijuana_anydrug,False,162,1,black,69,True,21,True,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, cohabiting, and grew up at age 12 in area is rural, and other adult family member in jail past 5 years is False, and number of jobs held in past year is 0, and homeless for 2 or more nights in past 5 years is False, and often asks God for help is True, and sex is male, and used food stamps in past year is True, and household size  as teen is 5, and used cocaine past 3 years is False, and monthly frequency of severe depression is most of the time, and number of previous convictions is True, and used any drug except cocaine past 3 years is marijuana_anydrug, and victim of violent crime past 5 years is False, and weight in pounds is 162, and number of previous arrests is 1, and race is black, and height in inches is 69, and believes God has nothing to do with me is True, and age is 21"
"not enrolled, no high school degree, no GED","biological mother, marital status unknown","never married, not cohabiting",Unknown,False,1,False,True,male,False,3,False,none of the time,True,marijuana_anydrug,False,140,4,black,64,False,19,False,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is Unknown, and other adult family member in jail past 5 years is False, and number of jobs held in past year is 1, and homeless for 2 or more nights in past 5 years is False, and often asks God for help is True, and sex is male, and used food stamps in past year is False, and household size  as teen is 3, and used cocaine past 3 years is False, and monthly frequency of severe depression is none of the time, and number of previous convictions is True, and used any drug except cocaine past 3 years is marijuana_anydrug, and victim of violent crime past 5 years is False, and weight in pounds is 140, and number of previous arrests is 4, and race is black, and height in inches is 64, and believes God has nothing to do with me is False, and age is 19"
"not enrolled, high school degree","biological mother, marital status unknown","never married, not cohabiting",urban,False,2,False,True,male,False,5,False,none of the time,False,,False,148,1,black,67,False,21,False,"current education status is not enrolled, high school degree, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False, and number of jobs held in past year is 2, and homeless for 2 or more nights in past 5 years is False, and often asks God for help is True, and sex is male, and used food stamps in past year is False, and household size  as teen is 5, and used cocaine past 3 years is False, and monthly frequency of severe depression is none of the time, and number of previous convictions is False, and used any drug except cocaine past 3 years is nan, and victim of violent crime past 5 years is False, and weight in pounds is 148, and number of previous arrests is 1, and race is black, and height in inches is 67, and believes God has nothing to do with me is False, and age is 21"
"not enrolled, no high school degree, no GED","biological mother, marital status unknown","never married, not cohabiting",rural,False,2,False,True,female,True,3,False,most of the time,True,,False,160,1,black,66,False,19,False,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is rural, and other adult family member in jail past 5 years is False, and number of jobs held in past year is 2, and homeless for 2 or more nights in past 5 years is False, and often asks God for help is True, and sex is female, and used food stamps in past year is True, and household size  as teen is 3, and used cocaine past 3 years is False, and monthly frequency of severe depression is most of the time, and number of previous convictions is True, and used any drug except cocaine past 3 years is nan, and victim of violent crime past 5 years is False, and weight in pounds is 160, and number of previous arrests is 1, and race is black, and height in inches is 66, and believes God has nothing to do with me is False, and age is 19"
"not enrolled, no high school degree, no GED","other adults, biological parent status unknown, not group quarters","never married, not cohabiting",rural,False,0,False,True,male,False,7,False,some of the time,True,marijuana_anydrug,False,195,10,black,72,False,21,True,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is other adults, biological parent status unknown, not group quarters, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is rural, and other adult family member in jail past 5 years is False, and number of jobs held in past year is 0, and homeless for 2 or more nights in past 5 years is False, and often asks God for help is True, and sex is male, and used food stamps in past year is False, and household size  as teen is 7, and used cocaine past 3 years is False, and monthly frequency of severe depression is some of the time, and number of previous convictions is True, and used any drug except cocaine past 3 years is marijuana_anydrug, and victim of violent crime past 5 years is False, and weight in pounds is 195, and number of previous arrests is 10, and race is black, and height in inches is 72, and believes God has nothing to do with me is False, and age is 21"
"not enrolled, high school degree","other adults, biological parent status unknown, not group quarters","never married, not cohabiting",urban,False,1,False,False,female,False,4,False,none of the time,True,,False,248,1,black,65,True,21,False,"current education status is not enrolled, high school degree, and relationship at age 12 with parent figure(s) or guardian(s) is other adults, biological parent status unknown, not group quarters, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False, and number of jobs held in past year is 1, and homeless for 2 or more nights in past 5 years is False, and often asks God for help is False, and sex is female, and used food stamps in past year is False, and household size  as teen is 4, and used cocaine past 3 years is False, and monthly frequency of severe depression is none of the time, and number of previous convictions is True, and used any drug except cocaine past 3 years is nan, and victim of violent crime past 5 years is False, and weight in pounds is 248, and number of previous arrests is 1, and race is black, and height in inches is 65, and believes God has nothing to do with me is True, and age is 21"
"not enrolled, no high school degree, no GED","biological mother, other parent present","never married, cohabiting",rural,False,2,False,True,male,False,6,False,none of the time,False,marijuana_anydrug,False,180,1,black,73,True,21,False,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, other parent present, and current marriage status is never married, cohabiting, and grew up at age 12 in area is rural, and other adult family member in jail past 5 years is False, and number of jobs held in past year is 2, and homeless for 2 or more nights in past 5 years is False, and often asks God for help is True, and sex is male, and used food stamps in past year is False, and household size  as teen is 6, and used cocaine past 3 years is False, and monthly frequency of severe depression is none of the time, and number of previous convictions is False, and used any drug except cocaine past 3 years is marijuana_anydrug, and victim of violent crime past 5 years is False, and weight in pounds is 180, and number of previous arrests is 1, and race is black, and height in inches is 73, and believes God has nothing to do with me is True, and age is 21"
"not enrolled, no high school degree, no GED","biological mother, marital status unknown","never married, not cohabiting",rural,False,1,False,True,male,False,3,False,all of the time,False,,False,198,3,black,67,True,20,True,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is rural, and other adult family member in jail past 5 years is False, and number of jobs held in past year is 1, and homeless for 2 or more nights in past 5 years is False, and often asks God for help is True, and sex is male, and used food stamps in past year is False, and household size  as teen is 3, and used cocaine past 3 years is False, and monthly frequency of severe depression is all of the time, and number of previous convictions is False, and used any drug except cocaine past 3 years is nan, and victim of violent crime past 5 years is False, and weight in pounds is 198, and number of previous arrests is 3, and race is black, and height in inches is 67, and believes God has nothing to do with me is True, and age is 20"
"not enrolled, some college","biological mother, marital status unknown","never married, not cohabiting",urban,False,1,False,True,male,False,6,False,none of the time,True,,False,191,1,black,74,False,21,False,"current education status is not enrolled, some college, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False, and number of jobs held in past year is 1, and homeless for 2 or more nights in past 5 years is False, and often asks God for help is True, and sex is male, and used food stamps in past year is False, and household size  as teen is 6, and used cocaine past 3 years is False, and monthly frequency of severe depression is none of the time, and number of previous convictions is True, and used any drug except cocaine past 3 years is nan, and victim of violent crime past 5 years is False, and weight in pounds is 191, and number of previous arrests is 1, and race is black, and height in inches is 74, and believes God has nothing to do with me is False, and age is 21"
"not enrolled, no high school degree, no GED","other adults, biological parent status unknown, not group quarters","never married, not cohabiting",Unknown,False,2,False,True,male,False,6,False,none of the time,True,,False,180,1,black,74,False,21,False,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is other adults, biological parent status unknown, not group quarters, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is Unknown, and other adult family member in jail past 5 years is False, and number of jobs held in past year is 2, and homeless for 2 or more nights in past 5 years is False, and often asks God for help is True, and sex is male, and used food stamps in past year is False, and household size  as teen is 6, and used cocaine past 3 years is False, and monthly frequency of severe depression is none of the time, and number of previous convictions is True, and used any drug except cocaine past 3 years is nan, and victim of violent crime past 5 years is False, and weight in pounds is 180, and number of previous arrests is 1, and race is black, and height in inches is 74, and believes God has nothing to do with me is False, and age is 21"
"not enrolled, no high school degree, no GED","biological mother, other parent present","never married, not cohabiting",Unknown,False,2,False,True,male,False,4,False,none of the time,False,marijuana_anydrug,True,145,1,black,80,False,21,True,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, other parent present, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is Unknown, and other adult family member in jail past 5 years is False, and number of jobs held in past year is 2, and homeless for 2 or more nights in past 5 years is False, and often asks God for help is True, and sex is male, and used food stamps in past year is False, and household size  as teen is 4, and used cocaine past 3 years is False, and monthly frequency of severe depression is none of the time, and number of previous convictions is False, and used any drug except cocaine past 3 years is marijuana_anydrug, and victim of violent crime past 5 years is True, and weight in pounds is 145, and number of previous arrests is 1, and race is black, and height in inches is 80, and believes God has nothing to do with me is False, and age is 21"
"not enrolled, high school degree","biological mother, marital status unknown","never married, not cohabiting",urban,False,1,False,True,male,False,8,False,none of the time,True,,False,345,1,black,74,False,22,False,"current education status is not enrolled, high school degree, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False, and number of jobs held in past year is 1, and homeless for 2 or more nights in past 5 years is False, and often asks God for help is True, and sex is male, and used food stamps in past year is False, and household size  as teen is 8, and used cocaine past 3 years is False, and monthly frequency of severe depression is none of the time, and number of previous convictions is True, and used any drug except cocaine past 3 years is nan, and victim of violent crime past 5 years is False, and weight in pounds is 345, and number of previous arrests is 1, and race is black, and height in inches is 74, and believes God has nothing to do with me is False, and age is 22"
"not enrolled, no high school degree, no GED","other adults, biological parent status unknown, not group quarters","never married, not cohabiting",urban,False,0,False,True,male,False,3,True,some of the time,False,marijuana_anydrug,False,185,1,black,69,True,22,True,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is other adults, biological parent status unknown, not group quarters, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False, and number of jobs held in past year is 0, and homeless for 2 or more nights in past 5 years is False, and often asks God for help is True, and sex is male, and used food stamps in past year is False, and household size  as teen is 3, and used cocaine past 3 years is True, and monthly frequency of severe depression is some of the time, and number of previous convictions is False, and used any drug except cocaine past 3 years is marijuana_anydrug, and victim of violent crime past 5 years is False, and weight in pounds is 185, and number of previous arrests is 1, and race is black, and height in inches is 69, and believes God has nothing to do with me is True, and age is 22"
"not enrolled, GED","biological mother, marital status unknown","never married, not cohabiting",Unknown,False,0,False,True,female,False,3,True,all of the time,True,marijuana_anydrug,False,130,2,black,64,True,20,False,"current education status is not enrolled, GED, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is Unknown, and other adult family member in jail past 5 years is False, and number of jobs held in past year is 0, and homeless for 2 or more nights in past 5 years is False, and often asks God for help is True, and sex is female, and used food stamps in past year is False, and household size  as teen is 3, and used cocaine past 3 years is True, and monthly frequency of severe depression is all of the time, and number of previous convictions is True, and used any drug except cocaine past 3 years is marijuana_anydrug, and victim of violent crime past 5 years is False, and weight in pounds is 130, and number of previous arrests is 2, and race is black, and height in inches is 64, and believes God has nothing to do with me is True, and age is 20"
"not enrolled, GED","biological mother, marital status unknown","never married, not cohabiting",Unknown,False,0,False,True,female,False,3,False,some of the time,False,marijuana_anydrug,False,110,1,black,66,False,18,False,"current education status is not enrolled, GED, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is Unknown, and other adult family member in jail past 5 years is False, and number of jobs held in past year is 0, and homeless for 2 or more nights in past 5 years is False, and often asks God for help is True, and sex is female, and used food stamps in past year is False, and household size  as teen is 3, and used cocaine past 3 years is False, and monthly frequency of severe depression is some of the time, and number of previous convictions is False, and used any drug except cocaine past 3 years is marijuana_anydrug, and victim of violent crime past 5 years is False, and weight in pounds is 110, and number of previous arrests is 1, and race is black, and height in inches is 66, and believes God has nothing to do with me is False, and age is 18"
"enrolled in grades 1-12, not a high school graduate","biological mother, marital status unknown","never married, not cohabiting",urban,False,0,False,True,male,False,3,False,none of the time,False,marijuana_anydrug,False,167,1,black,71,False,18,True,"current education status is enrolled in grades 1-12, not a high school graduate, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False, and number of jobs held in past year is 0, and homeless for 2 or more nights in past 5 years is False, and often asks God for help is True, and sex is male, and used food stamps in past year is False, and household size  as teen is 3, and used cocaine past 3 years is False, and monthly frequency of severe depression is none of the time, and number of previous convictions is False, and used any drug except cocaine past 3 years is marijuana_anydrug, and victim of violent crime past 5 years is False, and weight in pounds is 167, and number of previous arrests is 1, and race is black, and height in inches is 71, and believes God has nothing to do with me is False, and age is 18"
"not enrolled, no high school degree, no GED","biological mother, marital status unknown","never married, cohabiting",Unknown,True,0,False,True,female,True,6,False,none of the time,True,marijuana_anydrug,False,132,12,hispanic,64,True,20,False,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, cohabiting, and grew up at age 12 in area is Unknown, and other adult family member in jail past 5 years is True, and number of jobs held in past year is 0, and homeless for 2 or more nights in past 5 years is False, and often asks God for help is True, and sex is female, and used food stamps in past year is True, and household size  as teen is 6, and used cocaine past 3 years is False, and monthly frequency of severe depression is none of the time, and number of previous convictions is True, and used any drug except cocaine past 3 years is marijuana_anydrug, and victim of violent crime past 5 years is False, and weight in pounds is 132, and number of previous arrests is 12, and race is hispanic, and height in inches is 64, and believes God has nothing to do with me is True, and age is 20"
"not enrolled, no high school degree, no GED","biological mother, marital status unknown","never married, not cohabiting",urban,False,0,False,True,male,False,6,False,none of the time,True,,False,142,9,hispanic,67,False,19,True,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False, and number of jobs held in past year is 0, and homeless for 2 or more nights in past 5 years is False, and often asks God for help is True, and sex is male, and used food stamps in past year is False, and household size  as teen is 6, and used cocaine past 3 years is False, and monthly frequency of severe depression is none of the time, and number of previous convictions is True, and used any drug except cocaine past 3 years is nan, and victim of violent crime past 5 years is False, and weight in pounds is 142, and number of previous arrests is 9, and race is hispanic, and height in inches is 67, and believes God has nothing to do with me is False, and age is 19"
"not enrolled, no high school degree, no GED","biological mother, marital status unknown","never married, not cohabiting",urban,False,3,False,True,male,False,6,False,some of the time,True,marijuana_anydrug,False,170,1,hispanic,73,False,18,True,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False, and number of jobs held in past year is 3, and homeless for 2 or more nights in past 5 years is False, and often asks God for help is True, and sex is male, and used food stamps in past year is False, and household size  as teen is 6, and used cocaine past 3 years is False, and monthly frequency of severe depression is some of the time, and number of previous convictions is True, and used any drug except cocaine past 3 years is marijuana_anydrug, and victim of violent crime past 5 years is False, and weight in pounds is 170, and number of previous arrests is 1, and race is hispanic, and height in inches is 73, and believes God has nothing to do with me is False, and age is 18"
"enrolled in grades 1-12, not a high school graduate",Unknown,"never married, not cohabiting",Unknown,False,1,False,True,male,False,5,False,most of the time,False,,False,140,1,black,75,True,18,False,"current education status is enrolled in grades 1-12, not a high school graduate, and relationship at age 12 with parent figure(s) or guardian(s) is Unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is Unknown, and other adult family member in jail past 5 years is False, and number of jobs held in past year is 1, and homeless for 2 or more nights in past 5 years is False, and often asks God for help is True, and sex is male, and used food stamps in past year is False, and household size  as teen is 5, and used cocaine past 3 years is False, and monthly frequency of severe depression is most of the time, and number of previous convictions is False, and used any drug except cocaine past 3 years is nan, and victim of violent crime past 5 years is False, and weight in pounds is 140, and number of previous arrests is 1, and race is black, and height in inches is 75, and believes God has nothing to do with me is True, and age is 18"
"not enrolled, high school degree","biological dad, marital status unknown","never married, not cohabiting",urban,False,2,False,False,male,False,3,False,none of the time,False,,False,168,1,hispanic,71,True,21,False,"current education status is not enrolled, high school degree, and relationship at age 12 with parent figure(s) or guardian(s) is biological dad, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False, and number of jobs held in past year is 2, and homeless for 2 or more nights in past 5 years is False, and often asks God for help is False, and sex is male, and used food stamps in past year is False, and household size  as teen is 3, and used cocaine past 3 years is False, and monthly frequency of severe depression is none of the time, and number of previous convictions is False, and used any drug except cocaine past 3 years is nan, and victim of violent crime past 5 years is False, and weight in pounds is 168, and number of previous arrests is 1, and race is hispanic, and height in inches is 71, and believes God has nothing to do with me is True, and age is 21"
"not enrolled, some college","biological dad, marital status unknown","never married, not cohabiting",urban,True,0,False,True,female,False,5,False,some of the time,False,,False,210,1,black,70,False,22,True,"current education status is not enrolled, some college, and relationship at age 12 with parent figure(s) or guardian(s) is biological dad, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is True, and number of jobs held in past year is 0, and homeless for 2 or more nights in past 5 years is False, and often asks God for help is True, and sex is female, and used food stamps in past year is False, and household size  as teen is 5, and used cocaine past 3 years is False, and monthly frequency of severe depression is some of the time, and number of previous convictions is False, and used any drug except cocaine past 3 years is nan, and victim of violent crime past 5 years is False, and weight in pounds is 210, and number of previous arrests is 1, and race is black, and height in inches is 70, and believes God has nothing to do with me is False, and age is 22"
"not enrolled, high school degree","biological mother, marital status unknown","never married, not cohabiting",Unknown,False,2,False,True,female,False,3,False,none of the time,True,,False,237,1,black,71,False,22,False,"current education status is not enrolled, high school degree, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is Unknown, and other adult family member in jail past 5 years is False, and number of jobs held in past year is 2, and homeless for 2 or more nights in past 5 years is False, and often asks God for help is True, and sex is female, and used food stamps in past year is False, and household size  as teen is 3, and used cocaine past 3 years is False, and monthly frequency of severe depression is none of the time, and number of previous convictions is True, and used any drug except cocaine past 3 years is nan, and victim of violent crime past 5 years is False, and weight in pounds is 237, and number of previous arrests is 1, and race is black, and height in inches is 71, and believes God has nothing to do with me is False, and age is 22"
"not enrolled, GED","biological father, other parent present","never married, not cohabiting",urban,False,3,False,True,male,False,3,False,none of the time,True,marijuana_anydrug,False,162,8,black,57,False,22,False,"current education status is not enrolled, GED, and relationship at age 12 with parent figure(s) or guardian(s) is biological father, other parent present, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False, and number of jobs held in past year is 3, and homeless for 2 or more nights in past 5 years is False, and often asks God for help is True, and sex is male, and used food stamps in past year is False, and household size  as teen is 3, and used cocaine past 3 years is False, and monthly frequency of severe depression is none of the time, and number of previous convictions is True, and used any drug except cocaine past 3 years is marijuana_anydrug, and victim of violent crime past 5 years is False, and weight in pounds is 162, and number of previous arrests is 8, and race is black, and height in inches is 57, and believes God has nothing to do with me is False, and age is 22"
"not enrolled, no high school degree, no GED",both biological parents,"never married, not cohabiting",urban,False,1,False,True,female,False,6,True,some of the time,False,marijuana_anydrug,False,137,2,hispanic,62,False,19,False,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False, and number of jobs held in past year is 1, and homeless for 2 or more nights in past 5 years is False, and often asks God for help is True, and sex is female, and used food stamps in past year is False, and household size  as teen is 6, and used cocaine past 3 years is True, and monthly frequency of severe depression is some of the time, and number of previous convictions is False, and used any drug except cocaine past 3 years is marijuana_anydrug, and victim of violent crime past 5 years is False, and weight in pounds is 137, and number of previous arrests is 2, and race is hispanic, and height in inches is 62, and believes God has nothing to do with me is False, and age is 19"
"not enrolled, no high school degree, no GED","other adults, biological parent status unknown, not group quarters","never married, not cohabiting",urban,False,5,False,True,male,False,3,False,some of the time,False,marijuana_anydrug,False,160,1,hispanic,71,False,19,False,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is other adults, biological parent status unknown, not group quarters, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False, and number of jobs held in past year is 5, and homeless for 2 or more nights in past 5 years is False, and often asks God for help is True, and sex is male, and used food stamps in past year is False, and household size  as teen is 3, and used cocaine past 3 years is False, and monthly frequency of severe depression is some of the time, and number of previous convictions is False, and used any drug except cocaine past 3 years is marijuana_anydrug, and victim of violent crime past 5 years is False, and weight in pounds is 160, and number of previous arrests is 1, and race is hispanic, and height in inches is 71, and believes God has nothing to do with me is False, and age is 19"
"not enrolled, no high school degree, no GED","biological mother, marital status unknown","never married, not cohabiting",urban,True,0,True,False,male,False,6,True,most of the time,True,marijuana_anydrug,False,165,8,hispanic,70,True,22,True,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is True, and number of jobs held in past year is 0, and homeless for 2 or more nights in past 5 years is True, and often asks God for help is False, and sex is male, and used food stamps in past year is False, and household size  as teen is 6, and used cocaine past 3 years is True, and monthly frequency of severe depression is most of the time, and number of previous convictions is True, and used any drug except cocaine past 3 years is marijuana_anydrug, and victim of violent crime past 5 years is False, and weight in pounds is 165, and number of previous arrests is 8, and race is hispanic, and height in inches is 70, and believes God has nothing to do with me is True, and age is 22"
"not enrolled, no high school degree, no GED","biological mother, marital status unknown","never married, not cohabiting",urban,False,2,False,True,male,False,6,False,none of the time,True,marijuana_anydrug,False,162,1,hispanic,69,True,21,False,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False, and number of jobs held in past year is 2, and homeless for 2 or more nights in past 5 years is False, and often asks God for help is True, and sex is male, and used food stamps in past year is False, and household size  as teen is 6, and used cocaine past 3 years is False, and monthly frequency of severe depression is none of the time, and number of previous convictions is True, and used any drug except cocaine past 3 years is marijuana_anydrug, and victim of violent crime past 5 years is False, and weight in pounds is 162, and number of previous arrests is 1, and race is hispanic, and height in inches is 69, and believes God has nothing to do with me is True, and age is 21"
"not enrolled, no high school degree, no GED","biological mother, marital status unknown","never married, not cohabiting",urban,False,0,False,True,male,False,4,True,none of the time,True,marijuana_anydrug,False,240,1,hispanic,73,False,21,True,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False, and number of jobs held in past year is 0, and homeless for 2 or more nights in past 5 years is False, and often asks God for help is True, and sex is male, and used food stamps in past year is False, and household size  as teen is 4, and used cocaine past 3 years is True, and monthly frequency of severe depression is none of the time, and number of previous convictions is True, and used any drug except cocaine past 3 years is marijuana_anydrug, and victim of violent crime past 5 years is False, and weight in pounds is 240, and number of previous arrests is 1, and race is hispanic, and height in inches is 73, and believes God has nothing to do with me is False, and age is 21"
"not enrolled, no high school degree, no GED",Unknown,"never married, not cohabiting",Unknown,False,2,False,False,male,False,3,False,none of the time,True,marijuana_anydrug,False,220,2,hispanic,75,True,22,False,"current education status is not enrolled, no high school degree, no GED, and relationship at age 12 with parent figure(s) or guardian(s) is Unknown, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is Unknown, and other adult family member in jail past 5 years is False, and number of jobs held in past year is 2, and homeless for 2 or more nights in past 5 years is False, and often asks God for help is False, and sex is male, and used food stamps in past year is False, and household size  as teen is 3, and used cocaine past 3 years is False, and monthly frequency of severe depression is none of the time, and number of previous convictions is True, and used any drug except cocaine past 3 years is marijuana_anydrug, and victim of violent crime past 5 years is False, and weight in pounds is 220, and number of previous arrests is 2, and race is hispanic, and height in inches is 75, and believes God has nothing to do with me is True, and age is 22"
"not enrolled, high school degree",both biological parents,"never married, not cohabiting",urban,False,2,False,True,male,False,4,False,none of the time,False,,False,160,1,hispanic,66,False,21,False,"current education status is not enrolled, high school degree, and relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False, and number of jobs held in past year is 2, and homeless for 2 or more nights in past 5 years is False, and often asks God for help is True, and sex is male, and used food stamps in past year is False, and household size  as teen is 4, and used cocaine past 3 years is False, and monthly frequency of severe depression is none of the time, and number of previous convictions is False, and used any drug except cocaine past 3 years is nan, and victim of violent crime past 5 years is False, and weight in pounds is 160, and number of previous arrests is 1, and race is hispanic, and height in inches is 66, and believes God has nothing to do with me is False, and age is 21"
"not enrolled, some college","other adults, biological parent status unknown, not group quarters","never married, not cohabiting",Unknown,False,4,False,True,female,True,9,False,some of the time,False,marijuana_anydrug,False,160,1,hispanic,64,False,22,False,"current education status is not enrolled, some college, and relationship at age 12 with parent figure(s) or guardian(s) is other adults, biological parent status unknown, not group quarters, and current marriage status is never married, not cohabiting, and grew up at age 12 in area is Unknown, and other adult family member in jail past 5 years is False, and number of jobs held in past year is 4, and homeless for 2 or more nights in past 5 years is False, and often asks God for help is True, and sex is female, and used food stamps in past year is True, and household size  as teen is 9, and used cocaine past 3 years is False, and monthly frequency of severe depression is some of the time, and number of previous convictions is False, and used any drug except cocaine past 3 years is marijuana_anydrug, and victim of violent crime past 5 years is False, and weight in pounds is 160, and number of previous arrests is 1, and race is hispanic, and height in inches is 64, and believes God has nothing to do with me is False, and age is 22"
enrolled in a 4-year college,adoptive parent(s),"never married, cohabiting",urban,False,4,False,True,male,False,5,False,none of the time,False,marijuana_anydrug,True,202,2,hispanic,70,False,21,False,"current education status is enrolled in a 4-year college, and relationship at age 12 with parent figure(s) or guardian(s) is adoptive parent(s), and current marriage status is never married, cohabiting, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False, and number of jobs held in past year is 4, and homeless for 2 or more nights in past 5 years is False, and often asks God for help is True, and sex is male, and used food stamps in past year is False, and household size  as teen is 5, and used cocaine past 3 years is False, and monthly frequency of severe depression is none of the time, and number of previous convictions is False, and used any drug except cocaine past 3 years is marijuana_anydrug, and victim of violent crime past 5 years is True, and weight in pounds is 202, and number of previous arrests is 2, and race is hispanic, and height in inches is 70, and believes God has nothing to do with me is False, and age is 21"
