parentrelations,college02,married02,race,depression,marijuana_anydrug,homelessness,sex,urbanrural,faminjail,numberofarrestsby2002,godhasnothingtodo,experience02,hhsize97,cocaine,victim,foodstamp,num_weight,height_total_inches,age,askgod,convictedby2002,y_arrestedafter2002,nshot_summary_text
both biological parents,enrolled in a 4-year college,"never married, not cohabiting",black,none of the time,marijuana_anydrug,False,male,urban,False,1,False,4,4,False,False,False,185,74,20,False,True,False,"relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and current education status is enrolled in a 4-year college, and current marriage status is never married, not cohabiting, and race is black, and monthly frequency of severe depression is none of the time, and used any drug except cocaine past 3 years is marijuana_anydrug, and homeless for 2 or more nights in past 5 years is False, and sex is male, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False, and number of previous arrests is 1, and believes God has nothing to do with me is False, and number of jobs held in past year is 4, and household size  as teen is 4, and used cocaine past 3 years is False, and victim of violent crime past 5 years is False, and used food stamps in past year is False, and weight in pounds is 185, and height in inches is 74, and age is 20, and often asks God for help is False, and number of previous convictions is True"
"biological mother, marital status unknown","not enrolled, some college","never married, not cohabiting",hispanic,some of the time,marijuana_anydrug,True,female,urban,False,1,False,1,5,True,True,True,300,66,19,True,False,True,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, some college, and current marriage status is never married, not cohabiting, and race is hispanic, and monthly frequency of severe depression is some of the time, and used any drug except cocaine past 3 years is marijuana_anydrug, and homeless for 2 or more nights in past 5 years is True, and sex is female, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False, and number of previous arrests is 1, and believes God has nothing to do with me is False, and number of jobs held in past year is 1, and household size  as teen is 5, and used cocaine past 3 years is True, and victim of violent crime past 5 years is True, and used food stamps in past year is True, and weight in pounds is 300, and height in inches is 66, and age is 19, and often asks God for help is True, and number of previous convictions is False"
"biological mother, marital status unknown",enrolled in a 2-year college,"never married, cohabiting",hispanic,none of the time,marijuana_anydrug,False,male,Unknown,True,7,False,1,4,False,True,False,215,74,21,False,False,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is enrolled in a 2-year college, and current marriage status is never married, cohabiting, and race is hispanic, and monthly frequency of severe depression is none of the time, and used any drug except cocaine past 3 years is marijuana_anydrug, and homeless for 2 or more nights in past 5 years is False, and sex is male, and grew up at age 12 in area is Unknown, and other adult family member in jail past 5 years is True, and number of previous arrests is 7, and believes God has nothing to do with me is False, and number of jobs held in past year is 1, and household size  as teen is 4, and used cocaine past 3 years is False, and victim of violent crime past 5 years is True, and used food stamps in past year is False, and weight in pounds is 215, and height in inches is 74, and age is 21, and often asks God for help is False, and number of previous convictions is False"
"biological mother, marital status unknown",enrolled in a 4-year college,"never married, not cohabiting",hispanic,some of the time,marijuana_anydrug,False,male,urban,False,1,True,1,4,False,False,False,205,72,18,True,False,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is enrolled in a 4-year college, and current marriage status is never married, not cohabiting, and race is hispanic, and monthly frequency of severe depression is some of the time, and used any drug except cocaine past 3 years is marijuana_anydrug, and homeless for 2 or more nights in past 5 years is False, and sex is male, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False, and number of previous arrests is 1, and believes God has nothing to do with me is True, and number of jobs held in past year is 1, and household size  as teen is 4, and used cocaine past 3 years is False, and victim of violent crime past 5 years is False, and used food stamps in past year is False, and weight in pounds is 205, and height in inches is 72, and age is 18, and often asks God for help is True, and number of previous convictions is False"
"biological mother, marital status unknown","not enrolled, high school degree","never married, cohabiting",hispanic,none of the time,marijuana_anydrug,False,male,urban,False,1,True,3,4,False,False,True,155,66,18,True,True,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, high school degree, and current marriage status is never married, cohabiting, and race is hispanic, and monthly frequency of severe depression is none of the time, and used any drug except cocaine past 3 years is marijuana_anydrug, and homeless for 2 or more nights in past 5 years is False, and sex is male, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False, and number of previous arrests is 1, and believes God has nothing to do with me is True, and number of jobs held in past year is 3, and household size  as teen is 4, and used cocaine past 3 years is False, and victim of violent crime past 5 years is False, and used food stamps in past year is True, and weight in pounds is 155, and height in inches is 66, and age is 18, and often asks God for help is True, and number of previous convictions is True"
"other adults, biological parent status unknown, not group quarters","not enrolled, high school degree","never married, not cohabiting",hispanic,some of the time,marijuana_anydrug,False,male,urban,False,1,True,4,4,False,False,False,160,66,22,False,True,False,"relationship at age 12 with parent figure(s) or guardian(s) is other adults, biological parent status unknown, not group quarters, and current education status is not enrolled, high school degree, and current marriage status is never married, not cohabiting, and race is hispanic, and monthly frequency of severe depression is some of the time, and used any drug except cocaine past 3 years is marijuana_anydrug, and homeless for 2 or more nights in past 5 years is False, and sex is male, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False, and number of previous arrests is 1, and believes God has nothing to do with me is True, and number of jobs held in past year is 4, and household size  as teen is 4, and used cocaine past 3 years is False, and victim of violent crime past 5 years is False, and used food stamps in past year is False, and weight in pounds is 160, and height in inches is 66, and age is 22, and often asks God for help is False, and number of previous convictions is True"
"other adults, biological parent status unknown, not group quarters","not enrolled, high school degree","never married, cohabiting",hispanic,none of the time,marijuana_anydrug,False,female,urban,False,1,True,1,4,True,False,False,137,65,20,False,False,True,"relationship at age 12 with parent figure(s) or guardian(s) is other adults, biological parent status unknown, not group quarters, and current education status is not enrolled, high school degree, and current marriage status is never married, cohabiting, and race is hispanic, and monthly frequency of severe depression is none of the time, and used any drug except cocaine past 3 years is marijuana_anydrug, and homeless for 2 or more nights in past 5 years is False, and sex is female, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False, and number of previous arrests is 1, and believes God has nothing to do with me is True, and number of jobs held in past year is 1, and household size  as teen is 4, and used cocaine past 3 years is True, and victim of violent crime past 5 years is False, and used food stamps in past year is False, and weight in pounds is 137, and height in inches is 65, and age is 20, and often asks God for help is False, and number of previous convictions is False"
"biological mother, marital status unknown","not enrolled, no high school degree, no GED","never married, cohabiting",hispanic,none of the time,marijuana_anydrug,False,male,urban,False,1,False,1,3,False,False,False,140,68,18,True,False,True,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, no high school degree, no GED, and current marriage status is never married, cohabiting, and race is hispanic, and monthly frequency of severe depression is none of the time, and used any drug except cocaine past 3 years is marijuana_anydrug, and homeless for 2 or more nights in past 5 years is False, and sex is male, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False, and number of previous arrests is 1, and believes God has nothing to do with me is False, and number of jobs held in past year is 1, and household size  as teen is 3, and used cocaine past 3 years is False, and victim of violent crime past 5 years is False, and used food stamps in past year is False, and weight in pounds is 140, and height in inches is 68, and age is 18, and often asks God for help is True, and number of previous convictions is False"
both biological parents,"not enrolled, high school degree","married, spouse present",hispanic,none of the time,,False,male,urban,False,2,False,1,5,False,False,False,230,74,20,True,True,False,"relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and current education status is not enrolled, high school degree, and current marriage status is married, spouse present, and race is hispanic, and monthly frequency of severe depression is none of the time, and used any drug except cocaine past 3 years is nan, and homeless for 2 or more nights in past 5 years is False, and sex is male, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False, and number of previous arrests is 2, and believes God has nothing to do with me is False, and number of jobs held in past year is 1, and household size  as teen is 5, and used cocaine past 3 years is False, and victim of violent crime past 5 years is False, and used food stamps in past year is False, and weight in pounds is 230, and height in inches is 74, and age is 20, and often asks God for help is True, and number of previous convictions is True"
"biological mother, marital status unknown","not enrolled, some college","never married, not cohabiting",hispanic,none of the time,marijuana_anydrug,False,female,Unknown,False,4,True,2,4,True,False,False,135,61,21,True,True,True,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, some college, and current marriage status is never married, not cohabiting, and race is hispanic, and monthly frequency of severe depression is none of the time, and used any drug except cocaine past 3 years is marijuana_anydrug, and homeless for 2 or more nights in past 5 years is False, and sex is female, and grew up at age 12 in area is Unknown, and other adult family member in jail past 5 years is False, and number of previous arrests is 4, and believes God has nothing to do with me is True, and number of jobs held in past year is 2, and household size  as teen is 4, and used cocaine past 3 years is True, and victim of violent crime past 5 years is False, and used food stamps in past year is False, and weight in pounds is 135, and height in inches is 61, and age is 21, and often asks God for help is True, and number of previous convictions is True"
adoptive parent(s),"not enrolled, high school degree","never married, not cohabiting",black,some of the time,marijuana_anydrug,False,male,urban,False,4,True,1,4,False,False,False,162,68,19,True,True,False,"relationship at age 12 with parent figure(s) or guardian(s) is adoptive parent(s), and current education status is not enrolled, high school degree, and current marriage status is never married, not cohabiting, and race is black, and monthly frequency of severe depression is some of the time, and used any drug except cocaine past 3 years is marijuana_anydrug, and homeless for 2 or more nights in past 5 years is False, and sex is male, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False, and number of previous arrests is 4, and believes God has nothing to do with me is True, and number of jobs held in past year is 1, and household size  as teen is 4, and used cocaine past 3 years is False, and victim of violent crime past 5 years is False, and used food stamps in past year is False, and weight in pounds is 162, and height in inches is 68, and age is 19, and often asks God for help is True, and number of previous convictions is True"
both biological parents,"not enrolled, no high school degree, no GED","never married, not cohabiting",black,none of the time,marijuana_anydrug,False,male,urban,False,6,True,1,7,True,False,False,162,67,20,True,True,False,"relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and current education status is not enrolled, no high school degree, no GED, and current marriage status is never married, not cohabiting, and race is black, and monthly frequency of severe depression is none of the time, and used any drug except cocaine past 3 years is marijuana_anydrug, and homeless for 2 or more nights in past 5 years is False, and sex is male, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False, and number of previous arrests is 6, and believes God has nothing to do with me is True, and number of jobs held in past year is 1, and household size  as teen is 7, and used cocaine past 3 years is True, and victim of violent crime past 5 years is False, and used food stamps in past year is False, and weight in pounds is 162, and height in inches is 67, and age is 20, and often asks God for help is True, and number of previous convictions is True"
"biological dad, marital status unknown","enrolled in grades 1-12, not a high school graduate","never married, cohabiting",black,most of the time,marijuana_anydrug,False,male,urban,False,5,False,0,4,False,False,True,145,65,21,True,True,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological dad, marital status unknown, and current education status is enrolled in grades 1-12, not a high school graduate, and current marriage status is never married, cohabiting, and race is black, and monthly frequency of severe depression is most of the time, and used any drug except cocaine past 3 years is marijuana_anydrug, and homeless for 2 or more nights in past 5 years is False, and sex is male, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False, and number of previous arrests is 5, and believes God has nothing to do with me is False, and number of jobs held in past year is 0, and household size  as teen is 4, and used cocaine past 3 years is False, and victim of violent crime past 5 years is False, and used food stamps in past year is True, and weight in pounds is 145, and height in inches is 65, and age is 21, and often asks God for help is True, and number of previous convictions is True"
"biological mother, marital status unknown","not enrolled, no high school degree, no GED","never married, cohabiting",black,most of the time,,False,male,urban,False,2,False,0,4,False,False,False,162,70,22,True,True,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, no high school degree, no GED, and current marriage status is never married, cohabiting, and race is black, and monthly frequency of severe depression is most of the time, and used any drug except cocaine past 3 years is nan, and homeless for 2 or more nights in past 5 years is False, and sex is male, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False, and number of previous arrests is 2, and believes God has nothing to do with me is False, and number of jobs held in past year is 0, and household size  as teen is 4, and used cocaine past 3 years is False, and victim of violent crime past 5 years is False, and used food stamps in past year is False, and weight in pounds is 162, and height in inches is 70, and age is 22, and often asks God for help is True, and number of previous convictions is True"
"biological mother, marital status unknown","not enrolled, no high school degree, no GED","never married, not cohabiting",black,none of the time,marijuana_anydrug,False,male,urban,False,1,False,0,4,False,False,False,134,67,20,True,True,True,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, no high school degree, no GED, and current marriage status is never married, not cohabiting, and race is black, and monthly frequency of severe depression is none of the time, and used any drug except cocaine past 3 years is marijuana_anydrug, and homeless for 2 or more nights in past 5 years is False, and sex is male, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False, and number of previous arrests is 1, and believes God has nothing to do with me is False, and number of jobs held in past year is 0, and household size  as teen is 4, and used cocaine past 3 years is False, and victim of violent crime past 5 years is False, and used food stamps in past year is False, and weight in pounds is 134, and height in inches is 67, and age is 20, and often asks God for help is True, and number of previous convictions is True"
adoptive parent(s),"not enrolled, high school degree","never married, not cohabiting",black,none of the time,,False,male,urban,False,13,True,3,3,False,False,False,160,66,20,True,True,False,"relationship at age 12 with parent figure(s) or guardian(s) is adoptive parent(s), and current education status is not enrolled, high school degree, and current marriage status is never married, not cohabiting, and race is black, and monthly frequency of severe depression is none of the time, and used any drug except cocaine past 3 years is nan, and homeless for 2 or more nights in past 5 years is False, and sex is male, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False, and number of previous arrests is 13, and believes God has nothing to do with me is True, and number of jobs held in past year is 3, and household size  as teen is 3, and used cocaine past 3 years is False, and victim of violent crime past 5 years is False, and used food stamps in past year is False, and weight in pounds is 160, and height in inches is 66, and age is 20, and often asks God for help is True, and number of previous convictions is True"
Unknown,"not enrolled, GED","never married, not cohabiting",black,none of the time,marijuana_anydrug,True,male,Unknown,True,1,False,0,4,False,False,False,155,70,19,True,True,False,"relationship at age 12 with parent figure(s) or guardian(s) is Unknown, and current education status is not enrolled, GED, and current marriage status is never married, not cohabiting, and race is black, and monthly frequency of severe depression is none of the time, and used any drug except cocaine past 3 years is marijuana_anydrug, and homeless for 2 or more nights in past 5 years is True, and sex is male, and grew up at age 12 in area is Unknown, and other adult family member in jail past 5 years is True, and number of previous arrests is 1, and believes God has nothing to do with me is False, and number of jobs held in past year is 0, and household size  as teen is 4, and used cocaine past 3 years is False, and victim of violent crime past 5 years is False, and used food stamps in past year is False, and weight in pounds is 155, and height in inches is 70, and age is 19, and often asks God for help is True, and number of previous convictions is True"
"biological mother, marital status unknown","enrolled in grades 1-12, not a high school graduate","never married, not cohabiting",black,some of the time,,False,female,urban,False,1,False,0,4,False,False,False,158,69,18,True,False,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is enrolled in grades 1-12, not a high school graduate, and current marriage status is never married, not cohabiting, and race is black, and monthly frequency of severe depression is some of the time, and used any drug except cocaine past 3 years is nan, and homeless for 2 or more nights in past 5 years is False, and sex is female, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False, and number of previous arrests is 1, and believes God has nothing to do with me is False, and number of jobs held in past year is 0, and household size  as teen is 4, and used cocaine past 3 years is False, and victim of violent crime past 5 years is False, and used food stamps in past year is False, and weight in pounds is 158, and height in inches is 69, and age is 18, and often asks God for help is True, and number of previous convictions is False"
Unknown,"not enrolled, no high school degree, no GED","never married, not cohabiting",black,some of the time,,False,male,Unknown,False,4,True,1,4,False,False,False,145,70,18,True,True,True,"relationship at age 12 with parent figure(s) or guardian(s) is Unknown, and current education status is not enrolled, no high school degree, no GED, and current marriage status is never married, not cohabiting, and race is black, and monthly frequency of severe depression is some of the time, and used any drug except cocaine past 3 years is nan, and homeless for 2 or more nights in past 5 years is False, and sex is male, and grew up at age 12 in area is Unknown, and other adult family member in jail past 5 years is False, and number of previous arrests is 4, and believes God has nothing to do with me is True, and number of jobs held in past year is 1, and household size  as teen is 4, and used cocaine past 3 years is False, and victim of violent crime past 5 years is False, and used food stamps in past year is False, and weight in pounds is 145, and height in inches is 70, and age is 18, and often asks God for help is True, and number of previous convictions is True"
"biological mother, marital status unknown","not enrolled, high school degree","never married, cohabiting",black,some of the time,marijuana_anydrug,False,male,urban,True,11,False,1,6,False,False,True,187,74,18,True,True,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, high school degree, and current marriage status is never married, cohabiting, and race is black, and monthly frequency of severe depression is some of the time, and used any drug except cocaine past 3 years is marijuana_anydrug, and homeless for 2 or more nights in past 5 years is False, and sex is male, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is True, and number of previous arrests is 11, and believes God has nothing to do with me is False, and number of jobs held in past year is 1, and household size  as teen is 6, and used cocaine past 3 years is False, and victim of violent crime past 5 years is False, and used food stamps in past year is True, and weight in pounds is 187, and height in inches is 74, and age is 18, and often asks God for help is True, and number of previous convictions is True"
"biological mother, marital status unknown","not enrolled, no high school degree, no GED","never married, not cohabiting",black,some of the time,,False,male,urban,False,2,True,1,6,False,False,False,160,69,18,False,True,True,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, no high school degree, no GED, and current marriage status is never married, not cohabiting, and race is black, and monthly frequency of severe depression is some of the time, and used any drug except cocaine past 3 years is nan, and homeless for 2 or more nights in past 5 years is False, and sex is male, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False, and number of previous arrests is 2, and believes God has nothing to do with me is True, and number of jobs held in past year is 1, and household size  as teen is 6, and used cocaine past 3 years is False, and victim of violent crime past 5 years is False, and used food stamps in past year is False, and weight in pounds is 160, and height in inches is 69, and age is 18, and often asks God for help is False, and number of previous convictions is True"
"biological mother, marital status unknown","not enrolled, no high school degree, no GED","never married, cohabiting",hispanic,some of the time,marijuana_anydrug,False,male,urban,True,4,False,2,4,False,True,False,187,72,21,True,True,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, no high school degree, no GED, and current marriage status is never married, cohabiting, and race is hispanic, and monthly frequency of severe depression is some of the time, and used any drug except cocaine past 3 years is marijuana_anydrug, and homeless for 2 or more nights in past 5 years is False, and sex is male, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is True, and number of previous arrests is 4, and believes God has nothing to do with me is False, and number of jobs held in past year is 2, and household size  as teen is 4, and used cocaine past 3 years is False, and victim of violent crime past 5 years is True, and used food stamps in past year is False, and weight in pounds is 187, and height in inches is 72, and age is 21, and often asks God for help is True, and number of previous convictions is True"
"biological mother, other parent present","not enrolled, no high school degree, no GED","never married, not cohabiting",hispanic,some of the time,marijuana_anydrug,False,male,urban,True,1,False,3,4,False,True,False,155,71,19,True,True,True,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, other parent present, and current education status is not enrolled, no high school degree, no GED, and current marriage status is never married, not cohabiting, and race is hispanic, and monthly frequency of severe depression is some of the time, and used any drug except cocaine past 3 years is marijuana_anydrug, and homeless for 2 or more nights in past 5 years is False, and sex is male, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is True, and number of previous arrests is 1, and believes God has nothing to do with me is False, and number of jobs held in past year is 3, and household size  as teen is 4, and used cocaine past 3 years is False, and victim of violent crime past 5 years is True, and used food stamps in past year is False, and weight in pounds is 155, and height in inches is 71, and age is 19, and often asks God for help is True, and number of previous convictions is True"
Unknown,"not enrolled, high school degree","married, spouse present",hispanic,none of the time,,False,female,Unknown,False,1,False,0,3,False,False,False,153,64,22,True,False,False,"relationship at age 12 with parent figure(s) or guardian(s) is Unknown, and current education status is not enrolled, high school degree, and current marriage status is married, spouse present, and race is hispanic, and monthly frequency of severe depression is none of the time, and used any drug except cocaine past 3 years is nan, and homeless for 2 or more nights in past 5 years is False, and sex is female, and grew up at age 12 in area is Unknown, and other adult family member in jail past 5 years is False, and number of previous arrests is 1, and believes God has nothing to do with me is False, and number of jobs held in past year is 0, and household size  as teen is 3, and used cocaine past 3 years is False, and victim of violent crime past 5 years is False, and used food stamps in past year is False, and weight in pounds is 153, and height in inches is 64, and age is 22, and often asks God for help is True, and number of previous convictions is False"
"biological mother, other parent present","not enrolled, no high school degree, no GED","never married, not cohabiting",black,none of the time,marijuana_anydrug,False,male,Unknown,False,2,False,0,6,False,False,False,161,80,21,True,True,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, other parent present, and current education status is not enrolled, no high school degree, no GED, and current marriage status is never married, not cohabiting, and race is black, and monthly frequency of severe depression is none of the time, and used any drug except cocaine past 3 years is marijuana_anydrug, and homeless for 2 or more nights in past 5 years is False, and sex is male, and grew up at age 12 in area is Unknown, and other adult family member in jail past 5 years is False, and number of previous arrests is 2, and believes God has nothing to do with me is False, and number of jobs held in past year is 0, and household size  as teen is 6, and used cocaine past 3 years is False, and victim of violent crime past 5 years is False, and used food stamps in past year is False, and weight in pounds is 161, and height in inches is 80, and age is 21, and often asks God for help is True, and number of previous convictions is True"
"biological mother, marital status unknown","not enrolled, no high school degree, no GED","never married, not cohabiting",black,some of the time,,False,female,urban,False,1,False,1,3,False,True,False,120,67,18,True,False,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, no high school degree, no GED, and current marriage status is never married, not cohabiting, and race is black, and monthly frequency of severe depression is some of the time, and used any drug except cocaine past 3 years is nan, and homeless for 2 or more nights in past 5 years is False, and sex is female, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False, and number of previous arrests is 1, and believes God has nothing to do with me is False, and number of jobs held in past year is 1, and household size  as teen is 3, and used cocaine past 3 years is False, and victim of violent crime past 5 years is True, and used food stamps in past year is False, and weight in pounds is 120, and height in inches is 67, and age is 18, and often asks God for help is True, and number of previous convictions is False"
"biological mother, marital status unknown","not enrolled, high school degree","never married, not cohabiting",black,none of the time,marijuana_anydrug,False,male,urban,True,7,False,2,5,False,True,False,142,67,21,True,True,True,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, high school degree, and current marriage status is never married, not cohabiting, and race is black, and monthly frequency of severe depression is none of the time, and used any drug except cocaine past 3 years is marijuana_anydrug, and homeless for 2 or more nights in past 5 years is False, and sex is male, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is True, and number of previous arrests is 7, and believes God has nothing to do with me is False, and number of jobs held in past year is 2, and household size  as teen is 5, and used cocaine past 3 years is False, and victim of violent crime past 5 years is True, and used food stamps in past year is False, and weight in pounds is 142, and height in inches is 67, and age is 21, and often asks God for help is True, and number of previous convictions is True"
"other adults, biological parent status unknown, not group quarters","not enrolled, GED","never married, not cohabiting",black,none of the time,marijuana_anydrug,False,male,urban,False,1,False,0,4,False,False,False,178,72,22,True,True,False,"relationship at age 12 with parent figure(s) or guardian(s) is other adults, biological parent status unknown, not group quarters, and current education status is not enrolled, GED, and current marriage status is never married, not cohabiting, and race is black, and monthly frequency of severe depression is none of the time, and used any drug except cocaine past 3 years is marijuana_anydrug, and homeless for 2 or more nights in past 5 years is False, and sex is male, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False, and number of previous arrests is 1, and believes God has nothing to do with me is False, and number of jobs held in past year is 0, and household size  as teen is 4, and used cocaine past 3 years is False, and victim of violent crime past 5 years is False, and used food stamps in past year is False, and weight in pounds is 178, and height in inches is 72, and age is 22, and often asks God for help is True, and number of previous convictions is True"
"biological mother, marital status unknown",enrolled in a 4-year college,"never married, not cohabiting",black,some of the time,marijuana_anydrug,False,male,urban,True,2,False,2,3,True,False,False,189,72,22,True,False,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is enrolled in a 4-year college, and current marriage status is never married, not cohabiting, and race is black, and monthly frequency of severe depression is some of the time, and used any drug except cocaine past 3 years is marijuana_anydrug, and homeless for 2 or more nights in past 5 years is False, and sex is male, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is True, and number of previous arrests is 2, and believes God has nothing to do with me is False, and number of jobs held in past year is 2, and household size  as teen is 3, and used cocaine past 3 years is True, and victim of violent crime past 5 years is False, and used food stamps in past year is False, and weight in pounds is 189, and height in inches is 72, and age is 22, and often asks God for help is True, and number of previous convictions is False"
"biological mother, marital status unknown","not enrolled, GED","never married, not cohabiting",black,none of the time,,False,male,urban,False,3,True,4,6,False,False,False,12,67,21,True,True,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, GED, and current marriage status is never married, not cohabiting, and race is black, and monthly frequency of severe depression is none of the time, and used any drug except cocaine past 3 years is nan, and homeless for 2 or more nights in past 5 years is False, and sex is male, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False, and number of previous arrests is 3, and believes God has nothing to do with me is True, and number of jobs held in past year is 4, and household size  as teen is 6, and used cocaine past 3 years is False, and victim of violent crime past 5 years is False, and used food stamps in past year is False, and weight in pounds is 12, and height in inches is 67, and age is 21, and often asks God for help is True, and number of previous convictions is True"
"biological mother, marital status unknown","not enrolled, no high school degree, no GED","never married, not cohabiting",black,most of the time,marijuana_anydrug,False,male,Unknown,True,11,True,0,4,True,False,False,210,76,20,True,True,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, no high school degree, no GED, and current marriage status is never married, not cohabiting, and race is black, and monthly frequency of severe depression is most of the time, and used any drug except cocaine past 3 years is marijuana_anydrug, and homeless for 2 or more nights in past 5 years is False, and sex is male, and grew up at age 12 in area is Unknown, and other adult family member in jail past 5 years is True, and number of previous arrests is 11, and believes God has nothing to do with me is True, and number of jobs held in past year is 0, and household size  as teen is 4, and used cocaine past 3 years is True, and victim of violent crime past 5 years is False, and used food stamps in past year is False, and weight in pounds is 210, and height in inches is 76, and age is 20, and often asks God for help is True, and number of previous convictions is True"
"biological mother, marital status unknown","not enrolled, no high school degree, no GED","never married, not cohabiting",black,some of the time,,False,male,urban,False,5,False,3,5,False,False,False,250,68,22,True,False,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, no high school degree, no GED, and current marriage status is never married, not cohabiting, and race is black, and monthly frequency of severe depression is some of the time, and used any drug except cocaine past 3 years is nan, and homeless for 2 or more nights in past 5 years is False, and sex is male, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False, and number of previous arrests is 5, and believes God has nothing to do with me is False, and number of jobs held in past year is 3, and household size  as teen is 5, and used cocaine past 3 years is False, and victim of violent crime past 5 years is False, and used food stamps in past year is False, and weight in pounds is 250, and height in inches is 68, and age is 22, and often asks God for help is True, and number of previous convictions is False"
"biological mother, marital status unknown","not enrolled, no high school degree, no GED","never married, not cohabiting",black,some of the time,marijuana_anydrug,False,male,urban,False,3,True,0,2,True,False,False,177,93,20,True,True,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, no high school degree, no GED, and current marriage status is never married, not cohabiting, and race is black, and monthly frequency of severe depression is some of the time, and used any drug except cocaine past 3 years is marijuana_anydrug, and homeless for 2 or more nights in past 5 years is False, and sex is male, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False, and number of previous arrests is 3, and believes God has nothing to do with me is True, and number of jobs held in past year is 0, and household size  as teen is 2, and used cocaine past 3 years is True, and victim of violent crime past 5 years is False, and used food stamps in past year is False, and weight in pounds is 177, and height in inches is 93, and age is 20, and often asks God for help is True, and number of previous convictions is True"
"biological mother, marital status unknown","not enrolled, no high school degree, no GED","never married, not cohabiting",black,none of the time,marijuana_anydrug,False,male,urban,False,2,False,0,10,False,False,False,184,70,22,True,True,True,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, no high school degree, no GED, and current marriage status is never married, not cohabiting, and race is black, and monthly frequency of severe depression is none of the time, and used any drug except cocaine past 3 years is marijuana_anydrug, and homeless for 2 or more nights in past 5 years is False, and sex is male, and grew up at age 12 in area is urban, and other adult family member in jail past 5 years is False, and number of previous arrests is 2, and believes God has nothing to do with me is False, and number of jobs held in past year is 0, and household size  as teen is 10, and used cocaine past 3 years is False, and victim of violent crime past 5 years is False, and used food stamps in past year is False, and weight in pounds is 184, and height in inches is 70, and age is 22, and often asks God for help is True, and number of previous convictions is True"
