parentrelations,college02,urbanrural,married02,race,homelessness,numberofarrestsby2002,experience02,depression,num_weight,y_arrestedafter2002,nshot_summary_text
Unknown,"not enrolled, no high school degree, no GED",Unknown,"never married, not cohabiting",hispanic,False,1,1,some of the time,138,False,"relationship at age 12 with parent figure(s) or guardian(s) is Unknown, and current education status is not enrolled, no high school degree, no GED, and grew up at age 12 in area is Unknown, and current marriage status is never married, not cohabiting, and race is hispanic, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 1, and number of jobs held in past year is 1, and monthly frequency of severe depression is some of the time, and weight in pounds is 138"
"biological mother, marital status unknown","not enrolled, high school degree",urban,"never married, cohabiting",hispanic,False,1,1,none of the time,130,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, high school degree, and grew up at age 12 in area is urban, and current marriage status is never married, cohabiting, and race is hispanic, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 1, and number of jobs held in past year is 1, and monthly frequency of severe depression is none of the time, and weight in pounds is 130"
Unknown,"not enrolled, high school degree",Unknown,"never married, cohabiting",hispanic,False,1,3,some of the time,146,False,"relationship at age 12 with parent figure(s) or guardian(s) is Unknown, and current education status is not enrolled, high school degree, and grew up at age 12 in area is Unknown, and current marriage status is never married, cohabiting, and race is hispanic, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 1, and number of jobs held in past year is 3, and monthly frequency of severe depression is some of the time, and weight in pounds is 146"
Unknown,"not enrolled, no high school degree, no GED",Unknown,"never married, cohabiting",hispanic,False,1,1,none of the time,180,True,"relationship at age 12 with parent figure(s) or guardian(s) is Unknown, and current education status is not enrolled, no high school degree, no GED, and grew up at age 12 in area is Unknown, and current marriage status is never married, cohabiting, and race is hispanic, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 1, and number of jobs held in past year is 1, and monthly frequency of severe depression is none of the time, and weight in pounds is 180"
"biological mother, marital status unknown","not enrolled, high school degree",urban,"married, spouse absent",hispanic,False,5,2,none of the time,218,True,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, high school degree, and grew up at age 12 in area is urban, and current marriage status is married, spouse absent, and race is hispanic, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 5, and number of jobs held in past year is 2, and monthly frequency of severe depression is none of the time, and weight in pounds is 218"
"biological mother, marital status unknown","not enrolled, high school degree",Unknown,"married, spouse present",hispanic,False,1,2,none of the time,168,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, high school degree, and grew up at age 12 in area is Unknown, and current marriage status is married, spouse present, and race is hispanic, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 1, and number of jobs held in past year is 2, and monthly frequency of severe depression is none of the time, and weight in pounds is 168"
Unknown,"not enrolled, no high school degree, no GED",Unknown,"married, spouse present",hispanic,False,1,0,some of the time,183,False,"relationship at age 12 with parent figure(s) or guardian(s) is Unknown, and current education status is not enrolled, no high school degree, no GED, and grew up at age 12 in area is Unknown, and current marriage status is married, spouse present, and race is hispanic, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 1, and number of jobs held in past year is 0, and monthly frequency of severe depression is some of the time, and weight in pounds is 183"
Unknown,"enrolled in grades 1-12, not a high school graduate",Unknown,"never married, cohabiting",hispanic,False,2,3,none of the time,120,False,"relationship at age 12 with parent figure(s) or guardian(s) is Unknown, and current education status is enrolled in grades 1-12, not a high school graduate, and grew up at age 12 in area is Unknown, and current marriage status is never married, cohabiting, and race is hispanic, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 2, and number of jobs held in past year is 3, and monthly frequency of severe depression is none of the time, and weight in pounds is 120"
"biological dad, marital status unknown","not enrolled, high school degree",urban,"never married, not cohabiting",black,False,1,2,some of the time,120,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological dad, marital status unknown, and current education status is not enrolled, high school degree, and grew up at age 12 in area is urban, and current marriage status is never married, not cohabiting, and race is black, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 1, and number of jobs held in past year is 2, and monthly frequency of severe depression is some of the time, and weight in pounds is 120"
"biological mother, other parent present","not enrolled, no high school degree, no GED",urban,"never married, not cohabiting",black,False,2,0,none of the time,162,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, other parent present, and current education status is not enrolled, no high school degree, no GED, and grew up at age 12 in area is urban, and current marriage status is never married, not cohabiting, and race is black, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 2, and number of jobs held in past year is 0, and monthly frequency of severe depression is none of the time, and weight in pounds is 162"
"other adults, biological parent status unknown, not group quarters","not enrolled, no high school degree, no GED",Unknown,"separated, not cohabiting",black,False,3,1,all of the time,160,False,"relationship at age 12 with parent figure(s) or guardian(s) is other adults, biological parent status unknown, not group quarters, and current education status is not enrolled, no high school degree, no GED, and grew up at age 12 in area is Unknown, and current marriage status is separated, not cohabiting, and race is black, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 3, and number of jobs held in past year is 1, and monthly frequency of severe depression is all of the time, and weight in pounds is 160"
"biological mother, marital status unknown","not enrolled, high school degree",urban,"never married, cohabiting",hispanic,False,3,4,most of the time,210,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, high school degree, and grew up at age 12 in area is urban, and current marriage status is never married, cohabiting, and race is hispanic, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 3, and number of jobs held in past year is 4, and monthly frequency of severe depression is most of the time, and weight in pounds is 210"
"biological mother, marital status unknown","not enrolled, no high school degree, no GED",urban,"never married, not cohabiting",black,False,10,2,none of the time,109,True,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, no high school degree, no GED, and grew up at age 12 in area is urban, and current marriage status is never married, not cohabiting, and race is black, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 10, and number of jobs held in past year is 2, and monthly frequency of severe depression is none of the time, and weight in pounds is 109"
"biological mother, marital status unknown","not enrolled, no high school degree, no GED",rural,"never married, not cohabiting",black,False,2,1,all of the time,137,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, no high school degree, no GED, and grew up at age 12 in area is rural, and current marriage status is never married, not cohabiting, and race is black, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 2, and number of jobs held in past year is 1, and monthly frequency of severe depression is all of the time, and weight in pounds is 137"
"biological mother, marital status unknown","not enrolled, GED",rural,"never married, not cohabiting",black,False,3,0,none of the time,160,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, GED, and grew up at age 12 in area is rural, and current marriage status is never married, not cohabiting, and race is black, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 3, and number of jobs held in past year is 0, and monthly frequency of severe depression is none of the time, and weight in pounds is 160"
"biological dad, marital status unknown","not enrolled, GED",urban,"never married, not cohabiting",black,False,1,3,none of the time,182,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological dad, marital status unknown, and current education status is not enrolled, GED, and grew up at age 12 in area is urban, and current marriage status is never married, not cohabiting, and race is black, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 1, and number of jobs held in past year is 3, and monthly frequency of severe depression is none of the time, and weight in pounds is 182"
"biological mother, marital status unknown","not enrolled, GED",rural,"never married, cohabiting",black,False,3,3,some of the time,170,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, GED, and grew up at age 12 in area is rural, and current marriage status is never married, cohabiting, and race is black, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 3, and number of jobs held in past year is 3, and monthly frequency of severe depression is some of the time, and weight in pounds is 170"
"other adults, biological parent status unknown, not group quarters","not enrolled, GED",urban,"never married, not cohabiting",black,False,1,2,some of the time,165,True,"relationship at age 12 with parent figure(s) or guardian(s) is other adults, biological parent status unknown, not group quarters, and current education status is not enrolled, GED, and grew up at age 12 in area is urban, and current marriage status is never married, not cohabiting, and race is black, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 1, and number of jobs held in past year is 2, and monthly frequency of severe depression is some of the time, and weight in pounds is 165"
"biological mother, marital status unknown",enrolled in a 2-year college,urban,"never married, not cohabiting",black,False,1,5,none of the time,165,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is enrolled in a 2-year college, and grew up at age 12 in area is urban, and current marriage status is never married, not cohabiting, and race is black, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 1, and number of jobs held in past year is 5, and monthly frequency of severe depression is none of the time, and weight in pounds is 165"
both biological parents,"enrolled in grades 1-12, not a high school graduate",urban,"never married, not cohabiting",black,False,1,2,some of the time,185,False,"relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and current education status is enrolled in grades 1-12, not a high school graduate, and grew up at age 12 in area is urban, and current marriage status is never married, not cohabiting, and race is black, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 1, and number of jobs held in past year is 2, and monthly frequency of severe depression is some of the time, and weight in pounds is 185"
Unknown,"not enrolled, some college",urban,"never married, not cohabiting",black,False,1,2,some of the time,145,True,"relationship at age 12 with parent figure(s) or guardian(s) is Unknown, and current education status is not enrolled, some college, and grew up at age 12 in area is urban, and current marriage status is never married, not cohabiting, and race is black, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 1, and number of jobs held in past year is 2, and monthly frequency of severe depression is some of the time, and weight in pounds is 145"
Unknown,"not enrolled, GED",urban,"never married, not cohabiting",black,False,3,2,most of the time,122,False,"relationship at age 12 with parent figure(s) or guardian(s) is Unknown, and current education status is not enrolled, GED, and grew up at age 12 in area is urban, and current marriage status is never married, not cohabiting, and race is black, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 3, and number of jobs held in past year is 2, and monthly frequency of severe depression is most of the time, and weight in pounds is 122"
"biological mother, marital status unknown","enrolled in grades 1-12, not a high school graduate",urban,"never married, not cohabiting",black,False,2,0,none of the time,187,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is enrolled in grades 1-12, not a high school graduate, and grew up at age 12 in area is urban, and current marriage status is never married, not cohabiting, and race is black, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 2, and number of jobs held in past year is 0, and monthly frequency of severe depression is none of the time, and weight in pounds is 187"
"biological mother, marital status unknown","not enrolled, no high school degree, no GED",Unknown,"never married, not cohabiting",black,True,2,0,none of the time,375,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, no high school degree, no GED, and grew up at age 12 in area is Unknown, and current marriage status is never married, not cohabiting, and race is black, and homeless for 2 or more nights in past 5 years is True, and number of previous arrests is 2, and number of jobs held in past year is 0, and monthly frequency of severe depression is none of the time, and weight in pounds is 375"
"biological mother, marital status unknown","not enrolled, no high school degree, no GED",urban,"never married, not cohabiting",black,False,2,0,most of the time,170,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, no high school degree, no GED, and grew up at age 12 in area is urban, and current marriage status is never married, not cohabiting, and race is black, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 2, and number of jobs held in past year is 0, and monthly frequency of severe depression is most of the time, and weight in pounds is 170"
"biological mother, marital status unknown","not enrolled, no high school degree, no GED",urban,"never married, not cohabiting",black,False,4,2,some of the time,170,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, no high school degree, no GED, and grew up at age 12 in area is urban, and current marriage status is never married, not cohabiting, and race is black, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 4, and number of jobs held in past year is 2, and monthly frequency of severe depression is some of the time, and weight in pounds is 170"
"other adults, biological parent status unknown, not group quarters","not enrolled, GED",urban,"never married, not cohabiting",black,False,6,0,some of the time,180,True,"relationship at age 12 with parent figure(s) or guardian(s) is other adults, biological parent status unknown, not group quarters, and current education status is not enrolled, GED, and grew up at age 12 in area is urban, and current marriage status is never married, not cohabiting, and race is black, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 6, and number of jobs held in past year is 0, and monthly frequency of severe depression is some of the time, and weight in pounds is 180"
"biological mother, marital status unknown","not enrolled, no high school degree, no GED",urban,"never married, not cohabiting",black,True,1,0,some of the time,173,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, no high school degree, no GED, and grew up at age 12 in area is urban, and current marriage status is never married, not cohabiting, and race is black, and homeless for 2 or more nights in past 5 years is True, and number of previous arrests is 1, and number of jobs held in past year is 0, and monthly frequency of severe depression is some of the time, and weight in pounds is 173"
Unknown,"not enrolled, GED",urban,"never married, not cohabiting",black,False,2,1,some of the time,255,False,"relationship at age 12 with parent figure(s) or guardian(s) is Unknown, and current education status is not enrolled, GED, and grew up at age 12 in area is urban, and current marriage status is never married, not cohabiting, and race is black, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 2, and number of jobs held in past year is 1, and monthly frequency of severe depression is some of the time, and weight in pounds is 255"
"biological mother, marital status unknown",enrolled in a 2-year college,urban,"never married, not cohabiting",white,False,1,4,none of the time,137,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is enrolled in a 2-year college, and grew up at age 12 in area is urban, and current marriage status is never married, not cohabiting, and race is white, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 1, and number of jobs held in past year is 4, and monthly frequency of severe depression is none of the time, and weight in pounds is 137"
"biological mother, marital status unknown","not enrolled, no high school degree, no GED",urban,"never married, not cohabiting",black,False,5,1,none of the time,230,True,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, no high school degree, no GED, and grew up at age 12 in area is urban, and current marriage status is never married, not cohabiting, and race is black, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 5, and number of jobs held in past year is 1, and monthly frequency of severe depression is none of the time, and weight in pounds is 230"
"biological mother, marital status unknown","enrolled in grades 1-12, not a high school graduate",urban,"never married, not cohabiting",black,False,2,1,some of the time,212,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is enrolled in grades 1-12, not a high school graduate, and grew up at age 12 in area is urban, and current marriage status is never married, not cohabiting, and race is black, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 2, and number of jobs held in past year is 1, and monthly frequency of severe depression is some of the time, and weight in pounds is 212"
"biological mother, marital status unknown","not enrolled, some college",urban,"never married, not cohabiting",white,False,2,1,some of the time,240,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, some college, and grew up at age 12 in area is urban, and current marriage status is never married, not cohabiting, and race is white, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 2, and number of jobs held in past year is 1, and monthly frequency of severe depression is some of the time, and weight in pounds is 240"
Unknown,"not enrolled, GED",Unknown,"married, spouse absent",white,False,5,0,none of the time,138,False,"relationship at age 12 with parent figure(s) or guardian(s) is Unknown, and current education status is not enrolled, GED, and grew up at age 12 in area is Unknown, and current marriage status is married, spouse absent, and race is white, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 5, and number of jobs held in past year is 0, and monthly frequency of severe depression is none of the time, and weight in pounds is 138"
"biological mother, marital status unknown","not enrolled, some college",Unknown,"never married, not cohabiting",hispanic,False,1,1,some of the time,180,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, some college, and grew up at age 12 in area is Unknown, and current marriage status is never married, not cohabiting, and race is hispanic, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 1, and number of jobs held in past year is 1, and monthly frequency of severe depression is some of the time, and weight in pounds is 180"
"biological dad, marital status unknown","not enrolled, no high school degree, no GED",rural,"divorced, not cohabiting",white,False,5,6,most of the time,187,True,"relationship at age 12 with parent figure(s) or guardian(s) is biological dad, marital status unknown, and current education status is not enrolled, no high school degree, no GED, and grew up at age 12 in area is rural, and current marriage status is divorced, not cohabiting, and race is white, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 5, and number of jobs held in past year is 6, and monthly frequency of severe depression is most of the time, and weight in pounds is 187"
"biological mother, other parent present","not enrolled, high school degree",rural,"never married, cohabiting",white,False,7,3,some of the time,250,True,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, other parent present, and current education status is not enrolled, high school degree, and grew up at age 12 in area is rural, and current marriage status is never married, cohabiting, and race is white, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 7, and number of jobs held in past year is 3, and monthly frequency of severe depression is some of the time, and weight in pounds is 250"
both biological parents,"not enrolled, high school degree",rural,"never married, not cohabiting",white,False,1,1,none of the time,187,False,"relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and current education status is not enrolled, high school degree, and grew up at age 12 in area is rural, and current marriage status is never married, not cohabiting, and race is white, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 1, and number of jobs held in past year is 1, and monthly frequency of severe depression is none of the time, and weight in pounds is 187"
both biological parents,"not enrolled, some college",rural,"never married, not cohabiting",hispanic,False,1,1,some of the time,165,True,"relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and current education status is not enrolled, some college, and grew up at age 12 in area is rural, and current marriage status is never married, not cohabiting, and race is hispanic, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 1, and number of jobs held in past year is 1, and monthly frequency of severe depression is some of the time, and weight in pounds is 165"
"other adults, biological parent status unknown, not group quarters","not enrolled, no high school degree, no GED",urban,"never married, not cohabiting",hispanic,False,9,1,some of the time,137,False,"relationship at age 12 with parent figure(s) or guardian(s) is other adults, biological parent status unknown, not group quarters, and current education status is not enrolled, no high school degree, no GED, and grew up at age 12 in area is urban, and current marriage status is never married, not cohabiting, and race is hispanic, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 9, and number of jobs held in past year is 1, and monthly frequency of severe depression is some of the time, and weight in pounds is 137"
"biological mother, marital status unknown","not enrolled, no high school degree, no GED",urban,"married, spouse present",mixed-race,False,2,1,all of the time,148,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, no high school degree, no GED, and grew up at age 12 in area is urban, and current marriage status is married, spouse present, and race is mixed-race, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 2, and number of jobs held in past year is 1, and monthly frequency of severe depression is all of the time, and weight in pounds is 148"
Unknown,enrolled in a 2-year college,Unknown,"never married, not cohabiting",hispanic,False,2,1,none of the time,108,True,"relationship at age 12 with parent figure(s) or guardian(s) is Unknown, and current education status is enrolled in a 2-year college, and grew up at age 12 in area is Unknown, and current marriage status is never married, not cohabiting, and race is hispanic, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 2, and number of jobs held in past year is 1, and monthly frequency of severe depression is none of the time, and weight in pounds is 108"
"biological mother, marital status unknown","not enrolled, GED",rural,"never married, not cohabiting",black,False,1,0,some of the time,186,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, GED, and grew up at age 12 in area is rural, and current marriage status is never married, not cohabiting, and race is black, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 1, and number of jobs held in past year is 0, and monthly frequency of severe depression is some of the time, and weight in pounds is 186"
both biological parents,"not enrolled, no high school degree, no GED",rural,"never married, not cohabiting",white,False,3,0,some of the time,135,True,"relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and current education status is not enrolled, no high school degree, no GED, and grew up at age 12 in area is rural, and current marriage status is never married, not cohabiting, and race is white, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 3, and number of jobs held in past year is 0, and monthly frequency of severe depression is some of the time, and weight in pounds is 135"
Unknown,"not enrolled, some college",Unknown,"never married, not cohabiting",hispanic,False,2,3,none of the time,170,True,"relationship at age 12 with parent figure(s) or guardian(s) is Unknown, and current education status is not enrolled, some college, and grew up at age 12 in area is Unknown, and current marriage status is never married, not cohabiting, and race is hispanic, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 2, and number of jobs held in past year is 3, and monthly frequency of severe depression is none of the time, and weight in pounds is 170"
"biological mother, marital status unknown","not enrolled, no high school degree, no GED",urban,"never married, not cohabiting",hispanic,False,1,1,none of the time,170,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, no high school degree, no GED, and grew up at age 12 in area is urban, and current marriage status is never married, not cohabiting, and race is hispanic, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 1, and number of jobs held in past year is 1, and monthly frequency of severe depression is none of the time, and weight in pounds is 170"
Unknown,"not enrolled, high school degree",Unknown,"never married, not cohabiting",asian or pacific islander,False,2,1,none of the time,190,True,"relationship at age 12 with parent figure(s) or guardian(s) is Unknown, and current education status is not enrolled, high school degree, and grew up at age 12 in area is Unknown, and current marriage status is never married, not cohabiting, and race is asian or pacific islander, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 2, and number of jobs held in past year is 1, and monthly frequency of severe depression is none of the time, and weight in pounds is 190"
"biological mother, marital status unknown","not enrolled, no high school degree, no GED",rural,"married, spouse present","american indian, eskimo or aleut",False,2,1,some of the time,140,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, no high school degree, no GED, and grew up at age 12 in area is rural, and current marriage status is married, spouse present, and race is american indian, eskimo or aleut, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 2, and number of jobs held in past year is 1, and monthly frequency of severe depression is some of the time, and weight in pounds is 140"
both biological parents,"not enrolled, some college",urban,"never married, not cohabiting",black,False,1,2,none of the time,187,False,"relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and current education status is not enrolled, some college, and grew up at age 12 in area is urban, and current marriage status is never married, not cohabiting, and race is black, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 1, and number of jobs held in past year is 2, and monthly frequency of severe depression is none of the time, and weight in pounds is 187"
Unknown,"not enrolled, high school degree",Unknown,"never married, not cohabiting",black,False,1,0,some of the time,230,True,"relationship at age 12 with parent figure(s) or guardian(s) is Unknown, and current education status is not enrolled, high school degree, and grew up at age 12 in area is Unknown, and current marriage status is never married, not cohabiting, and race is black, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 1, and number of jobs held in past year is 0, and monthly frequency of severe depression is some of the time, and weight in pounds is 230"
"other adults, biological parent status unknown, not group quarters","not enrolled, high school degree",urban,"never married, cohabiting",black,False,3,1,none of the time,195,True,"relationship at age 12 with parent figure(s) or guardian(s) is other adults, biological parent status unknown, not group quarters, and current education status is not enrolled, high school degree, and grew up at age 12 in area is urban, and current marriage status is never married, cohabiting, and race is black, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 3, and number of jobs held in past year is 1, and monthly frequency of severe depression is none of the time, and weight in pounds is 195"
"biological mother, marital status unknown","not enrolled, no high school degree, no GED",urban,"never married, not cohabiting",white,False,7,1,some of the time,187,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, no high school degree, no GED, and grew up at age 12 in area is urban, and current marriage status is never married, not cohabiting, and race is white, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 7, and number of jobs held in past year is 1, and monthly frequency of severe depression is some of the time, and weight in pounds is 187"
"biological mother, marital status unknown","not enrolled, no high school degree, no GED",Unknown,"never married, not cohabiting",hispanic,False,7,1,none of the time,130,True,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, no high school degree, no GED, and grew up at age 12 in area is Unknown, and current marriage status is never married, not cohabiting, and race is hispanic, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 7, and number of jobs held in past year is 1, and monthly frequency of severe depression is none of the time, and weight in pounds is 130"
"biological mother, marital status unknown","not enrolled, no high school degree, no GED",urban,"never married, not cohabiting",white,False,5,1,none of the time,212,True,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, no high school degree, no GED, and grew up at age 12 in area is urban, and current marriage status is never married, not cohabiting, and race is white, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 5, and number of jobs held in past year is 1, and monthly frequency of severe depression is none of the time, and weight in pounds is 212"
"biological mother, marital status unknown","not enrolled, no high school degree, no GED",rural,"never married, not cohabiting",hispanic,False,1,1,some of the time,140,True,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, no high school degree, no GED, and grew up at age 12 in area is rural, and current marriage status is never married, not cohabiting, and race is hispanic, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 1, and number of jobs held in past year is 1, and monthly frequency of severe depression is some of the time, and weight in pounds is 140"
"biological mother, marital status unknown","enrolled in grades 1-12, not a high school graduate",rural,"never married, not cohabiting",white,False,1,3,some of the time,155,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is enrolled in grades 1-12, not a high school graduate, and grew up at age 12 in area is rural, and current marriage status is never married, not cohabiting, and race is white, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 1, and number of jobs held in past year is 3, and monthly frequency of severe depression is some of the time, and weight in pounds is 155"
"biological mother, marital status unknown","not enrolled, high school degree",urban,"never married, not cohabiting",black,False,1,4,some of the time,165,True,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, high school degree, and grew up at age 12 in area is urban, and current marriage status is never married, not cohabiting, and race is black, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 1, and number of jobs held in past year is 4, and monthly frequency of severe depression is some of the time, and weight in pounds is 165"
"biological mother, marital status unknown","not enrolled, some college",Unknown,"never married, not cohabiting",black,False,1,3,some of the time,255,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, some college, and grew up at age 12 in area is Unknown, and current marriage status is never married, not cohabiting, and race is black, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 1, and number of jobs held in past year is 3, and monthly frequency of severe depression is some of the time, and weight in pounds is 255"
both biological parents,"not enrolled, GED",Unknown,"married, spouse present",white,False,2,3,none of the time,170,False,"relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and current education status is not enrolled, GED, and grew up at age 12 in area is Unknown, and current marriage status is married, spouse present, and race is white, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 2, and number of jobs held in past year is 3, and monthly frequency of severe depression is none of the time, and weight in pounds is 170"
both biological parents,"not enrolled, high school degree",Unknown,"never married, not cohabiting",white,False,1,2,none of the time,187,False,"relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and current education status is not enrolled, high school degree, and grew up at age 12 in area is Unknown, and current marriage status is never married, not cohabiting, and race is white, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 1, and number of jobs held in past year is 2, and monthly frequency of severe depression is none of the time, and weight in pounds is 187"
both biological parents,"not enrolled, no high school degree, no GED",urban,"married, spouse present",hispanic,False,1,1,none of the time,135,False,"relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and current education status is not enrolled, no high school degree, no GED, and grew up at age 12 in area is urban, and current marriage status is married, spouse present, and race is hispanic, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 1, and number of jobs held in past year is 1, and monthly frequency of severe depression is none of the time, and weight in pounds is 135"
