pubid,sex,birthyear,birthmonth,race_ethnicity,race_specific,height_ft,height_in,weight,married02,educ02,college02,experience02,hhsize97,parentrelations,urbanrural,homelessness,faminjail,foodstamp,victim,askgod,godhasnothingtodo,expectdeath,depression,marijuana,cocaine,anydrug,arrestedby2002,numberofarrestsby2002,arrestedafter2002,convictedby2002,convictedafter2002,recidivism,firstcrime,race,num_weight,short,long
6437,Female,1984,5: May,Non-Black / Non-Hispanic,White,5,7,175 TO 199,"Never married, not cohabiting",None,"Enrolled in grades 1-12, not a high school graduate",2,4,"Biological mother, marital status unknown",-3,NO,NO,0,NO,FALSE,TRUE,-4,None of the time,1,1,1,1,1,0,0,0,0,0,white,187.0,The person is an 18-year-old female who identifies herself as White. She has been arrested 1 time but has not been convicted.,"The person is an 18-year-old female who identifies herself as White. She has been arrested 1 time but has not been convicted. She is 5 feet 7 inches and weighs between 175 and 199 lbs. She has never been married and is currently living alone. She is enrolled in school at the present moment. She has held 2 jobs during the year. She has used drugs in the past four years (marijuana and cocaine) and has not felt depressed over the past month. At a young age, she lived with her biological mother in a household of size 4. She considers that God has nothing to do with what happens to her personally."
6439,Male,1984,1: January,Non-Black / Non-Hispanic,White,6,0,160,"Never married, not cohabiting",High school diploma (Regular 12 year program),Enrolled in a 4-year college,1,4,"Biological mother, marital status unknown",-3,NO,NO,0,NO,FALSE,FALSE,-4,None of the time,0,0,0,1,1,0,1,0,0,0,white,160.0,The person is an 18-year-old male who identifies himself as White. He has been arrested 1 time and has been convicted.,"The person is an 18-year-old male who identifies himself as White. He has been arrested 1 time and has been convicted. He is 6 feet 0 inches and weighs 160 lbs. He has never been married and is currently living alone. He has a high school diploma and is enrolled in a 4-year college. He has held 1 job during the year. He has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, he lived with his biological mother in a household of size 4. He considers that God has something to do with what happens to him personally."
6440,Female,1981,9: September,Non-Black / Non-Hispanic,White,5,4,110,"Never married, cohabiting",High school diploma (Regular 12 year program),"Not enrolled, some college",2,4,Both biological parents,-3,NO,NO,0,YES,TRUE,FALSE,-4,Some of the time,1,0,1,1,3,0,1,0,0,0,white,110.0,The person is a 21-year-old female who identifies herself as White. She has been arrested 3 times and has been convicted.,"The person is a 21-year-old female who identifies herself as White. She has been arrested 3 times and has been convicted. She is 5 feet 4 inches and weighs 110 lbs. She has never been married and is currently not living alone. She has a high school diploma and is not enrolled in college. She has held 2 jobs during the year. She has used drugs in the past four years (marijuana) and some of the time during the past month she has felt so down in the dumps that nothing could cheer her up. At a young age, she lived with both of her biological parents in a household of size 4. She considers that God has something to do with what happens to her personally."
6443,Male,1982,1: January,Non-Black / Non-Hispanic,White,5,8,120,"Never married, not cohabiting",High school diploma (Regular 12 year program),"Not enrolled, high school degree",0,5,Both biological parents,-3,NO,NO,0,NO,TRUE,FALSE,-4,None of the time,0,0,0,1,1,0,1,0,0,0,white,120.0,The person is a 20-year-old male who identifies himself as White. He has been arrested 1 time and has been convicted.,"The person is a 20-year-old male who identifies himself as White. He has been arrested 1 time and has been convicted. He is 5 feet 8 inches and weighs 120 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held no jobs during the year. He has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, he lived with both of his biological parents in a household of size 5. He considers that God has something to do with what happens to him personally."
6446,Male,1984,2: February,Non-Black / Non-Hispanic,White,6,1,165,"Never married, cohabiting",None,"Not enrolled, no high school degree, no GED",0,3,Both biological parents,-3,YES,NO,1,NO,FALSE,FALSE,-4,Some of the time,1,1,1,1,10,1,1,1,1,0,white,165.0,The person is an 18-year-old male who identifies himself as White. He has been arrested 10 times and has been convicted.,"The person is an 18-year-old male who identifies himself as White. He has been arrested 10 times and has been convicted. He is 6 feet 1 inch and weighs 165 lbs. He has never been married and is currently not living alone. He does not have a high school diploma or GED certificate and is not enrolled in college. He has held no jobs during the year. He has used drugs in the past four years (marijuana and cocaine) and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with both of his biological parents in a household of size 3. He considers that God has something to do with what happens to him personally."
6460,Male,1980,7: July,Non-Black / Non-Hispanic,White,5,7,140,"Never married, cohabiting",None,"Not enrolled, no high school degree, no GED",3,3,"Biological dad, marital status unknown",-3,NO,NO,1,NO,FALSE,TRUE,50,Most of the time,1,1,1,1,1,1,0,0,1,0,white,140.0,The person is a 22-year-old male who identifies himself as White. He has been arrested 1 time but has not been convicted.,"The person is a 22-year-old male who identifies himself as White. He has been arrested 1 time but has not been convicted. He is 5 feet 7 inches and weighs 140 lbs. He has never been married and is currently not living alone. He does not have a high school diploma or GED certificate and is not enrolled in college. He has held 3 jobs during the year. He has used drugs in the past four years (marijuana and cocaine) and most of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with his biological dad in a household of size 3. He considers that God has nothing to do with what happens to him personally."
6464,Male,1981,1: January,Non-Black / Non-Hispanic,White,5,9,150 TO 174,"Married, spouse present",None,"Not enrolled, no high school degree, no GED",1,5,"Biological dad, marital status unknown",Urban,NO,NO,1,NO,FALSE,FALSE,-4,None of the time,0,0,0,1,1,0,0,0,0,0,white,162.0,The person is a 21-year-old male who identifies himself as White. He has been arrested 1 time but has not been convicted.,"The person is a 21-year-old male who identifies himself as White. He has been arrested 1 time but has not been convicted. He is 5 feet 9 inches and weighs between 150 and 174 lbs. He is married and is currently living with his spouse. He does not have a high school diploma or GED certificate and is not enrolled in college. He has held 1 job during the year. He has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, he lived with his biological dad in a household of size 5, in an urban area. He considers that God has something to do with what happens to him personally."
6467,Female,1983,9: September,Non-Black / Non-Hispanic,White,6,0,155,"Never married, cohabiting",None,Enrolled in a 2-year college,1,7,Both biological parents,Urban,NO,YES,1,NO,TRUE,FALSE,-4,Some of the time,1,0,1,1,1,0,1,0,0,0,white,155.0,The person is a 19-year-old female who identifies herself as White. She has been arrested 1 time and has been convicted.,"The person is a 19-year-old female who identifies herself as White. She has been arrested 1 time and has been convicted. She is 6 feet 0 inches and weighs 155 lbs. She has never been married and is currently not living alone. She does not have a high school diploma or GED certificate and is enrolled in a 2-year college. She has held 1 job during the year. She has used drugs in the past four years (marijuana) and some of the time during the past month she has felt so down in the dumps that nothing could cheer her up. At a young age, she lived with both of her biological parents in a household of size 7, in an urban area. She considers that God has something to do with what happens to her personally."
6475,Female,1982,2: February,Non-Black / Non-Hispanic,White,5,7,120,"Never married, not cohabiting",None,"Not enrolled, no high school degree, no GED",1,5,"Biological mother, marital status unknown",Urban,NO,NO,0,YES,TRUE,FALSE,-4,Most of the time,0,0,0,1,1,0,1,0,0,0,white,120.0,The person is a 20-year-old female who identifies herself as White. She has been arrested 1 time and has been convicted.,"The person is a 20-year-old female who identifies herself as White. She has been arrested 1 time and has been convicted. She is 5 feet 7 inches and weighs 120 lbs. She has never been married and is currently living alone. She does not have a high school diploma or GED certificate and is not enrolled in college. She has held 1 job during the year. She has not used any drugs in the past four years and most of the time during the past month she has felt so down in the dumps that nothing could cheer her up. At a young age, she lived with her biological mother in a household of size 5, in an urban area. She considers that God has something to do with what happens to her personally."
6477,Female,1983,7: July,Non-Black / Non-Hispanic,White,5,5,170,"Never married, cohabiting",None,"Enrolled in grades 1-12, not a high school graduate",3,5,Both biological parents,Urban,NO,YES,1,NO,TRUE,FALSE,-4,None of the time,1,1,1,1,6,0,1,0,0,0,white,170.0,The person is a 19-year-old female who identifies herself as White. She has been arrested 6 times and has been convicted.,"The person is a 19-year-old female who identifies herself as White. She has been arrested 6 times and has been convicted. She is 5 feet 5 inches and weighs 170 lbs. She has never been married and is currently not living alone. She is enrolled in school at the present moment. She has held 3 jobs during the year. She has used drugs in the past four years (marijuana and cocaine) and has not felt depressed over the past month. At a young age, she lived with both of her biological parents in a household of size 5, in an urban area. She considers that God has something to do with what happens to her personally."
6483,Female,1984,2: February,Non-Black / Non-Hispanic,White,5,6,114,"Never married, not cohabiting",None,"Not enrolled, no high school degree, no GED",6,4,-4,-4,NO,NO,0,NO,TRUE,FALSE,-4,None of the time,1,0,1,1,1,0,1,0,0,0,white,114.0,The person is an 18-year-old female who identifies herself as White. She has been arrested 1 time and has been convicted.,"The person is an 18-year-old female who identifies herself as White. She has been arrested 1 time and has been convicted. She is 5 feet 6 inches and weighs 114 lbs. She has never been married and is currently living alone. She does not have a high school diploma or GED certificate and is not enrolled in college. She has held 6 jobs during the year. She has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, she lived in a household of size 4. She considers that God has something to do with what happens to her personally."
6491,Female,1982,10: October,Non-Black / Non-Hispanic,White,5,2,135,"Never married, cohabiting",None,"Not enrolled, no high school degree, no GED",4,5,"Other adults, biologial parent status unknown, not group quarters",Urban,NO,NO,1,NO,TRUE,FALSE,-4,All of the time,1,1,1,1,2,0,1,0,0,0,white,135.0,The person is a 20-year-old female who identifies herself as White. She has been arrested 2 times and has been convicted.,"The person is a 20-year-old female who identifies herself as White. She has been arrested 2 times and has been convicted. She is 5 feet 2 inches and weighs 135 lbs. She has never been married and is currently not living alone. She does not have a high school diploma or GED certificate and is not enrolled in college. She has held 4 jobs during the year. She has used drugs in the past four years (marijuana and cocaine) and all of the time during the past month she has felt so down in the dumps that nothing could cheer her up. At a young age, she lived with adults other than biological, foster or adoptive parents in a household of size 5, in an urban area. She considers that God has something to do with what happens to her personally."
6502,Male,1984,6: June,Non-Black / Non-Hispanic,White,6,3,197,"Never married, not cohabiting",High school diploma (Regular 12 year program),Enrolled in a 2-year college,0,8,Both biological parents,Urban,NO,NO,0,NO,TRUE,TRUE,-4,None of the time,1,1,1,1,2,0,1,0,0,0,white,197.0,The person is an 18-year-old male who identifies himself as White. He has been arrested 2 times and has been convicted.,"The person is an 18-year-old male who identifies himself as White. He has been arrested 2 times and has been convicted. He is 6 feet 3 inches and weighs 197 lbs. He has never been married and is currently living alone. He has a high school diploma and is enrolled in a 2-year college. He has held no jobs during the year. He has used drugs in the past four years (marijuana and cocaine) and has not felt depressed over the past month. At a young age, he lived with both of his biological parents in a household of size 8, in an urban area. He considers that God has nothing to do with what happens to him personally."
6509,Female,1981,12: December,Non-Black / Non-Hispanic,"American Indian, Eskimo, or Aleut",5,4,130,"Never married, cohabiting",High school diploma (Regular 12 year program),Enrolled in a 4-year college,1,3,"Biological mother, marital status unknown",Urban,NO,NO,0,NO,FALSE,FALSE,-4,Some of the time,1,1,1,1,1,0,1,0,0,0,"american indian, eskimo or aleut",130.0,The person is a 21-year-old female who identifies herself as American Indian / Eskimo / Aleut. She has been arrested 1 time and has been convicted.,"The person is a 21-year-old female who identifies herself as American Indian / Eskimo / Aleut. She has been arrested 1 time and has been convicted. She is 5 feet 4 inches and weighs 130 lbs. She has never been married and is currently not living alone. She has a high school diploma and is enrolled in a 4-year college. She has held 1 job during the year. She has used drugs in the past four years (marijuana and cocaine) and some of the time during the past month she has felt so down in the dumps that nothing could cheer her up. At a young age, she lived with her biological mother in a household of size 3, in an urban area. She considers that God has something to do with what happens to her personally."
6528,Female,1984,9: September,Non-Black / Non-Hispanic,White,5,2,126,"Never married, not cohabiting",None,"Enrolled in grades 1-12, not a high school graduate",2,4,Both biological parents,Urban,NO,NO,0,YES,TRUE,FALSE,-4,Some of the time,1,1,1,1,1,0,0,0,0,0,white,126.0,The person is an 18-year-old female who identifies herself as White. She has been arrested 1 time but has not been convicted.,"The person is an 18-year-old female who identifies herself as White. She has been arrested 1 time but has not been convicted. She is 5 feet 2 inches and weighs 126 lbs. She has never been married and is currently living alone. She is enrolled in school at the present moment. She has held 2 jobs during the year. She has used drugs in the past four years (marijuana and cocaine) and some of the time during the past month she has felt so down in the dumps that nothing could cheer her up. At a young age, she lived with both of her biological parents in a household of size 4, in an urban area. She considers that God has something to do with what happens to her personally."
6529,Male,1981,3: March,Non-Black / Non-Hispanic,White,5,7,140,"Never married, not cohabiting",High school diploma (Regular 12 year program),"Not enrolled, high school degree",0,4,"Biological mother, marital status unknown",-3,NO,NO,0,NO,FALSE,FALSE,-4,None of the time,0,0,0,1,2,0,1,0,0,0,white,140.0,The person is a 21-year-old male who identifies himself as White. He has been arrested 2 times and has been convicted.,"The person is a 21-year-old male who identifies himself as White. He has been arrested 2 times and has been convicted. He is 5 feet 7 inches and weighs 140 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held no jobs during the year. He has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, he lived with his biological mother in a household of size 4. He considers that God has something to do with what happens to him personally."
6531,Male,1981,7: July,Non-Black / Non-Hispanic,White,5,8,175 TO 199,"Never married, not cohabiting",None,"Not enrolled, GED",0,3,"Biological mother, marital status unknown",Urban,NO,NO,0,NO,FALSE,TRUE,-4,Some of the time,1,0,1,1,4,1,1,1,1,0,white,187.0,The person is a 21-year-old male who identifies himself as White. He has been arrested 4 times and has been convicted.,"The person is a 21-year-old male who identifies himself as White. He has been arrested 4 times and has been convicted. He is 5 feet 8 inches and weighs between 175 and 199 lbs. He has never been married and is currently living alone. He does not have a high school diploma or GED certificate and is not enrolled in college. He has held no jobs during the year. He has used drugs in the past four years (marijuana) and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with his biological mother in a household of size 3, in an urban area. He considers that God has nothing to do with what happens to him personally."
6546,Female,1981,11: November,Non-Black / Non-Hispanic,Asian or Pacific Islander,5,0,115,"Never married, not cohabiting",High school diploma (Regular 12 year program),Enrolled in a 2-year college,2,4,Both biological parents,-3,NO,NO,0,NO,TRUE,FALSE,-4,Some of the time,1,0,1,1,1,0,0,0,0,0,asian or pacific islander,115.0,The person is a 21-year-old female who identifies herself as Asian / Pacific Islander. She has been arrested 1 time but has not been convicted.,"The person is a 21-year-old female who identifies herself as Asian / Pacific Islander. She has been arrested 1 time but has not been convicted. She is 5 feet 0 inches and weighs 115 lbs. She has never been married and is currently living alone. She has a high school diploma and is enrolled in a 2-year college. She has held 2 jobs during the year. She has used drugs in the past four years (marijuana) and some of the time during the past month she has felt so down in the dumps that nothing could cheer her up. At a young age, she lived with both of her biological parents in a household of size 4. She considers that God has something to do with what happens to her personally."
6547,Male,1983,7: July,Non-Black / Non-Hispanic,White,5,10,175 TO 199,"Never married, not cohabiting",GED,"Not enrolled, GED",2,4,Both biological parents,Urban,NO,NO,0,NO,FALSE,FALSE,-4,None of the time,1,0,1,1,1,0,1,0,0,0,white,187.0,The person is a 19-year-old male who identifies himself as White. He has been arrested 1 time and has been convicted.,"The person is a 19-year-old male who identifies himself as White. He has been arrested 1 time and has been convicted. He is 5 feet 10 inches and weighs between 175 and 199 lbs. He has never been married and is currently living alone. He has a GED certificate and is not enrolled in college. He has held 2 jobs during the year. He has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, he lived with both of his biological parents in a household of size 4, in an urban area. He considers that God has something to do with what happens to him personally."
6553,Male,1980,7: July,Non-Black / Non-Hispanic,White,5,10,160,"Never married, not cohabiting",GED,"Not enrolled, GED",4,5,"Biological mother, marital status unknown",-3,NO,NO,0,NO,TRUE,FALSE,0: 0%,None of the time,1,0,1,1,3,0,0,0,0,0,white,160.0,The person is a 22-year-old male who identifies himself as White. He has been arrested 3 times but has not been convicted.,"The person is a 22-year-old male who identifies himself as White. He has been arrested 3 times but has not been convicted. He is 5 feet 10 inches and weighs 160 lbs. He has never been married and is currently living alone. He has a GED certificate and is not enrolled in college. He has held 4 jobs during the year. He has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, he lived with his biological mother in a household of size 5. He considers that God has something to do with what happens to him personally."
6555,Male,1984,6: June,Non-Black / Non-Hispanic,White,6,1,210,"Never married, not cohabiting",High school diploma (Regular 12 year program),Enrolled in a 4-year college,1,5,"Biological mother, marital status unknown",Urban,NO,YES,0,NO,FALSE,FALSE,-4,None of the time,1,1,1,1,1,0,0,0,0,0,white,210.0,The person is an 18-year-old male who identifies himself as White. He has been arrested 1 time but has not been convicted.,"The person is an 18-year-old male who identifies himself as White. He has been arrested 1 time but has not been convicted. He is 6 feet 1 inch and weighs 210 lbs. He has never been married and is currently living alone. He has a high school diploma and is enrolled in a 4-year college. He has held 1 job during the year. He has used drugs in the past four years (marijuana and cocaine) and has not felt depressed over the past month. At a young age, he lived with his biological mother in a household of size 5, in an urban area. He considers that God has something to do with what happens to him personally."
6571,Male,1981,10: October,Black,Black or African American,6,5,215,"Never married, not cohabiting",High school diploma (Regular 12 year program),"Not enrolled, high school degree",1,3,"Other adults, biologial parent status unknown, not group quarters",Urban,NO,YES,0,NO,FALSE,FALSE,-4,None of the time,1,0,1,1,1,1,0,0,1,0,black,215.0,The person is a 21-year-old male who identifies himself as Black. He has been arrested 1 time but has not been convicted.,"The person is a 21-year-old male who identifies himself as Black. He has been arrested 1 time but has not been convicted. He is 6 feet 5 inches and weighs 215 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held 1 job during the year. He has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, he lived with adults other than biological, foster or adoptive parents in a household of size 3, in an urban area. He considers that God has something to do with what happens to him personally."
6575,Female,1981,8: August,Black,Black or African American,5,6,150 TO 174,"Never married, not cohabiting",None,"Not enrolled, no high school degree, no GED",0,4,"Biological mother, marital status unknown",Urban,NO,NO,1,NO,TRUE,FALSE,-4,Some of the time,1,1,1,1,1,1,1,1,1,0,black,162.0,The person is a 21-year-old female who identifies herself as Black. She has been arrested 1 time and has been convicted.,"The person is a 21-year-old female who identifies herself as Black. She has been arrested 1 time and has been convicted. She is 5 feet 6 inches and weighs between 150 and 174 lbs. She has never been married and is currently living alone. She does not have a high school diploma or GED certificate and is not enrolled in college. She has held no jobs during the year. She has used drugs in the past four years (marijuana and cocaine) and some of the time during the past month she has felt so down in the dumps that nothing could cheer her up. At a young age, she lived with her biological mother in a household of size 4, in an urban area. She considers that God has something to do with what happens to her personally."
6576,Male,1984,8: August,Black,Black or African American,5,10,180,"Never married, not cohabiting",None,"Not enrolled, no high school degree, no GED",0,2,"Biological mother, marital status unknown",Urban,NO,NO,0,YES,TRUE,TRUE,-4,Some of the time,1,1,1,1,2,0,1,0,0,0,black,180.0,The person is an 18-year-old male who identifies himself as Black. He has been arrested 2 times and has been convicted.,"The person is an 18-year-old male who identifies himself as Black. He has been arrested 2 times and has been convicted. He is 5 feet 10 inches and weighs 180 lbs. He has never been married and is currently living alone. He does not have a high school diploma or GED certificate and is not enrolled in college. He has held no jobs during the year. He has used drugs in the past four years (marijuana and cocaine) and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with his biological mother in a household of size 2, in an urban area. He considers that God has nothing to do with what happens to him personally."
6577,Male,1984,4: April,Black,Black or African American,5,11,185,"Never married, not cohabiting",High school diploma (Regular 12 year program),"Not enrolled, high school degree",2,4,"Biological mother, marital status unknown",Urban,NO,NO,0,NO,TRUE,FALSE,-4,Most of the time,1,0,1,1,1,1,0,1,1,0,black,185.0,The person is an 18-year-old male who identifies himself as Black. He has been arrested 1 time but has not been convicted.,"The person is an 18-year-old male who identifies himself as Black. He has been arrested 1 time but has not been convicted. He is 5 feet 11 inches and weighs 185 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held 2 jobs during the year. He has used drugs in the past four years (marijuana) and most of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with his biological mother in a household of size 4, in an urban area. He considers that God has something to do with what happens to him personally."
6578,Male,1983,2: February,Non-Black / Non-Hispanic,White,6,1,200 TO 224,"Never married, not cohabiting",None,"Not enrolled, GED",3,2,"Biological mother, marital status unknown",Urban,NO,NO,0,NO,FALSE,TRUE,-4,None of the time,1,0,1,1,2,0,1,0,0,0,white,212.0,The person is a 19-year-old male who identifies himself as White. He has been arrested 2 times and has been convicted.,"The person is a 19-year-old male who identifies himself as White. He has been arrested 2 times and has been convicted. He is 6 feet 1 inch and weighs between 200 and 224 lbs. He has never been married and is currently living alone. He does not have a high school diploma or GED certificate and is not enrolled in college. He has held 3 jobs during the year. He has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, he lived with his biological mother in a household of size 2, in an urban area. He considers that God has nothing to do with what happens to him personally."
6592,Female,1984,8: August,Black,Black or African American,5,2,140,"Never married, not cohabiting",None,"Not enrolled, no high school degree, no GED",1,6,-4,-4,NO,NO,0,NO,TRUE,FALSE,-4,None of the time,0,0,0,1,3,1,0,1,1,0,black,140.0,The person is an 18-year-old female who identifies herself as Black. She has been arrested 3 times but has not been convicted.,"The person is an 18-year-old female who identifies herself as Black. She has been arrested 3 times but has not been convicted. She is 5 feet 2 inches and weighs 140 lbs. She has never been married and is currently living alone. She does not have a high school diploma or GED certificate and is not enrolled in college. She has held 1 job during the year. She has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, she lived in a household of size 6. She considers that God has something to do with what happens to her personally."
6595,Male,1983,3: March,Black,Black or African American,5,7,137,"Never married, not cohabiting",GED,"Not enrolled, GED",1,4,"Biological mother, marital status unknown",Urban,NO,NO,0,NO,TRUE,TRUE,-4,Some of the time,1,0,1,1,1,1,0,0,1,0,black,137.0,The person is a 19-year-old male who identifies himself as Black. He has been arrested 1 time but has not been convicted.,"The person is a 19-year-old male who identifies himself as Black. He has been arrested 1 time but has not been convicted. He is 5 feet 7 inches and weighs 137 lbs. He has never been married and is currently living alone. He has a GED certificate and is not enrolled in college. He has held 1 job during the year. He has used drugs in the past four years (marijuana) and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with his biological mother in a household of size 4, in an urban area. He considers that God has nothing to do with what happens to him personally."
6597,Male,1980,6: June,Black,Black or African American,6,1,160,"Never married, not cohabiting",High school diploma (Regular 12 year program),"Not enrolled, high school degree",0,2,"Biological mother, marital status unknown",Urban,NO,NO,0,NO,TRUE,FALSE,1 TO 10: 1%-10%,Some of the time,1,0,1,1,4,1,1,1,1,0,black,160.0,The person is a 22-year-old male who identifies himself as Black. He has been arrested 4 times and has been convicted.,"The person is a 22-year-old male who identifies himself as Black. He has been arrested 4 times and has been convicted. He is 6 feet 1 inch and weighs 160 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held no jobs during the year. He has used drugs in the past four years (marijuana) and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with his biological mother in a household of size 2, in an urban area. He considers that God has something to do with what happens to him personally."
6604,Male,1984,8: August,Hispanic,R REFUSES TO CLASSIFY RACE EXCEPT HISPANIC/LATINO,5,9,147,"Never married, not cohabiting",High school diploma (Regular 12 year program),"Not enrolled, high school degree",2,6,Both biological parents,Urban,NO,NO,0,NO,TRUE,FALSE,-4,None of the time,0,0,0,1,1,0,0,0,0,0,hispanic,147.0,The person is an 18-year-old male who identifies himself as Hispanic. He has been arrested 1 time but has not been convicted.,"The person is an 18-year-old male who identifies himself as Hispanic. He has been arrested 1 time but has not been convicted. He is 5 feet 9 inches and weighs 147 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held 2 jobs during the year. He has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, he lived with both of his biological parents in a household of size 6, in an urban area. He considers that God has something to do with what happens to him personally."
6611,Male,1980,7: July,Hispanic,R REFUSES TO CLASSIFY RACE EXCEPT HISPANIC/LATINO,5,6,240,"Never married, cohabiting",None,"Not enrolled, no high school degree, no GED",3,6,"Biological mother, marital status unknown",Urban,NO,NO,0,NO,FALSE,TRUE,20,Some of the time,1,1,1,1,1,0,1,0,0,0,hispanic,240.0,The person is a 22-year-old male who identifies himself as Hispanic. He has been arrested 1 time and has been convicted.,"The person is a 22-year-old male who identifies himself as Hispanic. He has been arrested 1 time and has been convicted. He is 5 feet 6 inches and weighs 240 lbs. He has never been married and is currently not living alone. He does not have a high school diploma or GED certificate and is not enrolled in college. He has held 3 jobs during the year. He has used drugs in the past four years (marijuana and cocaine) and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with his biological mother in a household of size 6, in an urban area. He considers that God has nothing to do with what happens to him personally."
6612,Male,1982,6: June,Hispanic,White,5,7,180,"Never married, not cohabiting",None,"Not enrolled, no high school degree, no GED",0,6,"Biological mother, marital status unknown",Urban,NO,YES,0,NO,TRUE,FALSE,-4,None of the time,1,1,1,1,10,0,1,0,0,0,hispanic,180.0,The person is a 20-year-old male who identifies himself as Hispanic. He has been arrested 10 times and has been convicted.,"The person is a 20-year-old male who identifies himself as Hispanic. He has been arrested 10 times and has been convicted. He is 5 feet 7 inches and weighs 180 lbs. He has never been married and is currently living alone. He does not have a high school diploma or GED certificate and is not enrolled in college. He has held no jobs during the year. He has used drugs in the past four years (marijuana and cocaine) and has not felt depressed over the past month. At a young age, he lived with his biological mother in a household of size 6, in an urban area. He considers that God has something to do with what happens to him personally."
6613,Male,1984,3: March,Hispanic,White,5,6,185,"Never married, not cohabiting",None,"Not enrolled, no high school degree, no GED",2,6,"Biological mother, marital status unknown",Urban,NO,NO,0,NO,TRUE,FALSE,-4,None of the time,1,1,1,1,11,1,1,1,1,0,hispanic,185.0,The person is an 18-year-old male who identifies himself as Hispanic. He has been arrested 11 times and has been convicted.,"The person is an 18-year-old male who identifies himself as Hispanic. He has been arrested 11 times and has been convicted. He is 5 feet 6 inches and weighs 185 lbs. He has never been married and is currently living alone. He does not have a high school diploma or GED certificate and is not enrolled in college. He has held 2 jobs during the year. He has used drugs in the past four years (marijuana and cocaine) and has not felt depressed over the past month. At a young age, he lived with his biological mother in a household of size 6, in an urban area. He considers that God has something to do with what happens to him personally."
6614,Male,1982,10: October,Hispanic,R REFUSES TO CLASSIFY RACE EXCEPT HISPANIC/LATINO,5,5,145,"Never married, not cohabiting",None,"Not enrolled, no high school degree, no GED",1,6,-4,-4,NO,NO,0,YES,TRUE,FALSE,-4,Some of the time,0,0,0,1,6,1,1,0,1,0,hispanic,145.0,The person is a 20-year-old male who identifies himself as Hispanic. He has been arrested 6 times and has been convicted.,"The person is a 20-year-old male who identifies himself as Hispanic. He has been arrested 6 times and has been convicted. He is 5 feet 5 inches and weighs 145 lbs. He has never been married and is currently living alone. He does not have a high school diploma or GED certificate and is not enrolled in college. He has held 1 job during the year. He has not used any drugs in the past four years and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived in a household of size 6. He considers that God has something to do with what happens to him personally."
6621,Male,1982,8: August,Hispanic,White,5,11,185,"Never married, cohabiting",High school diploma (Regular 12 year program),Enrolled in a 4-year college,2,6,-4,-4,NO,YES,0,NO,TRUE,FALSE,-4,None of the time,1,0,1,1,1,1,1,1,1,0,hispanic,185.0,The person is a 20-year-old male who identifies himself as Hispanic. He has been arrested 1 time and has been convicted.,"The person is a 20-year-old male who identifies himself as Hispanic. He has been arrested 1 time and has been convicted. He is 5 feet 11 inches and weighs 185 lbs. He has never been married and is currently not living alone. He has a high school diploma and is enrolled in a 4-year college. He has held 2 jobs during the year. He has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, he lived in a household of size 6. He considers that God has something to do with what happens to him personally."
6622,Male,1984,1: January,Hispanic,R REFUSES TO CLASSIFY RACE EXCEPT HISPANIC/LATINO,5,6,140,"Never married, cohabiting",None,"Enrolled in grades 1-12, not a high school graduate",3,6,-4,-4,NO,NO,0,NO,FALSE,FALSE,-4,None of the time,0,0,0,1,2,0,0,0,0,0,hispanic,140.0,The person is an 18-year-old male who identifies himself as Hispanic. He has been arrested 2 times but has not been convicted.,"The person is an 18-year-old male who identifies himself as Hispanic. He has been arrested 2 times but has not been convicted. He is 5 feet 6 inches and weighs 140 lbs. He has never been married and is currently not living alone. He is enrolled in school at the present moment. He has held 3 jobs during the year. He has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, he lived in a household of size 6. He considers that God has something to do with what happens to him personally."
