pubid,sex,birthyear,birthmonth,race_ethnicity,race_specific,married02,educ02,college02,experience02,hhsize97,homelessness,faminjail,foodstamp,depression,marijuana,cocaine,anydrug,arrestedby2002,numberofarrestsby2002,arrestedafter2002,convictedby2002,convictedafter2002,recidivism,firstcrime,race,num_weight,short,long,height_cm
6604,1,1984,7,1,3,5,3,6.0,2,6,0,0,0,2,0,0,0,1,1,0,0,0,0,0,3,147.0,The person is an 18-year-old male who identifies himself as Hispanic. He has been arrested 1 time but has not been convicted.,"The person is an 18-year-old male who identifies himself as Hispanic. He has been arrested 1 time but has not been convicted. He is 5 feet 9 inches and weighs 147 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held 2 jobs during the year. He has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, he lived with both of his biological parents in a household of size 6, in an urban area. He considers that God has something to do with what happens to him personally.",175
6621,1,1982,7,1,5,4,3,1.0,2,6,0,1,0,2,1,0,1,1,1,1,1,1,1,0,3,185.0,The person is a 20-year-old male who identifies himself as Hispanic. He has been arrested 1 time and has been convicted.,"The person is a 20-year-old male who identifies himself as Hispanic. He has been arrested 1 time and has been convicted. He is 5 feet 11 inches and weighs 185 lbs. He has never been married and is currently not living alone. He has a high school diploma and is enrolled in a 4-year college. He has held 2 jobs during the year. He has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, he lived in a household of size 6. He considers that God has something to do with what happens to him personally.",180
6668,1,1981,1,1,3,3,3,6.0,4,7,0,0,0,2,1,0,1,1,1,0,1,0,0,0,3,190.0,The person is a 21-year-old male who identifies himself as Hispanic. He has been arrested 1 time and has been convicted.,"The person is a 21-year-old male who identifies himself as Hispanic. He has been arrested 1 time and has been convicted. He is 5 feet 8 inches and weighs 190 lbs. He is married and is currently living with his spouse. He has a high school diploma and is not enrolled in college. He has held 4 jobs during the year. He has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, he lived in a household of size 7. He considers that God has something to do with what happens to him personally.",173
6669,1,1983,0,1,3,5,3,6.0,2,7,0,0,0,2,0,0,0,1,1,1,0,1,1,0,3,166.0,The person is a 19-year-old male who identifies himself as Hispanic. He has been arrested 1 time but has not been convicted.,"The person is a 19-year-old male who identifies himself as Hispanic. He has been arrested 1 time but has not been convicted. He is 5 feet 9 inches and weighs 166 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held 2 jobs during the year. He has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, he lived in a household of size 7. He considers that God has something to do with what happens to him personally.",175
6684,1,1980,9,1,3,5,2,0.0,3,5,0,0,0,3,1,0,1,1,3,0,0,0,0,0,3,165.0,The person is a 22-year-old male who identifies himself as Hispanic. He has been arrested 3 times but has not been convicted.,"The person is a 22-year-old male who identifies himself as Hispanic. He has been arrested 3 times but has not been convicted. He is 5 feet 11 inches and weighs 165 lbs. He has never been married and is currently living alone. He has a GED certificate and is enrolled in a 2-year college. He has held 3 jobs during the year. He has used drugs in the past four years (marijuana) and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived in a household of size 5. He considers that God has nothing to do with what happens to him personally.",180
6689,0,1983,10,1,2,5,3,6.0,0,8,0,1,0,2,1,0,1,1,1,1,1,0,1,0,3,3.0,The person is a 19-year-old female who identifies herself as Hispanic. She has been arrested 1 time and has been convicted.,"The person is a 19-year-old female who identifies herself as Hispanic. She has been arrested 1 time and has been convicted. She is 5 feet 4 inches. She has never been married and is currently living alone. She has a high school diploma and is not enrolled in college. She has held no jobs during the year. She has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, she lived with adults other than biological, foster or adoptive parents in a household of size 8, in an urban area. She considers that God has something to do with what happens to her personally.",163
6723,1,1983,7,1,3,5,3,7.0,0,6,0,1,0,3,1,1,1,1,1,0,1,0,0,0,3,187.0,The person is a 19-year-old male who identifies himself as Hispanic. He has been arrested 1 time and has been convicted.,"The person is a 19-year-old male who identifies himself as Hispanic. He has been arrested 1 time and has been convicted. He is 5 feet 8 inches and weighs between 175 and 199 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held no jobs during the year. He has used drugs in the past four years (marijuana and cocaine) and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with his biological mother in a household of size 6, in an urban area. He considers that God has something to do with what happens to him personally.",173
6753,0,1984,9,1,5,5,3,0.0,0,7,0,0,0,2,1,1,1,1,2,0,0,0,0,0,3,138.0,The person is an 18-year-old female who identifies herself as Hispanic. She has been arrested 2 times but has not been convicted.,"The person is an 18-year-old female who identifies herself as Hispanic. She has been arrested 2 times but has not been convicted. She is 5 feet 7 inches and weighs 138 lbs. She has never been married and is currently living alone. She has a high school diploma and is enrolled in a 2-year college. She has held no jobs during the year. She has used drugs in the past four years (marijuana and cocaine) and has not felt depressed over the past month. At a young age, she lived with her biological mother in a household of size 7, in an urban area. She considers that God has something to do with what happens to her personally.",170
6830,1,1982,3,1,3,5,3,7.0,1,6,0,0,0,2,0,0,0,1,1,0,1,0,0,0,3,190.0,The person is a 20-year-old male who identifies himself as Hispanic. He has been arrested 1 time and has been convicted.,"The person is a 20-year-old male who identifies himself as Hispanic. He has been arrested 1 time and has been convicted. He is 5 feet 11 inches and weighs 190 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held 1 job during the year. He has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, he lived with both of his biological parents in a household of size 6, in an urban area. He considers that God has something to do with what happens to him personally.",180
6850,1,1984,1,1,3,4,3,6.0,1,3,0,0,0,3,0,0,0,1,1,0,0,0,0,0,3,162.0,The person is an 18-year-old male who identifies himself as Hispanic. He has been arrested 1 time but has not been convicted.,"The person is an 18-year-old male who identifies himself as Hispanic. He has been arrested 1 time but has not been convicted. He is 5 feet 11 inches and weighs between 150 and 174 lbs. He has never been married and is currently not living alone. He has a high school diploma and is not enrolled in college. He has held 1 job during the year. He has not used any drugs in the past four years and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with both of his biological parents in a household of size 3, in an urban area. He considers that God has nothing to do with what happens to him personally.",180
6863,1,1981,3,0,2,4,3,6.0,1,5,0,0,1,2,1,0,1,1,2,0,1,0,0,0,2,155.0,The person is a 21-year-old male who identifies himself as Black. He has been arrested 2 times and has been convicted.,"The person is a 21-year-old male who identifies himself as Black. He has been arrested 2 times and has been convicted. He is 5 feet 7 inches and weighs 155 lbs. He has never been married and is currently not living alone. He has a high school diploma and is not enrolled in college. He has held 1 job during the year. He has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, he lived with his biological mother in a household of size 5. He considers that God has something to do with what happens to him personally.",170
6870,1,1982,11,0,2,5,3,6.0,2,4,0,0,0,2,1,0,1,1,1,0,0,0,0,0,2,170.0,The person is a 20-year-old male who identifies himself as Black. He has been arrested 1 time but has not been convicted.,"The person is a 20-year-old male who identifies himself as Black. He has been arrested 1 time but has not been convicted. He is 6 feet 2 inches and weighs 170 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held 2 jobs during the year. He has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, he lived with his biological mother in a household of size 4, in an urban area. He considers that God has something to do with what happens to him personally.",188
6879,1,1980,10,0,2,5,3,7.0,2,5,1,0,0,2,1,0,1,1,1,1,0,1,1,0,2,212.0,The person is a 22-year-old male who identifies himself as Black. He has been arrested 1 time but has not been convicted.,"The person is a 22-year-old male who identifies himself as Black. He has been arrested 1 time but has not been convicted. He is 5 feet 11 inches and weighs between 200 and 224 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held 2 jobs during the year. He has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, he lived with his biological mother in a household of size 5, in an urban area. He considers that God has something to do with what happens to him personally.",180
6901,1,1980,0,0,2,5,3,6.0,1,5,0,0,0,2,1,1,1,1,1,1,0,0,1,0,2,137.0,The person is a 22-year-old male who identifies himself as Black. He has been arrested 1 time but has not been convicted.,"The person is a 22-year-old male who identifies himself as Black. He has been arrested 1 time but has not been convicted. He is 5 feet 7 inches and weighs between 125 and 149 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held 1 job during the year. He has used drugs in the past four years (marijuana and cocaine) and has not felt depressed over the past month. At a young age, he lived with his biological mother in a household of size 5, in an urban area. He considers that God has something to do with what happens to him personally.",170
6920,0,1982,8,0,2,5,3,7.0,0,4,0,0,1,2,0,1,1,1,2,0,0,0,0,0,2,130.0,The person is a 20-year-old female who identifies herself as Black. She has been arrested 2 times but has not been convicted.,"The person is a 20-year-old female who identifies herself as Black. She has been arrested 2 times but has not been convicted. She is 5 feet 1 inch and weighs 130 lbs. She has never been married and is currently living alone. She has a high school diploma and is not enrolled in college. She has held no jobs during the year. She has used drugs in the past four years (cocaine) and has not felt depressed over the past month. At a young age, she lived with her biological mother in a household of size 4. She considers that God has something to do with what happens to her personally.",155
6938,0,1984,4,1,3,5,3,6.0,1,6,0,0,0,3,0,0,0,1,2,0,0,0,0,0,3,124.0,The person is an 18-year-old female who identifies herself as Hispanic. She has been arrested 2 times but has not been convicted.,"The person is an 18-year-old female who identifies herself as Hispanic. She has been arrested 2 times but has not been convicted. She is 5 feet 3 inches and weighs 124 lbs. She has never been married and is currently living alone. She has a high school diploma and is not enrolled in college. She has held 1 job during the year. She has not used any drugs in the past four years and some of the time during the past month she has felt so down in the dumps that nothing could cheer her up. At a young age, she lived with both of her biological parents in a household of size 6, in an urban area. She considers that God has something to do with what happens to her personally.",160
6939,1,1981,3,1,3,5,3,6.0,1,6,0,0,0,3,1,0,1,1,8,1,1,1,1,0,3,130.0,The person is a 21-year-old male who identifies himself as Hispanic. He has been arrested 8 times and has been convicted.,"The person is a 21-year-old male who identifies himself as Hispanic. He has been arrested 8 times and has been convicted. He is 5 feet 3 inches and weighs 130 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held 1 job during the year. He has used drugs in the past four years (marijuana) and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with his biological father in a household of size 6, in an urban area. He considers that God has something to do with what happens to him personally.",160
7005,1,1983,5,0,2,4,3,0.0,2,5,0,0,0,2,0,0,0,1,1,0,0,0,0,0,2,160.0,The person is a 19-year-old male who identifies himself as Black. He has been arrested 1 time but has not been convicted.,"The person is a 19-year-old male who identifies himself as Black. He has been arrested 1 time but has not been convicted. He is 5 feet 10 inches and weighs 160 lbs. He has never been married and is currently not living alone. He has a high school diploma and is enrolled in a 2-year college. He has held 2 jobs during the year. He has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, he lived with his biological mother in a household of size 5, in an urban area. He considers that God has something to do with what happens to him personally.",178
7030,1,1981,8,0,2,5,3,1.0,1,7,0,0,0,2,1,0,1,1,2,1,1,0,1,0,2,210.0,The person is a 21-year-old male who identifies himself as Black. He has been arrested 2 times and has been convicted.,"The person is a 21-year-old male who identifies himself as Black. He has been arrested 2 times and has been convicted. He is 6 feet 4 inches and weighs 210 lbs. He has never been married and is currently living alone. He has a high school diploma and is enrolled in a 4-year college. He has held 1 job during the year. He has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, he lived with his biological mother in a household of size 7, in an urban area. He considers that God has something to do with what happens to him personally.",193
7044,1,1982,8,0,2,5,3,0.0,1,2,0,0,0,2,1,0,1,1,1,0,0,0,0,0,2,185.0,The person is a 20-year-old male who identifies himself as Black. He has been arrested 1 time but has not been convicted.,"The person is a 20-year-old male who identifies himself as Black. He has been arrested 1 time but has not been convicted. He is 6 feet 0 inches and weighs 185 lbs. He has never been married and is currently living alone. He has a high school diploma and is enrolled in a 2-year college. He has held 1 job during the year. He has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, he lived with his biological mother in a household of size 2, in an urban area. He considers that God has something to do with what happens to him personally.",183
7066,0,1980,11,0,2,5,3,6.0,3,6,0,0,0,3,1,0,1,1,2,0,0,0,0,0,2,152.0,The person is a 22-year-old female who identifies herself as Black. She has been arrested 2 times but has not been convicted.,"The person is a 22-year-old female who identifies herself as Black. She has been arrested 2 times but has not been convicted. She is 5 feet 4 inches and weighs 152 lbs. She has never been married and is currently living alone. She has a high school diploma and is not enrolled in college. She has held 3 jobs during the year. She has used drugs in the past four years (marijuana) and some of the time during the past month she has felt so down in the dumps that nothing could cheer her up. At a young age, she lived with her biological mother in a household of size 6, in an urban area. She considers that God has something to do with what happens to her personally.",163
7097,1,1983,6,0,2,5,3,7.0,3,6,0,0,0,2,1,0,1,1,1,0,0,0,0,0,2,160.0,The person is a 19-year-old male who identifies himself as Black. He has been arrested 1 time but has not been convicted.,"The person is a 19-year-old male who identifies himself as Black. He has been arrested 1 time but has not been convicted. He is 5 feet 11 inches and weighs 160 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held 3 jobs during the year. He has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, he lived with his biological mother in a household of size 6, in an urban area. He considers that God has nothing to do with what happens to him personally.",180
7099,0,1982,2,0,2,5,3,0.0,2,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,115.0,The person is a 20-year-old female who identifies herself as Black. She has been arrested 1 time but has not been convicted.,"The person is a 20-year-old female who identifies herself as Black. She has been arrested 1 time but has not been convicted. She is 5 feet 3 inches and weighs 115 lbs. She has never been married and is currently living alone. She has a high school diploma and is enrolled in a 2-year college. She has held 2 jobs during the year. She has not used any drugs in the past four years and most of the time during the past month she has felt so down in the dumps that nothing could cheer her up. At a young age, she lived in a household of size 3. She considers that God has something to do with what happens to her personally.",160
7119,1,1982,3,0,2,4,2,5.0,2,4,1,0,1,3,1,0,1,1,1,0,1,0,0,0,2,162.0,The person is a 20-year-old male who identifies himself as Black. He has been arrested 1 time and has been convicted.,"The person is a 20-year-old male who identifies himself as Black. He has been arrested 1 time and has been convicted. He is 6 feet 1 inch and weighs between 150 and 174 lbs. He has never been married and is currently not living alone. He has a GED certificate and is not enrolled in college. He has held 2 jobs during the year. He has used drugs in the past four years (marijuana) and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with his biological mother in a household of size 4, in an urban area. He considers that God has something to do with what happens to him personally.",185
7134,1,1981,9,1,3,7,3,7.0,0,6,0,0,0,2,0,0,0,1,4,0,1,0,0,0,3,185.0,The person is a 21-year-old male who identifies himself as Hispanic. He has been arrested 4 times and has been convicted.,"The person is a 21-year-old male who identifies himself as Hispanic. He has been arrested 4 times and has been convicted. He is 5 feet 7 inches and weighs 185 lbs. He is separated and is currently living alone. He has a high school diploma and is not enrolled in college. He has held no jobs during the year. He has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, he lived with both of his biological parents in a household of size 6, in an urban area. He considers that God has nothing to do with what happens to him personally.",170
7145,0,1982,4,1,3,5,3,6.0,3,6,0,0,0,2,0,0,0,1,1,0,0,0,0,0,3,85.0,The person is a 20-year-old female who identifies herself as Hispanic. She has been arrested 1 time but has not been convicted.,"The person is a 20-year-old female who identifies herself as Hispanic. She has been arrested 1 time but has not been convicted. She is 5 feet 1 inch. She has never been married and is currently living alone. She has a high school diploma and is not enrolled in college. She has held 3 jobs during the year. She has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, she lived with both of her biological parents in a household of size 6, in an urban area. She considers that God has nothing to do with what happens to her personally.",155
7146,1,1983,9,1,5,5,3,0.0,2,6,0,0,0,2,0,0,0,1,1,0,0,0,0,0,3,137.0,The person is a 19-year-old male who identifies himself as Hispanic. He has been arrested 1 time but has not been convicted.,"The person is a 19-year-old male who identifies himself as Hispanic. He has been arrested 1 time but has not been convicted. He is 5 feet 8 inches and weighs between 125 and 149 lbs. He has never been married and is currently living alone. He has a high school diploma and is enrolled in a 2-year college. He has held 2 jobs during the year. He has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, he lived with both of his biological parents in a household of size 6, in an urban area. He considers that God has something to do with what happens to him personally.",173
7153,1,1981,8,1,5,4,2,5.0,1,3,0,1,0,2,1,1,1,1,9,0,1,0,0,0,3,155.0,The person is a 21-year-old male who identifies himself as Hispanic. He has been arrested 9 times and has been convicted.,"The person is a 21-year-old male who identifies himself as Hispanic. He has been arrested 9 times and has been convicted. He is 5 feet 6 inches and weighs 155 lbs. He has never been married and is currently not living alone. He has a GED certificate and is not enrolled in college. He has held 1 job during the year. He has used drugs in the past four years (marijuana and cocaine) and has not felt depressed over the past month. At a young age, he lived with his biological father in a household of size 3, in an urban area. He considers that God has something to do with what happens to him personally.",168
7160,1,1981,8,1,3,5,3,6.0,3,3,0,0,0,2,1,1,1,1,1,1,0,1,1,0,3,170.0,The person is a 21-year-old male who identifies himself as Hispanic. He has been arrested 1 time but has not been convicted.,"The person is a 21-year-old male who identifies himself as Hispanic. He has been arrested 1 time but has not been convicted. He is 5 feet 8 inches and weighs 170 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held 3 jobs during the year. He has used drugs in the past four years (marijuana and cocaine) and has not felt depressed over the past month. At a young age, he lived in a household of size 3. He considers that God has nothing to do with what happens to him personally.",173
7191,1,1980,1,1,3,4,3,6.0,2,7,0,0,0,2,1,1,1,1,1,1,1,1,1,0,3,142.0,The person is a 22-year-old male who identifies himself as Hispanic. He has been arrested 1 time and has been convicted.,"The person is a 22-year-old male who identifies himself as Hispanic. He has been arrested 1 time and has been convicted. He is 5 feet 6 inches and weighs 142 lbs. He has never been married and is currently not living alone. He has a high school diploma and is not enrolled in college. He has held 2 jobs during the year. He has used drugs in the past four years (marijuana and cocaine) and has not felt depressed over the past month. At a young age, he lived with both of his biological parents in a household of size 7, in an urban area. He considers that God has something to do with what happens to him personally.",168
7198,0,1982,7,1,3,4,3,0.0,4,7,0,0,0,2,1,0,1,1,1,0,0,0,0,0,3,145.0,The person is a 20-year-old female who identifies herself as Hispanic. She has been arrested 1 time but has not been convicted.,"The person is a 20-year-old female who identifies herself as Hispanic. She has been arrested 1 time but has not been convicted. She is 5 feet 4 inches and weighs 145 lbs. She has never been married and is currently not living alone. She has a high school diploma and is enrolled in a 2-year college. She has held 4 jobs during the year. She has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, she lived with her biological mother in a household of size 7, in an urban area. She considers that God has nothing to do with what happens to her personally.",163
7204,0,1980,4,1,5,5,3,6.0,2,6,0,1,0,3,1,1,1,1,1,0,1,0,0,0,3,135.0,The person is a 22-year-old female who identifies herself as Hispanic. She has been arrested 1 time and has been convicted.,"The person is a 22-year-old female who identifies herself as Hispanic. She has been arrested 1 time and has been convicted. She is 5 feet 7 inches and weighs 135 lbs. She has never been married and is currently living alone. She has a high school diploma and is not enrolled in college. She has held 2 jobs during the year. She has used drugs in the past four years (marijuana and cocaine) and some of the time during the past month she has felt so down in the dumps that nothing could cheer her up. At a young age, she lived with her biological mother in a household of size 6. She considers that God has something to do with what happens to her personally.",170
7253,1,1983,7,0,2,5,2,5.0,2,2,0,0,0,2,0,0,0,1,1,0,0,0,0,0,2,140.0,The person is a 19-year-old male who identifies himself as Black. He has been arrested 1 time but has not been convicted.,"The person is a 19-year-old male who identifies himself as Black. He has been arrested 1 time but has not been convicted. He is 5 feet 7 inches and weighs 140 lbs. He has never been married and is currently living alone. He has a GED certificate and is not enrolled in college. He has held 2 jobs during the year. He has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, he lived in a household of size 2. He considers that God has nothing to do with what happens to him personally.",170
7256,1,1980,6,0,2,5,3,1.0,2,5,0,0,0,3,1,1,1,1,3,0,1,0,0,0,2,195.0,The person is a 22-year-old male who identifies himself as Black. He has been arrested 3 times and has been convicted.,"The person is a 22-year-old male who identifies himself as Black. He has been arrested 3 times and has been convicted. He is 6 feet 0 inches and weighs 195 lbs. He has never been married and is currently living alone. He has a high school diploma and is enrolled in a 4-year college. He has held 2 jobs during the year. He has used drugs in the past four years (marijuana and cocaine) and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with both of his biological parents in a household of size 5, in an urban area. He considers that God has something to do with what happens to him personally.",183
7257,1,1981,11,0,2,5,3,1.0,0,4,0,0,0,2,1,1,1,1,2,0,1,0,0,0,2,212.0,The person is a 21-year-old male who identifies himself as Black. He has been arrested 2 times and has been convicted.,"The person is a 21-year-old male who identifies himself as Black. He has been arrested 2 times and has been convicted. He is 5 feet 11 inches and weighs between 200 and 224 lbs. He has never been married and is currently living alone. He has a high school diploma and is enrolled in a 4-year college. He has held no jobs during the year. He has used drugs in the past four years (marijuana and cocaine) and has not felt depressed over the past month. At a young age, he lived with both of his biological parents in a household of size 4, in an urban area. He considers that God has something to do with what happens to him personally.",180
7272,1,1983,5,0,2,5,3,7.0,0,3,0,0,0,2,1,0,1,1,1,0,0,0,0,0,2,137.0,The person is a 19-year-old male who identifies himself as Black. He has been arrested 1 time but has not been convicted.,"The person is a 19-year-old male who identifies himself as Black. He has been arrested 1 time but has not been convicted. He is 5 feet 4 inches and weighs between 125 and 149 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held no jobs during the year. He has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, he lived with his biological mother in a household of size 3, in a rural area. He considers that God has something to do with what happens to him personally.",163
7311,1,1981,6,0,2,5,3,1.0,0,3,0,0,0,3,0,0,0,1,1,0,0,0,0,0,2,187.0,The person is a 21-year-old male who identifies himself as Black. He has been arrested 1 time but has not been convicted.,"The person is a 21-year-old male who identifies himself as Black. He has been arrested 1 time but has not been convicted. He is 5 feet 11 inches and weighs between 175 and 199 lbs. He has never been married and is currently living alone. He has a high school diploma and is enrolled in a 4-year college. He has held no jobs during the year. He has not used any drugs in the past four years and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with his biological mother in a household of size 3, in an urban area. He considers that God has nothing to do with what happens to him personally.",180
7337,1,1984,7,0,2,5,3,7.0,0,4,0,0,0,2,0,0,0,1,1,0,0,0,0,0,2,230.0,The person is an 18-year-old male who identifies himself as Black. He has been arrested 1 time but has not been convicted.,"The person is an 18-year-old male who identifies himself as Black. He has been arrested 1 time but has not been convicted. He is 6 feet 3 inches and weighs 230 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held no jobs during the year. He has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, he lived with both of his biological parents in a household of size 4, in a rural area. He considers that God has something to do with what happens to him personally.",190
7347,1,1982,9,1,3,5,3,6.0,1,5,0,0,0,2,0,0,0,1,1,0,1,0,0,0,3,160.0,The person is a 20-year-old male who identifies himself as Hispanic. He has been arrested 1 time and has been convicted.,"The person is a 20-year-old male who identifies himself as Hispanic. He has been arrested 1 time and has been convicted. He is 5 feet 5 inches and weighs 160 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held 1 job during the year. He has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, he lived with his biological mother in a household of size 5, in an urban area. He considers that God has nothing to do with what happens to him personally.",165
7355,1,1983,6,1,3,5,2,5.0,0,5,0,0,0,3,1,1,1,1,2,0,1,0,0,0,3,135.0,The person is a 19-year-old male who identifies himself as Hispanic. He has been arrested 2 times and has been convicted.,"The person is a 19-year-old male who identifies himself as Hispanic. He has been arrested 2 times and has been convicted. He is 5 feet 3 inches and weighs 135 lbs. He has never been married and is currently living alone. He has a GED certificate and is not enrolled in college. He has held no jobs during the year. He has used drugs in the past four years (marijuana and cocaine) and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived in a household of size 5. He considers that God has nothing to do with what happens to him personally.",160
7364,1,1982,10,1,2,5,3,6.0,2,3,0,0,1,2,1,0,1,1,4,0,1,0,0,0,3,212.0,The person is a 20-year-old male who identifies himself as Hispanic. He has been arrested 4 times and has been convicted.,"The person is a 20-year-old male who identifies himself as Hispanic. He has been arrested 4 times and has been convicted. He is 5 feet 11 inches and weighs between 200 and 224 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held 2 jobs during the year. He has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, he lived with both of his biological parents in a household of size 3, in an urban area. He considers that God has something to do with what happens to him personally.",180
7375,1,1983,1,0,2,5,2,5.0,2,2,0,0,0,3,1,0,1,1,1,1,1,1,1,0,2,143.0,The person is a 19-year-old male who identifies himself as Black. He has been arrested 1 time and has been convicted.,"The person is a 19-year-old male who identifies himself as Black. He has been arrested 1 time and has been convicted. He is 5 feet 8 inches and weighs 143 lbs. He has never been married and is currently living alone. He has a GED certificate and is not enrolled in college. He has held 2 jobs during the year. He has used drugs in the past four years (marijuana) and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with his biological mother in a household of size 2, in an urban area. He considers that God has something to do with what happens to him personally.",173
7380,0,1983,8,0,2,5,3,6.0,2,4,0,0,0,3,0,0,0,1,2,0,0,0,0,0,2,134.0,The person is a 19-year-old female who identifies herself as Black. She has been arrested 2 times but has not been convicted.,"The person is a 19-year-old female who identifies herself as Black. She has been arrested 2 times but has not been convicted. She is 5 feet 1 inch and weighs 134 lbs. She has never been married and is currently living alone. She has a high school diploma and is not enrolled in college. She has held 2 jobs during the year. She has not used any drugs in the past four years and some of the time during the past month she has felt so down in the dumps that nothing could cheer her up. At a young age, she lived with her biological mother in a household of size 4, in an urban area. She considers that God has something to do with what happens to her personally.",155
7395,0,1984,6,0,2,5,3,1.0,1,4,0,0,0,2,1,0,1,1,1,0,1,0,0,0,2,127.0,The person is an 18-year-old female who identifies herself as Black. She has been arrested 1 time and has been convicted.,"The person is an 18-year-old female who identifies herself as Black. She has been arrested 1 time and has been convicted. She is 5 feet 10 inches and weighs 127 lbs. She has never been married and is currently living alone. She has a high school diploma and is enrolled in a 4-year college. She has held 1 job during the year. She has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, she lived with both of her biological parents in a household of size 4, in an urban area. She considers that God has something to do with what happens to her personally.",178
7396,1,1982,9,0,2,5,3,6.0,1,5,0,0,0,2,1,0,1,1,3,0,0,0,0,0,2,245.0,The person is a 20-year-old male who identifies himself as Black. He has been arrested 3 times but has not been convicted.,"The person is a 20-year-old male who identifies himself as Black. He has been arrested 3 times but has not been convicted. He is 5 feet 9 inches and weighs 245 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held 1 job during the year. He has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, he lived with his biological mother in a household of size 5, in an urban area. He considers that God has something to do with what happens to him personally.",175
7403,1,1984,0,0,2,5,3,6.0,0,3,0,0,0,3,1,0,1,1,1,0,1,0,0,0,2,165.0,The person is an 18-year-old male who identifies himself as Black. He has been arrested 1 time and has been convicted.,"The person is an 18-year-old male who identifies himself as Black. He has been arrested 1 time and has been convicted. He is 5 feet 8 inches and weighs 165 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held no jobs during the year. He has used drugs in the past four years (marijuana) and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with his biological mother in a household of size 3, in an urban area. He considers that God has something to do with what happens to him personally.",173
7405,1,1980,2,0,2,5,2,5.0,3,5,0,0,0,3,1,0,1,1,1,0,1,0,0,0,2,165.0,The person is a 22-year-old male who identifies himself as Black. He has been arrested 1 time and has been convicted.,"The person is a 22-year-old male who identifies himself as Black. He has been arrested 1 time and has been convicted. He is 5 feet 9 inches and weighs 165 lbs. He has never been married and is currently living alone. He has a GED certificate and is not enrolled in college. He has held 3 jobs during the year. He has used drugs in the past four years (marijuana) and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with his biological mother in a household of size 5, in an urban area. He considers that God has nothing to do with what happens to him personally.",175
