Sex,Birth year,Birth month,Ethnicity,Race,Weight (lbs),Marital Status,Education,College,Total jobs in past year,Household size,Homeless last 5 yrs,Family in Jail last 5 yrs,On foodstamps,Violent crime victim in past 5 yrs,Pray to God,Believe in God,Depressed,Marijuana use in last 4 yrs,Cocaine use in last 4 yrs,Any drug use in last 4 yrs,Arrest count by 2002,Recidivism arrested,Convicted by 2002,Recidivism convicted,Recidivism prediction by police,Short description,Long description,Height (cm)
Male,1983,March,Black,Black,240.0,Married with spouse,GED,"Not enrolled, GED",1,5,No,No,Yes,No,No,No,Sometimes,Yes,No,Yes,7,No,Yes,No,No,The person is a 19-year-old male who identifies himself as Black. He has been arrested 7 times and has been convicted.,"The person is a 19-year-old male who identifies himself as Black. He has been arrested 7 times and has been convicted. He is 5 feet 8 inches and weighs 240 lbs. He is married and is currently living with his spouse. He has a GED certificate and is not enrolled in college. He has held 1 job during the year. He has used drugs in the past four years (marijuana) and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with his biological mother in a household of size 5, in an urban area. He considers that God has something to do with what happens to him personally.",173
Female,1983,May,Black,Black,160.0,Never married not cohabiting,HS Diploma,"Not enrolled, HS graduate",0,3,No,No,Yes,No,Yes,Yes,Never,No,No,No,1,No,No,No,No,The person is a 19-year-old female who identifies herself as Black. She has been arrested 1 time but has not been convicted.,"The person is a 19-year-old female who identifies herself as Black. She has been arrested 1 time but has not been convicted. She is 5 feet 6 inches and weighs 160 lbs. She has never been married and is currently living alone. She has a high school diploma and is not enrolled in college. She has held no jobs during the year. She has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, she lived with her biological mother in a household of size 3, in an urban area. She considers that God has nothing to do with what happens to her personally.",168
Male,1981,May,Black,Black,235.0,Never married cohabiting,GED,"Not enrolled, GED",2,2,No,No,Yes,Yes,Yes,No,Never,Yes,Yes,Yes,3,Yes,Yes,No,Yes,The person is a 21-year-old male who identifies himself as Black. He has been arrested 3 times and has been convicted.,"The person is a 21-year-old male who identifies himself as Black. He has been arrested 3 times and has been convicted. He is 6 feet 0 inches and weighs 235 lbs. He has never been married and is currently not living alone. He has a GED certificate and is not enrolled in college. He has held 2 jobs during the year. He has used drugs in the past four years (marijuana and cocaine) and has not felt depressed over the past month. At a young age, he lived with his biological mother in a household of size 2, in an urban area. He considers that God has something to do with what happens to him personally.",183
Male,1981,May,Black,Black,170.0,Never married not cohabiting,HS Diploma,Enrolled in 2yr college,1,5,No,No,No,No,No,Yes,Sometimes,No,No,No,4,No,Yes,No,No,The person is a 21-year-old male who identifies himself as Black. He has been arrested 4 times and has been convicted.,"The person is a 21-year-old male who identifies himself as Black. He has been arrested 4 times and has been convicted. He is 5 feet 7 inches and weighs 170 lbs. He has never been married and is currently living alone. He has a high school diploma and is enrolled in a 2-year college. He has held 1 job during the year. He has not used any drugs in the past four years and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived in a household of size 5. He considers that God has nothing to do with what happens to him personally.",170
Female,1983,January,Black,Black,190.0,Never married not cohabiting,HS Diploma,Enrolled in 2yr college,1,5,No,No,No,No,Yes,No,Never,No,No,No,1,No,No,No,No,The person is a 19-year-old female who identifies herself as Black. She has been arrested 1 time but has not been convicted.,"The person is a 19-year-old female who identifies herself as Black. She has been arrested 1 time but has not been convicted. She is 5 feet 6 inches and weighs 190 lbs. She has never been married and is currently living alone. She has a high school diploma and is enrolled in a 2-year college. She has held 1 job during the year. She has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, she lived with her biological mother in a household of size 5, in an urban area. She considers that God has something to do with what happens to her personally.",168
Female,1980,May,Hispanic,White,145.0,Never married not cohabiting,HS Diploma,"Not enrolled, HS graduate",4,4,No,No,Yes,No,Yes,No,Never,Yes,Yes,Yes,2,No,No,No,No,The person is a 22-year-old female who identifies herself as Hispanic. She has been arrested 2 times but has not been convicted.,"The person is a 22-year-old female who identifies herself as Hispanic. She has been arrested 2 times but has not been convicted. She is 5 feet 5 inches and weighs 145 lbs. She has never been married and is currently living alone. She has a high school diploma and is not enrolled in college. She has held 4 jobs during the year. She has used drugs in the past four years (marijuana and cocaine) and has not felt depressed over the past month. At a young age, she lived with her biological mother in a household of size 4. She considers that God has something to do with what happens to her personally.",165
Male,1981,November,Black,Black,187.0,Never married not cohabiting,HS Diploma,"Not enrolled, some college",1,5,No,No,No,No,No,Yes,Never,No,No,No,1,No,No,No,No,The person is a 21-year-old male who identifies himself as Black. He has been arrested 1 time but has not been convicted.,"The person is a 21-year-old male who identifies himself as Black. He has been arrested 1 time but has not been convicted. He is 6 feet 1 inch and weighs between 175 and 199 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held 1 job during the year. He has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, he lived with his biological mother in a household of size 5, in an urban area. He considers that God has nothing to do with what happens to him personally.",185
Female,1983,May,Black,Black,137.0,Never married not cohabiting,HS Diploma,"Not enrolled, HS graduate",0,7,No,No,No,No,Yes,No,Never,No,No,No,5,No,Yes,No,No,The person is a 19-year-old female who identifies herself as Black. She has been arrested 5 times and has been convicted.,"The person is a 19-year-old female who identifies herself as Black. She has been arrested 5 times and has been convicted. She is 5 feet 0 inches and weighs between 125 and 149 lbs. She has never been married and is currently living alone. She has a high school diploma and is not enrolled in college. She has held no jobs during the year. She has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, she lived with her biological mother in a household of size 7, in an urban area. She considers that God has something to do with what happens to her personally.",152
Male,1981,January,Black,Black,170.0,Never married not cohabiting,GED,"Not enrolled, GED",0,10,No,No,No,No,Yes,Yes,Never,No,No,No,1,No,Yes,Yes,No,The person is a 21-year-old male who identifies himself as Black. He has been arrested 1 time and has been convicted.,"The person is a 21-year-old male who identifies himself as Black. He has been arrested 1 time and has been convicted. He is 5 feet 3 inches and weighs 170 lbs. He has never been married and is currently living alone. He has a GED certificate and is not enrolled in college. He has held no jobs during the year. He has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, he lived with both of his biological parents in a household of size 10, in a rural area. He considers that God has nothing to do with what happens to him personally.",160
Female,1982,July,Black,Black,232.0,Never married not cohabiting,HS Diploma,"Not enrolled, HS graduate",0,5,No,No,No,No,No,No,Sometimes,No,No,No,1,Yes,No,No,Yes,The person is a 20-year-old female who identifies herself as Black. She has been arrested 1 time but has not been convicted.,"The person is a 20-year-old female who identifies herself as Black. She has been arrested 1 time but has not been convicted. She is 5 feet 2 inches and weighs 232 lbs. She has never been married and is currently living alone. She has a high school diploma and is not enrolled in college. She has held no jobs during the year. She has not used any drugs in the past four years and some of the time during the past month she has felt so down in the dumps that nothing could cheer her up. At a young age, she lived with both of her biological parents in a household of size 5, in a rural area. She considers that God has something to do with what happens to her personally.",157
Male,1981,August,Black,Black,145.0,Never married not cohabiting,HS Diploma,"Not enrolled, HS graduate",0,4,No,Yes,No,No,No,No,Never,No,No,No,1,Yes,No,No,Yes,The person is a 21-year-old male who identifies himself as Black. He has been arrested 1 time but has not been convicted.,"The person is a 21-year-old male who identifies himself as Black. He has been arrested 1 time but has not been convicted. He is 5 feet 11 inches and weighs 145 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held no jobs during the year. He has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, he lived with his biological mother in a household of size 4, in an urban area. He considers that God has something to do with what happens to him personally.",180
Male,1981,March,Black,Black,205.0,Never married not cohabiting,HS Diploma,"Not enrolled, some college",0,5,No,No,No,No,Yes,No,Never,Yes,No,Yes,4,No,Yes,No,No,The person is a 21-year-old male who identifies himself as Black. He has been arrested 4 times and has been convicted.,"The person is a 21-year-old male who identifies himself as Black. He has been arrested 4 times and has been convicted. He is 5 feet 9 inches and weighs 205 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held no jobs during the year. He has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, he lived with both of his biological parents in a household of size 5, in an urban area. He considers that God has something to do with what happens to him personally.",175
Male,1982,September,Black,Black,230.0,Never married cohabiting,HS Diploma,"Not enrolled, HS graduate",1,5,No,No,No,No,Yes,No,Never,Yes,No,Yes,2,No,Yes,No,No,The person is a 20-year-old male who identifies himself as Black. He has been arrested 2 times and has been convicted.,"The person is a 20-year-old male who identifies himself as Black. He has been arrested 2 times and has been convicted. He is 6 feet 2 inches and weighs 230 lbs. He has never been married and is currently not living alone. He has a high school diploma and is not enrolled in college. He has held 1 job during the year. He has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, he lived with both of his biological parents in a household of size 5, in an urban area. He considers that God has something to do with what happens to him personally.",188
Male,1981,November,Black,Black,170.0,Never married not cohabiting,HS Diploma,"Not enrolled, HS graduate",2,7,No,No,No,No,Yes,Yes,Never,Yes,No,Yes,1,Yes,No,No,Yes,The person is a 21-year-old male who identifies himself as Black. He has been arrested 1 time but has not been convicted.,"The person is a 21-year-old male who identifies himself as Black. He has been arrested 1 time but has not been convicted. He is 5 feet 10 inches and weighs 170 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held 2 jobs during the year. He has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, he lived with his biological mother in a household of size 7, in an urban area. He considers that God has nothing to do with what happens to him personally.",178
Male,1980,December,Black,Other,210.0,Never married not cohabiting,HS Diploma,Enrolled in 4yr college,1,6,No,No,No,Yes,No,No,Never,Yes,No,Yes,4,No,Yes,No,No,The person is a 22-year-old male who identifies himself as Black. He has been arrested 4 times and has been convicted.,"The person is a 22-year-old male who identifies himself as Black. He has been arrested 4 times and has been convicted. He is 6 feet 3 inches and weighs 210 lbs. He has never been married and is currently living alone. He has a high school diploma and is enrolled in a 4-year college. He has held 1 job during the year. He has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, he lived with his biological mother in a household of size 6, in an urban area. He considers that God has something to do with what happens to him personally.",190
Male,1981,January,Black,Black,149.0,Never married not cohabiting,HS Diploma,"Not enrolled, HS graduate",1,5,No,No,No,No,Yes,Yes,Sometimes,Yes,Yes,Yes,1,No,No,No,No,The person is a 21-year-old male who identifies himself as Black. He has been arrested 1 time but has not been convicted.,"The person is a 21-year-old male who identifies himself as Black. He has been arrested 1 time but has not been convicted. He is 5 feet 7 inches and weighs 149 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held 1 job during the year. He has used drugs in the past four years (marijuana and cocaine) and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with his biological mother in a household of size 5, in a rural area. He considers that God has nothing to do with what happens to him personally.",170
Female,1982,July,Black,Black,154.0,Never married not cohabiting,HS Diploma,Enrolled in 2yr college,0,4,No,No,Yes,Yes,Yes,No,Never,Yes,Yes,Yes,1,No,Yes,No,No,The person is a 20-year-old female who identifies herself as Black. She has been arrested 1 time and has been convicted.,"The person is a 20-year-old female who identifies herself as Black. She has been arrested 1 time and has been convicted. She is 5 feet 3 inches and weighs 154 lbs. She has never been married and is currently living alone. She has a high school diploma and is enrolled in a 2-year college. She has held no jobs during the year. She has used drugs in the past four years (marijuana and cocaine) and has not felt depressed over the past month. At a young age, she lived with adults other than biological, foster or adoptive parents in a household of size 4, in a rural area. She considers that God has something to do with what happens to her personally.",160
Male,1981,September,Black,Black,148.0,Never married not cohabiting,HS Diploma,"Not enrolled, HS graduate",2,5,No,No,No,No,Yes,No,Never,No,No,No,1,No,No,No,No,The person is a 21-year-old male who identifies himself as Black. He has been arrested 1 time but has not been convicted.,"The person is a 21-year-old male who identifies himself as Black. He has been arrested 1 time but has not been convicted. He is 5 feet 7 inches and weighs 148 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held 2 jobs during the year. He has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, he lived with his biological mother in a household of size 5, in an urban area. He considers that God has something to do with what happens to him personally.",170
Female,1981,May,Black,Black,248.0,Never married not cohabiting,HS Diploma,"Not enrolled, HS graduate",1,4,No,No,No,No,No,Yes,Never,No,No,No,1,No,Yes,No,No,The person is a 21-year-old female who identifies herself as Black. She has been arrested 1 time and has been convicted.,"The person is a 21-year-old female who identifies herself as Black. She has been arrested 1 time and has been convicted. She is 5 feet 5 inches and weighs 248 lbs. She has never been married and is currently living alone. She has a high school diploma and is not enrolled in college. She has held 1 job during the year. She has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, she lived with adults other than biological, foster or adoptive parents in a household of size 4, in an urban area. She considers that God has nothing to do with what happens to her personally.",165
Male,1981,February,Black,Black,191.0,Never married not cohabiting,HS Diploma,"Not enrolled, some college",1,6,No,No,No,No,Yes,No,Never,No,No,No,1,No,Yes,No,No,The person is a 21-year-old male who identifies himself as Black. He has been arrested 1 time and has been convicted.,"The person is a 21-year-old male who identifies himself as Black. He has been arrested 1 time and has been convicted. He is 6 feet 2 inches and weighs 191 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held 1 job during the year. He has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, he lived with his biological mother in a household of size 6, in an urban area. He considers that God has something to do with what happens to him personally.",188
Female,1982,May,Black,Black,130.0,Never married not cohabiting,GED,"Not enrolled, GED",0,3,No,No,No,No,Yes,Yes,Always,Yes,Yes,Yes,2,No,Yes,No,No,The person is a 20-year-old female who identifies herself as Black. She has been arrested 2 times and has been convicted.,"The person is a 20-year-old female who identifies herself as Black. She has been arrested 2 times and has been convicted. She is 5 feet 4 inches and weighs 130 lbs. She has never been married and is currently living alone. She has a GED certificate and is not enrolled in college. She has held no jobs during the year. She has used drugs in the past four years (marijuana and cocaine) and all of the time during the past month she has felt so down in the dumps that nothing could cheer her up. At a young age, she lived with her biological mother in a household of size 3. She considers that God has nothing to do with what happens to her personally.",163
Female,1984,February,Black,Black,110.0,Never married not cohabiting,GED,"Not enrolled, GED",0,3,No,No,No,No,Yes,No,Sometimes,Yes,No,Yes,1,No,No,No,No,The person is an 18-year-old female who identifies herself as Black. She has been arrested 1 time but has not been convicted.,"The person is an 18-year-old female who identifies herself as Black. She has been arrested 1 time but has not been convicted. She is 5 feet 6 inches and weighs 110 lbs. She has never been married and is currently living alone. She has a GED certificate and is not enrolled in college. She has held no jobs during the year. She has used drugs in the past four years (marijuana) and some of the time during the past month she has felt so down in the dumps that nothing could cheer her up. At a young age, she lived with her biological mother in a household of size 3. She considers that God has something to do with what happens to her personally.",168
Male,1981,April,Hispanic,Hispanic or Latino,168.0,Never married not cohabiting,HS Diploma,"Not enrolled, HS graduate",2,3,No,No,No,No,No,Yes,Never,No,No,No,1,No,No,No,No,The person is a 21-year-old male who identifies himself as Hispanic. He has been arrested 1 time but has not been convicted.,"The person is a 21-year-old male who identifies himself as Hispanic. He has been arrested 1 time but has not been convicted. He is 5 feet 11 inches and weighs 168 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held 2 jobs during the year. He has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, he lived with his biological dad in a household of size 3, in an urban area. He considers that God has nothing to do with what happens to him personally.",180
Female,1980,September,Black,Black,210.0,Never married not cohabiting,HS Diploma,"Not enrolled, some college",0,5,No,Yes,No,No,Yes,No,Sometimes,No,No,No,1,Yes,No,Yes,Yes,The person is a 22-year-old female who identifies herself as Black. She has been arrested 1 time but has not been convicted.,"The person is a 22-year-old female who identifies herself as Black. She has been arrested 1 time but has not been convicted. She is 5 feet 10 inches and weighs 210 lbs. She has never been married and is currently living alone. She has a high school diploma and is not enrolled in college. She has held no jobs during the year. She has not used any drugs in the past four years and some of the time during the past month she has felt so down in the dumps that nothing could cheer her up. At a young age, she lived with her biological dad in a household of size 5, in an urban area. She considers that God has something to do with what happens to her personally.",178
Female,1980,October,Black,Black,237.0,Never married not cohabiting,HS Diploma,"Not enrolled, HS graduate",2,3,No,No,No,No,Yes,No,Never,No,No,No,1,No,Yes,No,No,The person is a 22-year-old female who identifies herself as Black. She has been arrested 1 time and has been convicted.,"The person is a 22-year-old female who identifies herself as Black. She has been arrested 1 time and has been convicted. She is 5 feet 11 inches and weighs between 225 and 249 lbs. She has never been married and is currently living alone. She has a high school diploma and is not enrolled in college. She has held 2 jobs during the year. She has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, she lived with her biological mother in a household of size 3. She considers that God has something to do with what happens to her personally.",180
Male,1980,October,Black,Black,162.0,Never married not cohabiting,GED,"Not enrolled, GED",3,3,No,No,No,No,Yes,No,Never,Yes,No,Yes,8,No,Yes,No,No,The person is a 22-year-old male who identifies himself as Black. He has been arrested 8 times and has been convicted.,"The person is a 22-year-old male who identifies himself as Black. He has been arrested 8 times and has been convicted. He weighs between 150 and 174 lbs. He has never been married and is currently living alone. He has a GED certificate and is not enrolled in college. He has held 3 jobs during the year. He has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, he lived with his biological father in a household of size 3, in an urban area. He considers that God has something to do with what happens to him personally.",145
Male,1981,July,Hispanic,Hispanic or Latino,160.0,Never married not cohabiting,HS Diploma,"Not enrolled, HS graduate",2,4,No,No,No,No,Yes,No,Never,No,No,No,1,No,No,No,No,The person is a 21-year-old male who identifies himself as Hispanic. He has been arrested 1 time but has not been convicted.,"The person is a 21-year-old male who identifies himself as Hispanic. He has been arrested 1 time but has not been convicted. He is 5 feet 6 inches and weighs 160 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held 2 jobs during the year. He has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, he lived with both of his biological parents in a household of size 4, in an urban area. He considers that God has something to do with what happens to him personally.",168
Female,1980,September,Hispanic,Hispanic or Latino,160.0,Never married not cohabiting,GED,"Not enrolled, some college",4,9,No,No,Yes,No,Yes,No,Sometimes,Yes,No,Yes,1,No,No,Yes,No,The person is a 22-year-old female who identifies herself as Hispanic. She has been arrested 1 time but has not been convicted.,"The person is a 22-year-old female who identifies herself as Hispanic. She has been arrested 1 time but has not been convicted. She is 5 feet 4 inches and weighs 160 lbs. She has never been married and is currently living alone. She has a GED certificate and is not enrolled in college. She has held 4 jobs during the year. She has used drugs in the past four years (marijuana) and some of the time during the past month she has felt so down in the dumps that nothing could cheer her up. At a young age, she lived with adults other than biological, foster or adoptive parents in a household of size 9. She considers that God has something to do with what happens to her personally.",163
Male,1981,December,Hispanic,Hispanic or Latino,202.0,Never married cohabiting,HS Diploma,Enrolled in 4yr college,4,5,No,No,No,Yes,Yes,No,Never,Yes,No,Yes,2,No,No,No,No,The person is a 21-year-old male who identifies himself as Hispanic. He has been arrested 2 times but has not been convicted.,"The person is a 21-year-old male who identifies himself as Hispanic. He has been arrested 2 times but has not been convicted. He is 5 feet 10 inches and weighs 202 lbs. He has never been married and is currently not living alone. He has a high school diploma and is enrolled in a 4-year college. He has held 4 jobs during the year. He has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, he lived with his adoptive parent(s) in a household of size 5, in an urban area. He considers that God has something to do with what happens to him personally.",178
Female,1983,January,Hispanic,Hispanic or Latino,110.0,Never married not cohabiting,GED,"Not enrolled, some college",5,3,No,No,No,Yes,Yes,No,Usually,Yes,Yes,Yes,1,No,No,No,No,The person is a 19-year-old female who identifies herself as Hispanic. She has been arrested 1 time but has not been convicted.,"The person is a 19-year-old female who identifies herself as Hispanic. She has been arrested 1 time but has not been convicted. She is 5 feet 3 inches and weighs 110 lbs. She has never been married and is currently living alone. She has a GED certificate and is not enrolled in college. She has held 5 jobs during the year. She has used drugs in the past four years (marijuana and cocaine) and most of the time during the past month she has felt so down in the dumps that nothing could cheer her up. At a young age, she lived with both of her biological parents in a household of size 3, in an urban area. She considers that God has something to do with what happens to her personally.",160
Male,1981,August,Hispanic,Hispanic or Latino,145.0,Never married not cohabiting,HS Diploma,Enrolled in 4yr college,2,3,No,No,No,Yes,Yes,No,Sometimes,Yes,Yes,Yes,1,Yes,No,Yes,Yes,The person is a 21-year-old male who identifies himself as Hispanic. He has been arrested 1 time but has not been convicted.,"The person is a 21-year-old male who identifies himself as Hispanic. He has been arrested 1 time but has not been convicted. He is 5 feet 5 inches and weighs 145 lbs. He has never been married and is currently living alone. He has a high school diploma and is enrolled in a 4-year college. He has held 2 jobs during the year. He has used drugs in the past four years (marijuana and cocaine) and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with both of his biological parents in a household of size 3, in an urban area. He considers that God has something to do with what happens to him personally.",165
Male,1981,May,Hispanic,Hispanic or Latino,170.0,Never married not cohabiting,HS Diploma,"Not enrolled, HS graduate",1,4,No,No,No,No,Yes,No,Never,Yes,Yes,Yes,1,Yes,Yes,No,Yes,The person is a 21-year-old male who identifies himself as Hispanic. He has been arrested 1 time and has been convicted.,"The person is a 21-year-old male who identifies himself as Hispanic. He has been arrested 1 time and has been convicted. He is 5 feet 11 inches and weighs 170 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held 1 job during the year. He has used drugs in the past four years (marijuana and cocaine) and has not felt depressed over the past month. At a young age, he lived with both of his biological parents in a household of size 4, in a rural area. He considers that God has something to do with what happens to him personally.",180
Male,1980,May,Black,Black,218.0,Never married not cohabiting,GED,"Not enrolled, GED",2,8,No,No,No,No,No,Unknown2,Sometimes,Yes,No,Yes,1,No,Yes,No,No,The person is a 22-year-old male who identifies himself as Black. He has been arrested 1 time and has been convicted.,"The person is a 22-year-old male who identifies himself as Black. He has been arrested 1 time and has been convicted. He is 5 feet 11 inches and weighs 218 lbs. He has never been married and is currently living alone. He has a GED certificate and is not enrolled in college. He has held 2 jobs during the year. He has used drugs in the past four years (marijuana) and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with his biological mother in a household of size 8.",180
Male,1982,March,Black,Black,160.0,Never married not cohabiting,HS Diploma,"Not enrolled, HS graduate",3,8,No,Yes,No,No,Yes,No,Never,Yes,No,Yes,1,No,Yes,No,No,The person is a 20-year-old male who identifies himself as Black. He has been arrested 1 time and has been convicted.,"The person is a 20-year-old male who identifies himself as Black. He has been arrested 1 time and has been convicted. He is 5 feet 11 inches and weighs 160 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held 3 jobs during the year. He has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, he lived with his biological mother in a household of size 8. He considers that God has something to do with what happens to him personally.",180
Male,1982,August,Black,Black,162.0,Never married not cohabiting,GED,"Not enrolled, GED",0,3,No,No,No,No,No,Yes,Never,Yes,No,Yes,8,Yes,Yes,Yes,Yes,The person is a 20-year-old male who identifies himself as Black. He has been arrested 8 times and has been convicted.,"The person is a 20-year-old male who identifies himself as Black. He has been arrested 8 times and has been convicted. He is 5 feet 6 inches and weighs between 150 and 174 lbs. He has never been married and is currently living alone. He has a GED certificate and is not enrolled in college. He has held no jobs during the year. He has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, he lived with his biological mother in a household of size 3, in an urban area. He considers that God has nothing to do with what happens to him personally.",168
Male,1984,April,Black,Black,140.0,Never married not cohabiting,GED,"Not enrolled, GED",0,3,No,No,No,No,Yes,No,Never,Yes,No,Yes,1,No,No,No,No,The person is an 18-year-old male who identifies himself as Black. He has been arrested 1 time but has not been convicted.,"The person is an 18-year-old male who identifies himself as Black. He has been arrested 1 time but has not been convicted. He is 6 feet 1 inch and weighs 140 lbs. He has never been married and is currently living alone. He has a GED certificate and is not enrolled in college. He has held no jobs during the year. He has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, he lived with adults other than biological, foster or adoptive parents in a household of size 3. He considers that God has something to do with what happens to him personally.",185
Female,1981,January,Black,Black,120.0,Never married not cohabiting,HS Diploma,"Not enrolled, HS graduate",2,3,No,No,No,No,Yes,Yes,Sometimes,Yes,No,Yes,1,Yes,Yes,Yes,Yes,The person is a 21-year-old female who identifies herself as Black. She has been arrested 1 time and has been convicted.,"The person is a 21-year-old female who identifies herself as Black. She has been arrested 1 time and has been convicted. She is 5 feet 6 inches and weighs 120 lbs. She has never been married and is currently living alone. She has a high school diploma and is not enrolled in college. She has held 2 jobs during the year. She has used drugs in the past four years (marijuana) and some of the time during the past month she has felt so down in the dumps that nothing could cheer her up. At a young age, she lived with her biological dad in a household of size 3. She considers that God has nothing to do with what happens to her personally.",168
Female,1984,April,Black,Black,127.0,Never married not cohabiting,HS Diploma,"Not enrolled, HS graduate",1,5,No,No,No,No,Yes,No,Usually,No,No,No,1,No,No,No,No,The person is an 18-year-old female who identifies herself as Black. She has been arrested 1 time but has not been convicted.,"The person is an 18-year-old female who identifies herself as Black. She has been arrested 1 time but has not been convicted. She is 5 feet 3 inches and weighs 127 lbs. She has never been married and is currently living alone. She has a high school diploma and is not enrolled in college. She has held 1 job during the year. She has not used any drugs in the past four years and most of the time during the past month she has felt so down in the dumps that nothing could cheer her up. At a young age, she lived with her biological mother in a household of size 5, in an urban area. She considers that God has something to do with what happens to her personally.",160
Male,1980,November,Black,Black,190.0,Never married not cohabiting,GED,"Not enrolled, GED",1,4,No,No,No,No,Yes,No,Sometimes,Yes,No,Yes,9,No,Yes,No,No,The person is a 22-year-old male who identifies himself as Black. He has been arrested 9 times and has been convicted.,"The person is a 22-year-old male who identifies himself as Black. He has been arrested 9 times and has been convicted. He is 5 feet 11 inches and weighs 190 lbs. He has never been married and is currently living alone. He has a GED certificate and is not enrolled in college. He has held 1 job during the year. He has used drugs in the past four years (marijuana) and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with his biological mother in a household of size 4, in an urban area. He considers that God has something to do with what happens to him personally.",180
Female,1982,May,Black,Black,120.0,Never married not cohabiting,HS Diploma,"Not enrolled, HS graduate",1,3,No,No,No,No,Yes,Yes,Never,Yes,No,Yes,1,No,No,No,No,The person is a 20-year-old female who identifies herself as Black. She has been arrested 1 time but has not been convicted.,"The person is a 20-year-old female who identifies herself as Black. She has been arrested 1 time but has not been convicted. She is 5 feet 5 inches and weighs 120 lbs. She has never been married and is currently living alone. She has a high school diploma and is not enrolled in college. She has held 1 job during the year. She has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, she lived with her biological mother in a household of size 3. She considers that God has nothing to do with what happens to her personally.",165
Female,1980,July,Black,Black,158.0,Never married not cohabiting,HS Diploma,"Not enrolled, HS graduate",3,2,No,No,Yes,No,Yes,No,Sometimes,No,No,No,1,No,No,No,No,The person is a 22-year-old female who identifies herself as Black. She has been arrested 1 time but has not been convicted.,"The person is a 22-year-old female who identifies herself as Black. She has been arrested 1 time but has not been convicted. She is 5 feet 5 inches and weighs 158 lbs. She has never been married and is currently living alone. She has a high school diploma and is not enrolled in college. She has held 3 jobs during the year. She has not used any drugs in the past four years and some of the time during the past month she has felt so down in the dumps that nothing could cheer her up. At a young age, she lived in a household of size 2. She considers that God has something to do with what happens to her personally.",165
Male,1980,July,Black,Black,152.0,Never married cohabiting,HS Diploma,"Not enrolled, some college",1,2,No,Yes,No,No,Yes,No,Always,No,No,No,4,Yes,Yes,Yes,Yes,The person is a 22-year-old male who identifies himself as Black. He has been arrested 4 times and has been convicted.,"The person is a 22-year-old male who identifies himself as Black. He has been arrested 4 times and has been convicted. He is 5 feet 4 inches and weighs 152 lbs. He has never been married and is currently not living alone. He has a high school diploma and is not enrolled in college. He has held 1 job during the year. He has not used any drugs in the past four years and all of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with his biological mother in a household of size 2, in an urban area. He considers that God has something to do with what happens to him personally.",163
